threshold,tp,fp,fn,tn,alerts,rows,recall,precision,f1,alerts_per_10000,fn_positive_exposure,evaluation_year,candidate,review_cost,fn_cost,review_hours_per_10000,cost,saving_vs_no_alert,additional_tp,additional_alerts,break_even_loss_per_added_fraud
0.47321562128877337,3,0,130,44286,3,44419,0.022556390977443608,1.0,0.04411764705882353,0.6753866588621986,19697.63,2016,rf_variables_revisadas,3.0,62.46345470692718,0.06753866588621986,8129.2491119005335,178.39036412078156,1.0,1.0,3.0
0.47297917862057764,4,0,129,44286,4,44419,0.03007518796992481,1.0,0.058394160583941604,0.9005155451495982,19674.15,2016,rf_variables_revisadas,3.0,62.46345470692718,0.09005155451495982,8069.785657193606,237.85381882770872,1.0,1.0,3.0
0.46816181676848784,5,0,128,44286,5,44419,0.03759398496240601,1.0,0.07246376811594203,1.1256444314369978,19594.760000000002,2016,rf_variables_revisadas,3.0,62.46345470692718,0.11256444314369979,8010.322202486679,297.3172735346359,1.0,1.0,3.0
0.4667726875413687,6,0,127,44286,6,44419,0.045112781954887216,1.0,0.08633093525179857,1.3507733177243972,19592.2,2016,rf_variables_revisadas,3.0,62.46345470692718,0.13507733177243972,7950.858747779752,356.7807282415631,1.0,1.0,3.0
0.4634587630656584,7,0,126,44286,7,44419,0.05263157894736842,1.0,0.1,1.5759022040117967,19475.64,2016,rf_variables_revisadas,3.0,62.46345470692718,0.15759022040117968,7891.395293072825,416.2441829484903,1.0,1.0,3.0
0.46332319203091143,8,0,125,44286,8,44419,0.06015037593984962,1.0,0.11347517730496454,1.8010310902991964,19365.21,2016,rf_variables_revisadas,3.0,62.46345470692718,0.18010310902991963,7831.931838365897,475.70763765541744,1.0,1.0,3.0
0.46308015702804267,9,0,124,44286,9,44419,0.06766917293233082,1.0,0.1267605633802817,2.026159976586596,19324.93,2016,rf_variables_revisadas,3.0,62.46345470692718,0.20261599765865956,7772.46838365897,535.1710923623447,1.0,1.0,3.0
0.4587289464295783,10,0,123,44286,10,44419,0.07518796992481203,1.0,0.13986013986013987,2.2512888628739955,19212.77,2016,rf_variables_revisadas,3.0,62.46345470692718,0.22512888628739958,7713.004928952043,594.6345470692718,1.0,1.0,3.0
0.4576959131170139,11,0,122,44286,11,44419,0.08270676691729323,1.0,0.1527777777777778,2.476417749161395,19178.32,2016,rf_variables_revisadas,3.0,62.46345470692718,0.24764177491613948,7653.541474245116,654.098001776199,1.0,1.0,3.0
0.45415955859186036,12,0,121,44286,12,44419,0.09022556390977443,1.0,0.16551724137931034,2.7015466354487945,19084.350000000002,2016,rf_variables_revisadas,3.0,62.46345470692718,0.27015466354487944,7594.0780195381885,713.5614564831262,1.0,1.0,3.0
0.45332003212270794,13,0,120,44286,13,44419,0.09774436090225563,1.0,0.1780821917808219,2.926675521736194,19001.98,2016,rf_variables_revisadas,3.0,62.46345470692718,0.29266755217361945,7534.614564831261,773.0249111900533,1.0,1.0,3.0
0.4503110702453322,14,0,119,44286,14,44419,0.10526315789473684,1.0,0.19047619047619047,3.1518044080235934,18861.21,2016,rf_variables_revisadas,3.0,62.46345470692718,0.31518044080235935,7475.151110124334,832.4883658969806,1.0,1.0,3.0
0.4474779669880464,15,0,118,44286,15,44419,0.11278195488721804,1.0,0.20270270270270271,3.376933294310993,18805.99,2016,rf_variables_revisadas,3.0,62.46345470692718,0.3376933294310993,7415.687655417407,891.9518206039077,1.0,1.0,3.0
0.4436669855661939,16,0,117,44286,16,44419,0.12030075187969924,1.0,0.21476510067114093,3.602062180598393,18799.93,2016,rf_variables_revisadas,3.0,62.46345470692718,0.36020621805983927,7356.2242007104805,951.4152753108349,1.0,1.0,3.0
0.4435259455695839,17,0,116,44286,17,44419,0.12781954887218044,1.0,0.22666666666666666,3.827191066885792,18796.23,2016,rf_variables_revisadas,3.0,62.46345470692718,0.3827191066885792,7296.760746003553,1010.8787300177621,1.0,1.0,3.0
0.44322086885734036,18,0,115,44286,18,44419,0.13533834586466165,1.0,0.23841059602649006,4.052319953173192,18700.56,2016,rf_variables_revisadas,3.0,62.46345470692718,0.4052319953173191,7237.297291296626,1070.3421847246893,1.0,1.0,3.0
0.44299285754689804,19,0,114,44286,19,44419,0.14285714285714285,1.0,0.25,4.277448839460591,18578.190000000002,2016,rf_variables_revisadas,3.0,62.46345470692718,0.42774488394605914,7177.833836589699,1129.8056394316163,1.0,1.0,3.0
0.44249181905772866,20,0,113,44286,20,44419,0.15037593984962405,1.0,0.26143790849673204,4.502577725747991,18528.23,2016,rf_variables_revisadas,3.0,62.46345470692718,0.45025777257479915,7118.370381882772,1189.2690941385436,1.0,1.0,3.0
0.4388186611185889,21,0,112,44286,21,44419,0.15789473684210525,1.0,0.2727272727272727,4.72770661203539,18389.07,2016,rf_variables_revisadas,3.0,62.46345470692718,0.47277066120353894,7058.906927175844,1248.7325488454708,1.0,1.0,3.0
0.4380838066598923,22,0,111,44286,22,44419,0.16541353383458646,1.0,0.2838709677419355,4.95283549832279,18354.65,2016,rf_variables_revisadas,3.0,62.46345470692718,0.49528354983227896,6999.443472468917,1308.196003552398,1.0,1.0,3.0
0.43807701473361765,23,0,110,44286,23,44419,0.17293233082706766,1.0,0.2948717948717949,5.177964384610189,18242.190000000002,2016,rf_variables_revisadas,3.0,62.46345470692718,0.517796438461019,6939.98001776199,1367.6594582593252,1.0,1.0,3.0
0.4356111422810769,24,0,109,44286,24,44419,0.18045112781954886,1.0,0.3057324840764331,5.403093270897589,18031.79,2016,rf_variables_revisadas,3.0,62.46345470692718,0.5403093270897589,6880.516563055063,1427.1229129662524,1.0,1.0,3.0
0.43337665557680816,25,0,108,44286,25,44419,0.18796992481203006,1.0,0.31645569620253167,5.628222157184989,17993.63,2016,rf_variables_revisadas,3.0,62.46345470692718,0.5628222157184989,6821.0531083481355,1486.5863676731794,1.0,1.0,3.0
0.4301560212122871,26,0,107,44286,26,44419,0.19548872180451127,1.0,0.3270440251572327,5.853351043472388,17845.99,2016,rf_variables_revisadas,3.0,62.46345470692718,0.5853351043472389,6761.589653641208,1546.0498223801067,1.0,1.0,3.0
0.4285690742947933,27,0,106,44286,27,44419,0.20300751879699247,1.0,0.3375,6.078479929759787,17611.230000000003,2016,rf_variables_revisadas,3.0,62.46345470692718,0.6078479929759787,6702.126198934281,1605.5132770870339,1.0,1.0,3.0
0.4200263225912725,28,0,105,44286,28,44419,0.21052631578947367,1.0,0.34782608695652173,6.303608816047187,17380.97,2016,rf_variables_revisadas,3.0,62.46345470692718,0.6303608816047187,6642.662744227354,1664.976731793961,1.0,1.0,3.0
0.4196514442320884,29,0,104,44286,29,44419,0.21804511278195488,1.0,0.35802469135802467,6.5287377023345865,17199.52,2016,rf_variables_revisadas,3.0,62.46345470692718,0.6528737702334586,6583.199289520427,1724.4401865008883,1.0,1.0,3.0
0.41905123346463197,30,0,103,44286,30,44419,0.22556390977443608,1.0,0.36809815950920244,6.753866588621986,17008.74,2016,rf_variables_revisadas,3.0,62.46345470692718,0.6753866588621986,6523.735834813499,1783.9036412078153,1.0,1.0,3.0
0.4090003774332097,31,0,102,44286,31,44419,0.23308270676691728,1.0,0.3780487804878049,6.978995474909386,16844.5,2016,rf_variables_revisadas,3.0,62.46345470692718,0.6978995474909386,6464.272380106572,1843.3670959147425,1.0,1.0,3.0
0.39631992412578215,32,0,101,44286,32,44419,0.24060150375939848,1.0,0.3878787878787879,7.204124361196786,16649.86,2016,rf_variables_revisadas,3.0,62.46345470692718,0.7204124361196785,6404.808925399645,1902.8305506216698,1.0,1.0,3.0
0.37694573410930543,33,0,100,44286,33,44419,0.24812030075187969,1.0,0.39759036144578314,7.429253247484184,16646.300000000003,2016,rf_variables_revisadas,3.0,62.46345470692718,0.7429253247484184,6345.345470692718,1962.294005328597,1.0,1.0,3.0
0.37455297220348266,34,0,99,44286,34,44419,0.2556390977443609,1.0,0.40718562874251496,7.654382133771584,16480.100000000002,2016,rf_variables_revisadas,3.0,62.46345470692718,0.7654382133771584,6285.8820159857905,2021.7574600355242,1.0,1.0,3.0
0.3631220673164278,35,0,98,44286,35,44419,0.2631578947368421,1.0,0.4166666666666667,7.879511020058984,16424.54,2016,rf_variables_revisadas,3.0,62.46345470692718,0.7879511020058984,6226.418561278863,2081.2209147424514,1.0,1.0,3.0
0.3536525870207794,36,0,97,44286,36,44419,0.2706766917293233,1.0,0.4260355029585799,8.104639906346383,16350.580000000002,2016,rf_variables_revisadas,3.0,62.46345470692718,0.8104639906346383,6166.955106571936,2140.6843694493787,1.0,1.0,3.0
0.35320098746185347,37,0,96,44286,37,44419,0.2781954887218045,1.0,0.43529411764705883,8.329768792633782,16339.080000000002,2016,rf_variables_revisadas,3.0,62.46345470692718,0.8329768792633783,6107.49165186501,2200.147824156306,1.0,1.0,3.0
0.3428890803846869,38,0,95,44286,38,44419,0.2857142857142857,1.0,0.4444444444444444,8.554897678921183,16318.77,2016,rf_variables_revisadas,3.0,62.46345470692718,0.8554897678921183,6048.028197158083,2259.6112788632327,1.0,1.0,3.0
0.34136383290030253,39,0,94,44286,39,44419,0.2932330827067669,1.0,0.45348837209302323,8.780026565208582,16236.68,2016,rf_variables_revisadas,3.0,62.46345470692718,0.8780026565208582,5988.564742451155,2319.07473357016,1.0,1.0,3.0
0.3386025458929358,40,0,93,44286,40,44419,0.3007518796992481,1.0,0.4624277456647399,9.005155451495982,16200.7,2016,rf_variables_revisadas,3.0,62.46345470692718,0.9005155451495983,5929.101287744228,2378.538188277087,1.0,1.0,3.0
0.3383371582869598,41,0,92,44286,41,44419,0.3082706766917293,1.0,0.47126436781609193,9.230284337783381,16160.140000000001,2016,rf_variables_revisadas,3.0,62.46345470692718,0.9230284337783381,5869.637833037301,2438.0016429840143,1.0,1.0,3.0
0.33824846682078197,42,0,91,44286,42,44419,0.3157894736842105,1.0,0.48,9.45541322407078,16147.09,2016,rf_variables_revisadas,3.0,62.46345470692718,0.9455413224070779,5810.174378330374,2497.4650976909415,1.0,1.0,3.0
0.3313327451760225,43,0,90,44286,43,44419,0.3233082706766917,1.0,0.48863636363636365,9.68054211035818,16040.350000000002,2016,rf_variables_revisadas,3.0,62.46345470692718,0.968054211035818,5750.710923623446,2556.9285523978688,1.0,1.0,3.0
0.3204328088640677,44,0,89,44286,44,44419,0.3308270676691729,1.0,0.4971751412429379,9.90567099664558,15988.670000000002,2016,rf_variables_revisadas,3.0,62.46345470692718,0.9905670996645579,5691.247468916519,2616.392007104796,1.0,1.0,3.0
0.31615504164879765,45,0,88,44286,45,44419,0.3383458646616541,1.0,0.5056179775280899,10.13079988293298,15988.670000000002,2016,rf_variables_revisadas,3.0,62.46345470692718,1.013079988293298,5631.784014209592,2675.855461811723,1.0,1.0,3.0
0.3152281010177247,46,0,87,44286,46,44419,0.3458646616541353,1.0,0.5139664804469274,10.355928769220379,15903.54,2016,rf_variables_revisadas,3.0,62.46345470692718,1.035592876922038,5572.320559502665,2735.3189165186504,1.0,1.0,3.0
0.3040355034800892,47,0,86,44286,47,44419,0.3533834586466165,1.0,0.5222222222222223,10.581057655507777,15593.09,2016,rf_variables_revisadas,3.0,62.46345470692718,1.0581057655507777,5512.8571047957375,2794.7823712255777,1.0,1.0,3.0
0.30370986389379034,48,0,85,44286,48,44419,0.3609022556390977,1.0,0.5303867403314917,10.806186541795178,15531.740000000002,2016,rf_variables_revisadas,3.0,62.46345470692718,1.0806186541795177,5453.39365008881,2854.245825932505,1.0,1.0,3.0
0.2905019686873588,49,0,84,44286,49,44419,0.3684210526315789,1.0,0.5384615384615384,11.031315428082577,15368.16,2016,rf_variables_revisadas,3.0,62.46345470692718,1.1031315428082575,5393.930195381883,2913.7092806394317,1.0,1.0,3.0
0.28929217903504384,50,0,83,44286,50,44419,0.37593984962406013,1.0,0.546448087431694,11.256444314369977,15174.240000000002,2016,rf_variables_revisadas,3.0,62.46345470692718,1.1256444314369978,5334.466740674956,2973.172735346359,1.0,1.0,3.0
0.28825894754576803,51,0,82,44286,51,44419,0.38345864661654133,1.0,0.5543478260869565,11.481573200657376,15032.12,2016,rf_variables_revisadas,3.0,62.46345470692718,1.1481573200657376,5275.003285968029,3032.636190053286,1.0,1.0,3.0
0.2799954104346486,52,0,81,44286,52,44419,0.39097744360902253,1.0,0.5621621621621622,11.706702086944777,14281.990000000002,2016,rf_variables_revisadas,3.0,62.46345470692718,1.1706702086944778,5215.539831261101,3092.0996447602133,1.0,1.0,3.0
0.27830743432190813,53,0,80,44286,53,44419,0.39849624060150374,1.0,0.5698924731182796,11.931830973232175,13390.86,2016,rf_variables_revisadas,3.0,62.46345470692718,1.1931830973232176,5156.076376554174,3151.5630994671405,1.0,1.0,3.0
0.27750565391522414,54,0,79,44286,54,44419,0.40601503759398494,1.0,0.5775401069518716,12.156959859519574,12201.03,2016,rf_variables_revisadas,3.0,62.46345470692718,1.2156959859519574,5096.612921847247,3211.0265541740678,1.0,1.0,3.0
0.2536290140075045,55,0,78,44286,55,44419,0.41353383458646614,1.0,0.5851063829787234,12.382088745806975,12160.76,2016,rf_variables_revisadas,3.0,62.46345470692718,1.2382088745806974,5037.14946714032,3270.490008880995,1.0,1.0,3.0
0.24620132993189509,56,0,77,44286,56,44419,0.42105263157894735,1.0,0.5925925925925926,12.607217632094374,12149.720000000001,2016,rf_variables_revisadas,3.0,62.46345470692718,1.2607217632094374,4977.6860124333925,3329.953463587922,1.0,1.0,3.0
0.2458119285839392,57,0,76,44286,57,44419,0.42857142857142855,1.0,0.6,12.832346518381774,11980.119999999999,2016,rf_variables_revisadas,3.0,62.46345470692718,1.2832346518381774,4918.222557726465,3389.4169182948494,1.0,1.0,3.0
0.23834889867767217,58,0,75,44286,58,44419,0.43609022556390975,1.0,0.6073298429319371,13.057475404669173,10398.5,2016,rf_variables_revisadas,3.0,62.46345470692718,1.3057475404669172,4858.759103019538,3448.8803730017767,1.0,1.0,3.0
0.23515884610826362,59,0,74,44286,59,44419,0.44360902255639095,1.0,0.6145833333333334,13.282604290956572,10178.86,2016,rf_variables_revisadas,3.0,62.46345470692718,1.3282604290956572,4799.295648312612,3508.3438277087034,1.0,1.0,3.0
0.23036616597728232,60,0,73,44286,60,44419,0.45112781954887216,1.0,0.6217616580310881,13.507733177243972,10143.37,2016,rf_variables_revisadas,3.0,62.46345470692718,1.3507733177243972,4739.832193605685,3567.8072824156307,1.0,1.0,3.0
0.22103518839453928,61,0,72,44286,61,44419,0.45864661654135336,1.0,0.6288659793814433,13.732862063531371,9911.86,2016,rf_variables_revisadas,3.0,62.46345470692718,1.373286206353137,4680.368738898757,3627.270737122558,1.0,1.0,3.0
0.2141850683527064,62,0,71,44286,62,44419,0.46616541353383456,1.0,0.6358974358974359,13.957990949818772,9533.03,2016,rf_variables_revisadas,3.0,62.46345470692718,1.3957990949818773,4620.90528419183,3686.734191829485,1.0,1.0,3.0
0.21160298256207366,63,0,70,44286,63,44419,0.47368421052631576,1.0,0.6428571428571429,14.18311983610617,9476.710000000001,2016,rf_variables_revisadas,3.0,62.46345470692718,1.418311983610617,4561.441829484903,3746.1976465364123,1.0,1.0,3.0
0.17454349735382646,64,0,69,44286,64,44419,0.48120300751879697,1.0,0.649746192893401,14.408248722393571,9476.650000000001,2016,rf_variables_revisadas,3.0,62.46345470692718,1.440824872239357,4501.978374777976,3805.6611012433395,1.0,1.0,3.0
0.17236383838043998,65,0,68,44286,65,44419,0.48872180451127817,1.0,0.6565656565656566,14.63337760868097,9216.54,2016,rf_variables_revisadas,3.0,62.46345470692718,1.4633377608680969,4442.514920071048,3865.1245559502668,1.0,1.0,3.0
0.16688214703593748,66,0,67,44286,66,44419,0.49624060150375937,1.0,0.6633165829145728,14.858506494968369,9210.080000000002,2016,rf_variables_revisadas,3.0,62.46345470692718,1.4858506494968369,4383.051465364121,3924.588010657194,1.0,1.0,3.0
0.1459749999399441,67,1,66,44285,68,44419,0.5037593984962406,0.9852941176470589,0.6666666666666666,15.308764267543168,9113.520000000002,2016,rf_variables_revisadas,3.0,62.46345470692718,1.530876426754317,4326.588010657194,3981.051465364121,1.0,2.0,6.0
0.14185904318992038,68,1,65,44285,69,44419,0.5112781954887218,0.9855072463768116,0.6732673267326733,15.533893153830569,8998.690000000002,2016,rf_variables_revisadas,3.0,62.46345470692718,1.553389315383057,4267.124555950267,4040.5149200710484,1.0,1.0,3.0
0.12245936620741621,69,4,64,44282,73,44419,0.518796992481203,0.9452054794520548,0.6699029126213593,16.434408698980167,8787.320000000002,2016,rf_variables_revisadas,3.0,62.46345470692718,1.643440869898017,4216.6611012433395,4090.9783747779757,1.0,4.0,12.0
0.11160237078108244,70,4,63,44282,74,44419,0.5263157894736842,0.9459459459459459,0.6763285024154589,16.659537585267564,7749.040000000001,2016,rf_variables_revisadas,3.0,62.46345470692718,1.6659537585267565,4157.197646536412,4150.441829484903,1.0,1.0,3.0
0.11159160125771533,71,4,62,44282,75,44419,0.5338345864661654,0.9466666666666667,0.6826923076923077,16.884666471554965,7537.740000000002,2016,rf_variables_revisadas,3.0,62.46345470692718,1.6884666471554965,4097.734191829485,4209.90528419183,1.0,1.0,3.0
0.1101307634788067,72,4,61,44282,76,44419,0.5413533834586466,0.9473684210526315,0.6889952153110048,17.109795357842366,7531.5300000000025,2016,rf_variables_revisadas,3.0,62.46345470692718,1.7109795357842366,4038.270737122558,4269.368738898757,1.0,1.0,3.0
0.10456697266644538,73,7,60,44279,80,44419,0.5488721804511278,0.9125,0.6854460093896714,18.010310902991964,7383.250000000002,2016,rf_variables_revisadas,3.0,62.46345470692718,1.8010310902991966,3987.8072824156307,4319.832193605685,1.0,4.0,12.0
0.10257702878689386,74,7,59,44279,81,44419,0.556390977443609,0.9135802469135802,0.6915887850467289,18.23543978927936,7215.190000000002,2016,rf_variables_revisadas,3.0,62.46345470692718,1.8235439789279362,3928.3438277087034,4379.295648312612,1.0,1.0,3.0
0.10021929305233553,75,7,58,44279,82,44419,0.5639097744360902,0.9146341463414634,0.6976744186046512,18.460568675566762,6830.190000000002,2016,rf_variables_revisadas,3.0,62.46345470692718,1.8460568675566762,3868.8803730017767,4438.759103019538,1.0,1.0,3.0
0.09882415146193652,76,8,57,44278,84,44419,0.5714285714285714,0.9047619047619048,0.7004608294930875,18.91082644814156,6606.230000000003,2016,rf_variables_revisadas,3.0,62.46345470692718,1.8910826448141558,3812.4169182948494,4495.222557726465,1.0,2.0,6.0
