threshold,tp,fp,fn,tn,alerts,rows,recall,precision,f1,alerts_per_10000,fn_positive_exposure,evaluation_year,candidate,review_cost,fn_cost,review_hours_per_10000,cost,saving_vs_no_alert,additional_tp,additional_alerts,break_even_loss_per_added_fraud
0.08662837054285662,77,10,56,44276,87,44419,0.5789473684210527,0.8850574712643678,0.7,19.58621310700376,6514.510000000004,2016,rf_variables_revisadas,3.0,62.46345470692718,1.9586213107003763,3758.953463587922,4548.6860124333925,1.0,3.0,9.0
0.08471479901614226,78,11,55,44275,89,44419,0.5864661654135338,0.8764044943820225,0.7027027027027027,20.03647087957856,6357.880000000005,2016,rf_variables_revisadas,3.0,62.46345470692718,2.003647087957856,3702.490008880995,4605.14946714032,1.0,2.0,6.0
0.0698848796784181,79,14,54,44272,93,44419,0.5939849624060151,0.8494623655913979,0.6991150442477876,20.936986424728158,6343.090000000004,2016,rf_variables_revisadas,3.0,62.46345470692718,2.0936986424728157,3652.0265541740678,4655.612921847247,1.0,4.0,12.0
0.06426266520673769,80,14,53,44272,94,44419,0.6015037593984962,0.851063829787234,0.7048458149779736,21.162115311015555,6291.990000000003,2016,rf_variables_revisadas,3.0,62.46345470692718,2.1162115311015555,3592.5630994671405,4715.076376554174,1.0,1.0,3.0
0.05026845385485866,81,20,52,44266,101,44419,0.6090225563909775,0.801980198019802,0.6923076923076923,22.73801751502735,6273.330000000004,2016,rf_variables_revisadas,3.0,62.46345470692718,2.2738017515027353,3551.0996447602133,4756.539831261101,1.0,7.0,21.0
0.048107791790953695,82,21,51,44265,103,44419,0.6165413533834586,0.7961165048543689,0.6949152542372882,23.188275287602153,6236.040000000003,2016,rf_variables_revisadas,3.0,62.46345470692718,2.3188275287602154,3494.636190053286,4813.003285968029,1.0,2.0,6.0
0.033445052161434445,83,41,50,44245,124,44419,0.6240601503759399,0.6693548387096774,0.6459143968871596,27.915981899637544,6088.710000000003,2016,rf_variables_revisadas,3.0,62.46345470692718,2.7915981899637545,3495.172735346359,4812.466740674956,1.0,21.0,63.0
0.031136682623794126,84,44,49,44242,128,44419,0.631578947368421,0.65625,0.6436781609195402,28.816497444787142,5840.4100000000035,2016,rf_variables_revisadas,3.0,62.46345470692718,2.881649744478714,3444.7092806394317,4862.930195381883,1.0,4.0,12.0
0.02867951966097431,85,51,48,44235,136,44419,0.6390977443609023,0.625,0.6319702602230484,30.617528535086336,5550.280000000004,2016,rf_variables_revisadas,3.0,62.46345470692718,3.061752853508634,3406.245825932505,4901.39365008881,1.0,8.0,24.0
0.02761139131324746,86,54,47,44232,140,44419,0.6466165413533834,0.6142857142857143,0.63003663003663,31.518044080235935,5482.050000000005,2016,rf_variables_revisadas,3.0,62.46345470692718,3.1518044080235934,3355.7823712255777,4951.8571047957375,1.0,4.0,12.0
0.025984216440806937,87,58,46,44228,145,44419,0.6541353383458647,0.6,0.6258992805755396,32.643688511672934,5345.5400000000045,2016,rf_variables_revisadas,3.0,62.46345470692718,3.2643688511672933,3308.3189165186504,4999.320559502665,1.0,5.0,15.0
0.025619572059371914,88,59,45,44227,147,44419,0.6616541353383458,0.5986394557823129,0.6285714285714286,33.09394628424773,4910.270000000004,2016,rf_variables_revisadas,3.0,62.46345470692718,3.3093946284247733,3251.855461811723,5055.784014209592,1.0,2.0,6.0
0.025249642946088904,89,63,44,44223,152,44419,0.6691729323308271,0.5855263157894737,0.624561403508772,34.21959071568473,4713.670000000004,2016,rf_variables_revisadas,3.0,62.46345470692718,3.421959071568473,3204.392007104796,5103.247468916519,1.0,5.0,15.0
0.02293010954461947,90,75,43,44211,165,44419,0.6766917293233082,0.5454545454545454,0.6040268456375839,37.146266237420924,4712.620000000004,2016,rf_variables_revisadas,3.0,62.46345470692718,3.7146266237420926,3180.9285523978688,5126.710923623446,1.0,13.0,39.0
0.018556179825821393,91,106,42,44180,197,44419,0.6842105263157895,0.4619289340101523,0.5515151515151515,44.35039059861771,4678.690000000004,2016,rf_variables_revisadas,3.0,62.46345470692718,4.43503905986177,3214.4650976909415,5093.174378330374,1.0,32.0,96.0
0.01762595279596422,92,119,41,44167,211,44419,0.6917293233082706,0.43601895734597157,0.5348837209302325,47.5021950066413,4333.710000000005,2016,rf_variables_revisadas,3.0,62.46345470692718,4.75021950066413,3194.0016429840143,5113.637833037301,1.0,14.0,42.0
0.017444595171504994,93,123,40,44163,216,44419,0.6992481203007519,0.4305555555555556,0.5329512893982808,48.6278394380783,4294.710000000005,2016,rf_variables_revisadas,3.0,62.46345470692718,4.8627839438078295,3146.538188277087,5161.101287744228,1.0,5.0,15.0
0.016179981716643546,94,143,39,44143,237,44419,0.706766917293233,0.39662447257383965,0.5081081081081081,53.35554605011369,4075.7100000000046,2016,rf_variables_revisadas,3.0,62.46345470692718,5.335554605011369,3147.07473357016,5160.564742451155,1.0,21.0,63.0
0.015953432179601556,95,147,38,44139,242,44419,0.7142857142857143,0.3925619834710744,0.5066666666666667,54.48119048155069,4039.7100000000046,2016,rf_variables_revisadas,3.0,62.46345470692718,5.4481190481550685,3099.6112788632327,5208.028197158083,1.0,5.0,15.0
0.014809317544245765,96,176,37,44110,272,44419,0.7218045112781954,0.35294117647058826,0.4740740740740741,61.23505707017267,3956.190000000004,2016,rf_variables_revisadas,3.0,62.46345470692718,6.123505707017268,3127.147824156306,5180.49165186501,1.0,30.0,90.0
0.01437162327600188,97,194,36,44092,291,44419,0.7293233082706767,0.3333333333333333,0.45754716981132076,65.51250590963326,3837.850000000004,2016,rf_variables_revisadas,3.0,62.46345470692718,6.551250590963326,3121.6843694493787,5185.955106571936,1.0,19.0,57.0
0.013657134166224797,98,225,35,44061,323,44419,0.7368421052631579,0.30340557275541796,0.4298245614035088,72.71663027083005,3704.4900000000052,2016,rf_variables_revisadas,3.0,62.46345470692718,7.271663027083005,3155.2209147424514,5152.418561278863,1.0,32.0,96.0
0.013143642022672215,99,243,34,44043,342,44419,0.7443609022556391,0.2894736842105263,0.4168421052631579,76.99407911029064,3365.4900000000052,2016,rf_variables_revisadas,3.0,62.46345470692718,7.6994079110290645,3149.757460035524,5157.8820159857905,1.0,19.0,57.0
0.012051981498037347,100,297,33,43989,397,44419,0.7518796992481203,0.2518891687657431,0.37735849056603776,89.37616785609761,3325.2500000000036,2016,rf_variables_revisadas,3.0,62.46345470692718,8.93761678560976,3252.294005328597,5055.345470692718,1.0,55.0,165.0
0.011784767990712076,101,312,32,43974,413,44419,0.7593984962406015,0.24455205811138014,0.36996336996337,92.978230036696,3146.430000000004,2016,rf_variables_revisadas,3.0,62.46345470692718,9.2978230036696,3237.8305506216698,5069.808925399645,1.0,16.0,48.0
0.01171670941011998,102,314,31,43972,416,44419,0.7669172932330827,0.24519230769230768,0.37158469945355194,93.65361669555821,2848.8300000000054,2016,rf_variables_revisadas,3.0,62.46345470692718,9.365361669555822,3184.3670959147425,5123.272380106572,1.0,3.0,9.0
0.010654430248208566,103,398,30,43888,501,44419,0.7744360902255639,0.2055888223552894,0.3249211356466877,112.78957202998717,2724.230000000007,2016,rf_variables_revisadas,3.0,62.46345470692718,11.278957202998717,3376.9036412078153,4930.735834813499,1.0,85.0,255.0
0.010506459236424988,104,414,29,43872,518,44419,0.7819548872180451,0.20077220077220076,0.3195084485407066,116.61676309687296,2722.6200000000063,2016,rf_variables_revisadas,3.0,62.46345470692718,11.661676309687296,3365.4401865008886,4942.199289520427,1.0,17.0,51.0
0.01037431729381573,105,433,28,43853,538,44419,0.7894736842105263,0.19516728624535315,0.31296572280178836,121.11934082262096,2612.9900000000052,2016,rf_variables_revisadas,3.0,62.46345470692718,12.111934082262094,3362.9767317939613,4944.662744227354,1.0,20.0,60.0
0.010110126824953327,106,461,27,43825,567,44419,0.7969924812030075,0.18694885361552027,0.3028571428571429,127.64807852495554,2511.0100000000057,2016,rf_variables_revisadas,3.0,62.46345470692718,12.764807852495554,3387.513277087034,4920.126198934281,1.0,29.0,87.0
0.009307261902747908,107,599,26,43687,706,44419,0.8045112781954887,0.15155807365439095,0.2550655542312277,158.94099371890408,2439.430000000004,2016,rf_variables_revisadas,3.0,62.46345470692718,15.894099371890407,3742.049822380107,4565.589653641208,1.0,139.0,417.0
0.00875140008967218,108,705,25,43581,813,44419,0.8120300751879699,0.13284132841328414,0.22832980972515857,183.02978455165584,2309.590000000004,2016,rf_variables_revisadas,3.0,62.46345470692718,18.302978455165583,4000.5863676731797,4307.0531083481355,1.0,107.0,321.0
0.008337002580957147,109,807,24,43479,916,44419,0.8195488721804511,0.11899563318777293,0.20781696854146806,206.21805983925796,2165.810000000005,2016,rf_variables_revisadas,3.0,62.46345470692718,20.621805983925796,4247.122912966252,4060.5165630550628,1.0,103.0,309.0
0.008257575141324455,110,824,23,43462,934,44419,0.8270676691729323,0.11777301927194861,0.20618556701030927,210.27037979243116,2159.650000000005,2016,rf_variables_revisadas,3.0,62.46345470692718,21.027037979243115,4238.659458259325,4068.98001776199,1.0,18.0,54.0
0.00811306551453136,111,856,22,43430,967,44419,0.8345864661654135,0.11478800413650465,0.2018181818181818,217.69963303991534,2053.6300000000047,2016,rf_variables_revisadas,3.0,62.46345470692718,21.76996330399153,4275.196003552398,4032.443472468917,1.0,33.0,99.0
0.008048879805686738,112,873,21,43413,985,44419,0.8421052631578947,0.11370558375634518,0.2003577817531306,221.75195299308854,1904.8600000000042,2016,rf_variables_revisadas,3.0,62.46345470692718,22.175195299308857,4266.732548845471,4040.9069271758444,1.0,18.0,54.0
0.007289488977402931,113,1073,20,43213,1186,44419,0.849624060150376,0.09527824620573355,0.17134192570128887,267.0028591368559,1887.800000000003,2016,rf_variables_revisadas,3.0,62.46345470692718,26.700285913685587,4807.269094138544,3500.3703818827717,1.0,201.0,603.0
0.00670536807661395,114,1285,19,43001,1399,44419,0.8571428571428571,0.0814867762687634,0.14882506527415143,314.95531191607193,1736.8400000000038,2016,rf_variables_revisadas,3.0,62.46345470692718,31.495531191607196,5383.805639431616,2923.833836589699,1.0,213.0,639.0
0.005906628599606487,115,1629,18,42657,1744,44419,0.8646616541353384,0.06594036697247706,0.12253596164091636,392.6247776852248,1729.2300000000032,2016,rf_variables_revisadas,3.0,62.46345470692718,39.26247776852248,6356.342184724689,1951.297291296626,1.0,345.0,1035.0
0.005758813372945122,116,1690,17,42596,1806,44419,0.8721804511278195,0.06423034330011074,0.11964930376482723,406.5827686350436,1635.1000000000022,2016,rf_variables_revisadas,3.0,62.46345470692718,40.65827686350436,6479.878730017762,1827.7607460035533,1.0,62.0,186.0
0.005714647815783521,117,1715,16,42571,1832,44419,0.8796992481203008,0.0638646288209607,0.11908396946564885,412.4361196785159,1627.130000000001,2016,rf_variables_revisadas,3.0,62.46345470692718,41.24361196785159,6495.415275310835,1812.2242007104805,1.0,26.0,78.0
0.0055229486307830245,118,1837,15,42449,1955,44419,0.8872180451127819,0.06035805626598466,0.11302681992337164,440.1269726918661,1616.5,2016,rf_variables_revisadas,3.0,62.46345470692718,44.01269726918661,6801.951820603907,1505.6876554174069,1.0,123.0,369.0
0.0048636421417330164,119,2348,14,41938,2467,44419,0.8947368421052632,0.04823672476692339,0.09153846153846154,555.3929624710147,1586.9399999999987,2016,rf_variables_revisadas,3.0,62.46345470692718,55.53929624710147,8275.488365896981,32.15111012433408,1.0,512.0,1536.0
0.0012440262946899967,120,6544,13,37742,6664,44419,0.9022556390977443,0.01800720288115246,0.03530969545387671,1500.2588982192306,1284.5900000000001,2016,rf_variables_revisadas,3.0,62.46345470692718,150.02588982192307,20804.024911190052,-12496.385435168739,1.0,4197.0,12591.0
0.001216395666624932,121,6555,12,37731,6676,44419,0.9097744360902256,0.01812462552426603,0.035541195476575124,1502.9604448546793,1265.2200000000012,2016,rf_variables_revisadas,3.0,62.46345470692718,150.29604448546792,20777.561456483127,-12469.921980461811,1.0,12.0,36.0
0.001137078951796382,122,6619,11,37667,6741,44419,0.9172932330827067,0.018098205014092865,0.03549607215594996,1517.5938224633603,1188.5699999999997,2016,rf_variables_revisadas,3.0,62.46345470692718,151.75938224633603,20910.098001776198,-12602.458525754884,1.0,65.0,195.0
0.0009194036264088398,123,6814,10,37472,6937,44419,0.924812030075188,0.017731007640190283,0.03479490806223479,1561.7190841756906,1000.6800000000003,2016,rf_variables_revisadas,3.0,62.46345470692718,156.17190841756903,21435.634547069272,-13127.995071047957,1.0,196.0,588.0
0.0004632117837370102,124,8189,9,36097,8313,44419,0.9323308270676691,0.014916396006255262,0.02936301207672271,1871.4964317071524,334.1100000000006,2016,rf_variables_revisadas,3.0,62.46345470692718,187.14964317071522,25501.171092362343,-17193.53161634103,1.0,1376.0,4128.0
0.000246830570008617,125,11756,8,32530,11881,44419,0.9398496240601504,0.010520999915832,0.020809056101215247,2674.756297980594,257.9400000000023,2016,rf_variables_revisadas,3.0,62.46345470692718,267.4756297980594,36142.70763765542,-27835.068161634103,1.0,3568.0,10704.0
0.0001808329611828158,126,15501,7,28785,15627,44419,0.9473684210526315,0.008062967940103668,0.01598984771573604,3518.0891060131926,173.40000000000146,2016,rf_variables_revisadas,3.0,62.46345470692718,351.80891060131927,47318.24418294849,-39010.60470692717,1.0,3746.0,11238.0
0.00014469331715584704,127,22314,6,21972,22441,44419,0.9548872180451128,0.005659284345617396,0.011251882696907948,5052.117337175533,146.4800000000032,2016,rf_variables_revisadas,3.0,62.46345470692718,505.21173371755333,67697.78072824156,-59390.141252220244,1.0,6814.0,20442.0
0.00014374867896427667,128,22594,5,21692,22722,44419,0.9624060150375939,0.005633306927207112,0.011201050098446729,5115.378554222292,141.35000000000218,2016,rf_variables_revisadas,3.0,62.46345470692718,511.5378554222292,68478.31727353463,-60170.67779751332,1.0,281.0,843.0
0.0001307848828654359,129,27767,4,16519,27896,44419,0.9699248120300752,0.004624318898766848,0.009204752220914053,6280.195411873297,78.01000000000204,2016,rf_variables_revisadas,3.0,62.46345470692718,628.0195411873298,83937.8538188277,-75630.2143428064,1.0,5174.0,15522.0
0.00012480086679338509,130,30434,3,13852,30564,44419,0.9774436090225563,0.0042533699777516035,0.008469883050460958,6880.83928048808,77.50000000000364,2016,rf_variables_revisadas,3.0,62.46345470692718,688.0839280488079,91879.39036412079,-83571.75088809947,1.0,2668.0,8004.0
0.00011858067235467552,131,33250,2,11036,33381,44419,0.9849624060150376,0.003924388124981277,0.00781762845378051,7515.027353159684,12.87000000000262,2016,rf_variables_revisadas,3.0,62.46345470692718,751.5027353159684,100267.92690941386,-91960.28743339254,1.0,2817.0,8451.0
0.00010568908317646125,132,38135,1,6151,38267,44419,0.9924812030075187,0.003449447304465989,0.006875,8615.007091559917,7.470000000001164,2016,rf_variables_revisadas,3.0,62.46345470692718,861.5007091559917,114863.46345470693,-106555.82397868561,1.0,4886.0,14658.0
0.0001022625577121331,133,39255,0,5031,39388,44419,1.0,0.0033766629430283337,0.006730598922092052,8867.376573088093,0.0,2016,rf_variables_revisadas,3.0,62.46345470692718,886.7376573088094,118164.0,-109856.36052397868,1.0,1121.0,3363.0
1.0000000000000002,0,0,69,44287,0,44356,0.0,0.0,0.0,0.0,5107.93,2019,rf_actualizado,3.0,64.35695738354806,0.0,4440.630059464816,0.0,,,
0.4675509254368591,1,0,68,44287,1,44356,0.014492753623188406,1.0,0.02857142857142857,0.22544864279917035,4709.06,2019,rf_actualizado,3.0,64.35695738354806,0.022544864279917035,4379.273102081268,61.356957383548064,1.0,1.0,3.0
0.3255153834664579,2,2,67,44285,4,44356,0.028985507246376812,0.5,0.0547945205479452,0.9017945711966814,4641.860000000001,2019,rf_actualizado,3.0,64.35695738354806,0.09017945711966814,4323.9161446977205,116.71391476709613,1.0,3.0,9.0
0.11687006902046349,3,5,66,44282,8,44356,0.043478260869565216,0.375,0.07792207792207792,1.8035891423933628,4641.860000000001,2019,rf_actualizado,3.0,64.35695738354806,0.18035891423933628,4271.559187314172,169.0708721506442,1.0,4.0,12.0
0.09517345321409035,4,7,65,44280,11,44356,0.057971014492753624,0.36363636363636365,0.1,2.479935070790874,4632.06,2019,rf_actualizado,3.0,64.35695738354806,0.24799350707908738,4216.2022299306245,224.42782953419226,1.0,3.0,9.0
0.06046186844077164,5,18,64,44269,23,44356,0.07246376811594203,0.21739130434782608,0.10869565217391304,5.185318784380918,4618.9800000000005,2019,rf_actualizado,3.0,64.35695738354806,0.5185318784380918,4187.845272547076,252.78478691774035,1.0,12.0,36.0
0.05347276163342698,6,21,63,44266,27,44356,0.08695652173913043,0.2222222222222222,0.125,6.0871133555776,4605.55,2019,rf_actualizado,3.0,64.35695738354806,0.60871133555776,4135.488315163528,305.1417443012884,1.0,4.0,12.0
0.03946702175888494,7,27,62,44260,34,44356,0.10144927536231885,0.20588235294117646,0.13592233009708737,7.665253855171792,4585.79,2019,rf_actualizado,3.0,64.35695738354806,0.7665253855171792,4092.13135777998,348.4987016848364,1.0,7.0,21.0
0.03782362344710437,8,27,61,44260,35,44356,0.11594202898550725,0.22857142857142856,0.15384615384615385,7.890702497970962,4567.55,2019,rf_actualizado,3.0,64.35695738354806,0.7890702497970962,4030.7744003964317,409.8556590683845,1.0,1.0,3.0
0.032894580458510195,9,31,60,44256,40,44356,0.13043478260869565,0.225,0.1651376146788991,9.017945711966814,4483.52,2019,rf_actualizado,3.0,64.35695738354806,0.9017945711966814,3981.4174430128837,459.2126164519326,1.0,5.0,15.0
0.029471693153512345,10,51,59,44236,61,44356,0.14492753623188406,0.16393442622950818,0.15384615384615385,13.75236721074939,4462.27,2019,rf_actualizado,3.0,64.35695738354806,1.375236721074939,3980.0604856293357,460.5695738354807,1.0,21.0,63.0
0.024554119196056667,11,67,58,44220,78,44356,0.15942028985507245,0.14102564102564102,0.14965986394557823,17.584994138335286,4392.79,2019,rf_actualizado,3.0,64.35695738354806,1.7584994138335286,3966.7035282457878,473.9265312190287,1.0,17.0,51.0
0.022566084441260036,12,75,57,44212,87,44356,0.17391304347826086,0.13793103448275862,0.15384615384615385,19.614031923527822,4377.59,2019,rf_actualizado,3.0,64.35695738354806,1.9614031923527824,3929.34657086224,511.28348860257677,1.0,9.0,27.0
0.02255511223091145,13,75,56,44212,88,44356,0.18840579710144928,0.14772727272727273,0.16560509554140126,19.83948056632699,3780.2000000000003,2019,rf_actualizado,3.0,64.35695738354806,1.983948056632699,3867.9896134786914,572.6404459861249,1.0,1.0,3.0
0.02046171411871807,14,93,55,44194,107,44356,0.2028985507246377,0.1308411214953271,0.1590909090909091,24.123004779511227,3780.2000000000003,2019,rf_actualizado,3.0,64.35695738354806,2.4123004779511223,3860.6326560951434,579.9974033696728,1.0,19.0,57.0
0.016202740130479214,15,151,54,44136,166,44356,0.21739130434782608,0.09036144578313253,0.1276595744680851,37.42447470466228,2901.2400000000002,2019,rf_actualizado,3.0,64.35695738354806,3.7424474704662276,3973.2756987115954,467.35436075322093,1.0,59.0,177.0
0.014399332624143635,16,199,53,44088,215,44356,0.2318840579710145,0.07441860465116279,0.11267605633802817,48.471458201821626,2807.44,2019,rf_actualizado,3.0,64.35695738354806,4.8471458201821624,4055.9187413280474,384.711318136769,1.0,49.0,147.0
0.014357903872303419,17,202,52,44085,219,44356,0.2463768115942029,0.0776255707762557,0.11805555555555555,49.37325277301831,2651.4300000000003,2019,rf_actualizado,3.0,64.35695738354806,4.937325277301832,4003.5617839444994,437.068275520317,1.0,4.0,12.0
0.010705705546586118,18,398,51,43889,416,44356,0.2608695652173913,0.04326923076923077,0.07422680412371134,93.78663540445487,2644.2000000000003,2019,rf_actualizado,3.0,64.35695738354806,9.378663540445489,4530.204826560952,-89.57476709613479,1.0,197.0,591.0
0.01018772833883368,19,450,50,43837,469,44356,0.2753623188405797,0.04051172707889126,0.07063197026022305,105.73541347281089,2643.6200000000003,2019,rf_actualizado,3.0,64.35695738354806,10.57354134728109,4624.8478691774035,-184.2178097125868,1.0,53.0,159.0
0.007671554230588069,20,859,49,43428,879,44356,0.2898550724637681,0.022753128555176336,0.04219409282700422,198.16935702047073,2515.5600000000004,2019,rf_actualizado,3.0,64.35695738354806,19.816935702047076,5790.490911793855,-1349.8608523290386,1.0,410.0,1230.0
0.007347273473527625,21,932,48,43355,953,44356,0.30434782608695654,0.022035676810073453,0.0410958904109589,214.85255658760934,2507.2200000000003,2019,rf_actualizado,3.0,64.35695738354806,21.485255658760934,5948.133954410307,-1507.5038949454906,1.0,74.0,222.0
0.006760266718657799,22,1108,47,43179,1130,44356,0.3188405797101449,0.019469026548672566,0.03669724770642202,254.7569663630625,2405.8700000000003,2019,rf_actualizado,3.0,64.35695738354806,25.47569663630625,6414.776997026759,-1974.1469375619427,1.0,177.0,531.0
0.005738966734241168,23,1587,46,42700,1610,44356,0.3333333333333333,0.014285714285714285,0.0273972602739726,362.9723149066643,2371.7500000000005,2019,rf_actualizado,3.0,64.35695738354806,36.29723149066643,7790.420039643212,-3349.789980178394,1.0,480.0,1440.0
0.005249988403354356,24,2018,45,42269,2042,44356,0.34782608695652173,0.011753183153770812,0.022738038844149693,460.3661285959059,2329.4400000000005,2019,rf_actualizado,3.0,64.35695738354806,46.03661285959059,9022.063082259663,-4581.433022794847,1.0,432.0,1296.0
0.00511484491365818,25,2175,44,42112,2200,44356,0.36231884057971014,0.011363636363636364,0.022036139268400177,495.98701415817476,2309.4000000000005,2019,rf_actualizado,3.0,64.35695738354806,49.59870141581747,9431.706124876115,-4991.076065411298,1.0,158.0,474.0
0.005082244477532396,26,2229,43,42058,2255,44356,0.37681159420289856,0.011529933481152993,0.022375215146299483,508.3866895121291,2258.8900000000003,2019,rf_actualizado,3.0,64.35695738354806,50.83866895121291,9532.349167492566,-5091.71910802775,1.0,55.0,165.0
0.004921676317336432,27,2607,42,41680,2634,44356,0.391304347826087,0.010250569476082005,0.01997780244173141,593.8317251330147,2232.0200000000004,2019,rf_actualizado,3.0,64.35695738354806,59.383172513301474,10604.99221010902,-6164.362150644202,1.0,379.0,1137.0
0.004100152701887628,28,3924,41,40363,3952,44356,0.4057971014492754,0.00708502024291498,0.013926883859736384,890.9730363423212,2091.4600000000005,2019,rf_actualizado,3.0,64.35695738354806,89.0973036342321,14494.635252725471,-10054.005193260655,1.0,1318.0,3954.0
0.003851066022932408,29,5071,40,39216,5100,44356,0.42028985507246375,0.005686274509803921,0.01122073902108725,1149.7880782757688,2062.3100000000004,2019,rf_actualizado,3.0,64.35695738354806,114.97880782757689,17874.278295341923,-13433.648235877106,1.0,1148.0,3444.0
0.0037207277181668472,30,6269,39,38018,6299,44356,0.43478260869565216,0.004762660739799968,0.009422110552763818,1420.101000991974,2012.1400000000003,2019,rf_actualizado,3.0,64.35695738354806,142.0101000991974,21406.921337958374,-16966.291278493558,1.0,1199.0,3597.0
0.002994602403995173,31,6577,38,37710,6608,44356,0.4492753623188406,0.004691283292978209,0.009285607308671558,1489.7646316169178,1931.6500000000005,2019,rf_actualizado,3.0,64.35695738354806,148.97646316169178,22269.564380574826,-17828.93432111001,1.0,309.0,927.0
0.0026564763084264424,32,6738,37,37549,6770,44356,0.463768115942029,0.004726735598227474,0.009358093288492469,1526.2873117503832,1897.1900000000005,2019,rf_actualizado,3.0,64.35695738354806,152.62873117503833,22691.207423191277,-18250.57736372646,1.0,162.0,486.0
0.0022558423600259865,33,6938,36,37349,6971,44356,0.4782608695652174,0.004733897575670635,0.009375,1571.6024889530165,1868.3100000000004,2019,rf_actualizado,3.0,64.35695738354806,157.16024889530166,23229.85046580773,-18789.220406342913,1.0,201.0,603.0
0.0017065410350148016,34,7437,35,36850,7471,44356,0.4927536231884058,0.004550930263686253,0.009018567639257295,1684.3268103526016,1827.9000000000005,2019,rf_actualizado,3.0,64.35695738354806,168.43268103526015,24665.49350842418,-20224.863448959368,1.0,500.0,1500.0
0.001659395997385011,35,7500,34,36787,7535,44356,0.5072463768115942,0.0046449900464499,0.00920568122041031,1698.7555234917486,1640.2900000000004,2019,rf_actualizado,3.0,64.35695738354806,169.87555234917485,24793.136551040632,-20352.50649157582,1.0,64.0,192.0
0.0014181050577911278,36,7924,33,36363,7960,44356,0.5217391304347826,0.004522613065326633,0.008967492838460581,1794.571196681396,1591.6000000000004,2019,rf_actualizado,3.0,64.35695738354806,179.4571196681396,26003.779593657087,-21563.14953419227,1.0,425.0,1275.0
0.001367174063592848,37,8064,32,36223,8101,44356,0.5362318840579711,0.004567337365757314,0.009057527539779682,1826.359455316079,1547.5200000000004,2019,rf_actualizado,3.0,64.35695738354806,182.6359455316079,26362.42263627354,-21921.792576808723,1.0,141.0,423.0
0.0012763643007573486,38,8342,31,35945,8380,44356,0.5507246376811594,0.004534606205250597,0.008995147354716534,1889.2596266570474,1494.3700000000003,2019,rf_actualizado,3.0,64.35695738354806,188.92596266570476,27135.06567888999,-22694.435619425174,1.0,279.0,837.0
0.0012470322769300185,39,8444,30,35843,8483,44356,0.5652173913043478,0.0045974301544265,0.00912067352666043,1912.480836865362,1368.2100000000005,2019,rf_actualizado,3.0,64.35695738354806,191.2480836865362,27379.708721506442,-22939.078662041626,1.0,103.0,309.0
0.0012415571534875223,40,8460,29,35827,8500,44356,0.5797101449275363,0.004705882352941176,0.009335978527249386,1916.313463792948,1274.8400000000006,2019,rf_actualizado,3.0,64.35695738354806,191.6313463792948,27366.351764122894,-22925.721704658077,1.0,17.0,51.0
0.0012173790561422469,41,8536,28,35751,8577,44356,0.5942028985507246,0.004780226186312231,0.009484154522322461,1933.673009288484,1172.4400000000005,2019,rf_actualizado,3.0,64.35695738354806,193.36730092884838,27532.994806739345,-23092.36474727453,1.0,77.0,231.0
0.001145924018068132,42,8812,27,35475,8854,44356,0.6086956521739131,0.0047436187034108875,0.009413874257536703,1996.1222833438542,1170.9300000000003,2019,rf_actualizado,3.0,64.35695738354806,199.6122283343854,28299.637849355797,-23859.00778989098,1.0,277.0,831.0
0.0011154966449283506,43,8941,26,35346,8984,44356,0.6231884057971014,0.004786286731967943,0.00949961338782724,2025.4306069077463,1082.6600000000003,2019,rf_actualizado,3.0,64.35695738354806,202.54306069077464,28625.28089197225,-24184.650832507432,1.0,130.0,390.0
0.0011064834329116765,44,8985,25,35302,9029,44356,0.6376811594202898,0.0048731863993797765,0.009672455484721917,2035.575795833709,968.3699999999999,2019,rf_actualizado,3.0,64.35695738354806,203.5575795833709,28695.9239345887,-24255.293875123883,1.0,45.0,135.0
0.0009495884519494638,45,9698,24,34589,9743,44356,0.6521739130434783,0.004618700605562969,0.009172441907867916,2196.5461267923165,813.6599999999999,2019,rf_actualizado,3.0,64.35695738354806,219.65461267923166,30773.566977205155,-26332.93691774034,1.0,714.0,2142.0
0.0009260882348041257,46,9815,23,34472,9861,44356,0.6666666666666666,0.004664841293986411,0.009264853977844914,2223.149066642619,796.1800000000003,2019,rf_actualizado,3.0,64.35695738354806,222.31490666426188,31063.210019821607,-26622.57996035679,1.0,118.0,354.0
0.000888378765830032,47,10041,22,34246,10088,44356,0.6811594202898551,0.0046590007930214115,0.009254701191296642,2274.3259085580303,770.4800000000005,2019,rf_actualizado,3.0,64.35695738354806,227.43259085580303,31679.85306243806,-27239.22300297324,1.0,227.0,681.0
0.000864476930969688,48,10172,21,34115,10220,44356,0.6956521739130435,0.004696673189823875,0.0093303528039654,2304.085129407521,731.1000000000004,2019,rf_actualizado,3.0,64.35695738354806,230.4085129407521,32011.49610505451,-27570.866045589693,1.0,132.0,396.0
0.0008373512468641402,49,10357,20,33930,10406,44356,0.7101449275362319,0.004708821833557563,0.009355608591885441,2346.0185769681666,558.1000000000004,2019,rf_actualizado,3.0,64.35695738354806,234.60185769681667,32505.13914767096,-28064.509088206145,1.0,186.0,558.0
0.0007542145890078948,50,11227,19,33060,11277,44356,0.7246376811594203,0.004433803316484881,0.008813678829543451,2542.384344846244,556.6800000000003,2019,rf_actualizado,3.0,64.35695738354806,254.2384344846244,35053.78219028741,-30613.152130822597,1.0,871.0,2613.0
