decision_id,evaluation_year,policy,candidate,hourly_review_cost,review_cost,avoidable_fraction,fn_cost,training_fraud_positive_exposure_mean,capacity_per_10000,cost_method,threshold,validation_tp,validation_fp,validation_fn,validation_tn,validation_rows,validation_alerts,validation_recall,validation_precision,validation_f1,validation_alerts_per_10000,validation_fn_positive_exposure,validation_cost,is_base
D00020,2015,cost_sensitivity,rf_profundo,30,3.0,0.25,31.41896799116998,125.67587196467991,250,fixed_training_mean,0.185,32.0,13.0,21.0,86597.0,86663.0,45.0,0.6037735849056604,0.7111111111111111,0.6530612244897959,5.192527376158222,1784.619999999999,794.7983278145696,False
D00021,2015,cost_sensitivity,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,10,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,1371.0828476821193,False
D00022,2015,cost_sensitivity,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,25,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,1371.0828476821193,False
D00023,2015,cost_sensitivity,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,50,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,1371.0828476821193,True
D00024,2015,cost_sensitivity,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,100,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,1371.0828476821193,False
D00025,2015,cost_sensitivity,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,250,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,1371.0828476821193,False
D00026,2015,cost_sensitivity,rf_profundo,30,3.0,1.0,125.67587196467991,125.67587196467991,10,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,2502.1656953642387,False
D00027,2015,cost_sensitivity,rf_profundo,30,3.0,1.0,125.67587196467991,125.67587196467991,25,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,2502.1656953642387,False
D00028,2015,cost_sensitivity,rf_profundo,30,3.0,1.0,125.67587196467991,125.67587196467991,50,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,2502.1656953642387,False
D00029,2015,cost_sensitivity,rf_profundo,30,3.0,1.0,125.67587196467991,125.67587196467991,100,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,2502.1656953642387,False
D00030,2015,cost_sensitivity,rf_profundo,30,3.0,1.0,125.67587196467991,125.67587196467991,250,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,2502.1656953642387,False
D00031,2015,cost_sensitivity,rf_profundo,60,6.0,0.25,31.41896799116998,125.67587196467991,10,fixed_training_mean,0.185,32.0,13.0,21.0,86597.0,86663.0,45.0,0.6037735849056604,0.7111111111111111,0.6530612244897959,5.192527376158222,1784.619999999999,929.7983278145696,False
D00032,2015,cost_sensitivity,rf_profundo,60,6.0,0.25,31.41896799116998,125.67587196467991,25,fixed_training_mean,0.185,32.0,13.0,21.0,86597.0,86663.0,45.0,0.6037735849056604,0.7111111111111111,0.6530612244897959,5.192527376158222,1784.619999999999,929.7983278145696,False
D00033,2015,cost_sensitivity,rf_profundo,60,6.0,0.25,31.41896799116998,125.67587196467991,50,fixed_training_mean,0.185,32.0,13.0,21.0,86597.0,86663.0,45.0,0.6037735849056604,0.7111111111111111,0.6530612244897959,5.192527376158222,1784.619999999999,929.7983278145696,False
D00034,2015,cost_sensitivity,rf_profundo,60,6.0,0.25,31.41896799116998,125.67587196467991,100,fixed_training_mean,0.185,32.0,13.0,21.0,86597.0,86663.0,45.0,0.6037735849056604,0.7111111111111111,0.6530612244897959,5.192527376158222,1784.619999999999,929.7983278145696,False
D00035,2015,cost_sensitivity,rf_profundo,60,6.0,0.25,31.41896799116998,125.67587196467991,250,fixed_training_mean,0.185,32.0,13.0,21.0,86597.0,86663.0,45.0,0.6037735849056604,0.7111111111111111,0.6530612244897959,5.192527376158222,1784.619999999999,929.7983278145696,False
D00036,2015,cost_sensitivity,rf_profundo,60,6.0,0.5,62.83793598233996,125.67587196467991,10,fixed_training_mean,0.185,32.0,13.0,21.0,86597.0,86663.0,45.0,0.6037735849056604,0.7111111111111111,0.6530612244897959,5.192527376158222,1784.619999999999,1589.5966556291391,False
D00037,2015,cost_sensitivity,rf_profundo,60,6.0,0.5,62.83793598233996,125.67587196467991,25,fixed_training_mean,0.185,32.0,13.0,21.0,86597.0,86663.0,45.0,0.6037735849056604,0.7111111111111111,0.6530612244897959,5.192527376158222,1784.619999999999,1589.5966556291391,False
D00038,2015,cost_sensitivity,rf_profundo,60,6.0,0.5,62.83793598233996,125.67587196467991,50,fixed_training_mean,0.185,32.0,13.0,21.0,86597.0,86663.0,45.0,0.6037735849056604,0.7111111111111111,0.6530612244897959,5.192527376158222,1784.619999999999,1589.5966556291391,False
D00039,2015,cost_sensitivity,rf_profundo,60,6.0,0.5,62.83793598233996,125.67587196467991,100,fixed_training_mean,0.185,32.0,13.0,21.0,86597.0,86663.0,45.0,0.6037735849056604,0.7111111111111111,0.6530612244897959,5.192527376158222,1784.619999999999,1589.5966556291391,False
D00040,2015,cost_sensitivity,rf_profundo,60,6.0,0.5,62.83793598233996,125.67587196467991,250,fixed_training_mean,0.185,32.0,13.0,21.0,86597.0,86663.0,45.0,0.6037735849056604,0.7111111111111111,0.6530612244897959,5.192527376158222,1784.619999999999,1589.5966556291391,False
D00041,2015,cost_sensitivity,rf_profundo,60,6.0,1.0,125.67587196467991,125.67587196467991,10,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,2742.1656953642387,False
D00042,2015,cost_sensitivity,rf_profundo,60,6.0,1.0,125.67587196467991,125.67587196467991,25,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,2742.1656953642387,False
D00043,2015,cost_sensitivity,rf_profundo,60,6.0,1.0,125.67587196467991,125.67587196467991,50,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,2742.1656953642387,False
D00044,2015,cost_sensitivity,rf_profundo,60,6.0,1.0,125.67587196467991,125.67587196467991,100,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,2742.1656953642387,False
D00045,2015,cost_sensitivity,rf_profundo,60,6.0,1.0,125.67587196467991,125.67587196467991,250,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,2742.1656953642387,False
D00046,2015,base_min_cost_capacity,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,50,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,1371.0828476821193,
D00047,2015,base_min_cost_unconstrained,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,10000,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,1371.0828476821193,
D00048,2015,f1_pool_reference,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,50,fixed_training_mean,0.325,28.0,1.0,25.0,86609.0,86663.0,29.0,0.5283018867924528,0.9655172413793104,0.6829268292682927,3.346295420190854,2383.039999999999,1657.948399558499,
D00049,2015,f1_same_model_reference,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,50,fixed_training_mean,0.325,28.0,1.0,25.0,86609.0,86663.0,29.0,0.5283018867924528,0.9655172413793104,0.6829268292682927,3.346295420190854,2383.039999999999,1657.948399558499,
D00050,2015,threshold_0_5_same_model,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,50,fixed_training_mean,0.5,24.0,0.0,29.0,86610.0,86663.0,24.0,0.4528301886792453,1.0,0.6233766233766234,2.769347933951052,3414.1899999999987,1894.3001434878588,
D00051,2015,no_alert_reference,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,50,fixed_training_mean,1.0000000000000002,0.0,0.0,53.0,86610.0,86663.0,0.0,0.0,0.0,0.0,0.0,5480.449999999999,3330.4106070640178,
D00052,2015,all_alert_reference,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,50,fixed_training_mean,0.0,53.0,86610.0,0.0,0.0,86663.0,86663.0,1.0,0.0006115643354141906,0.0012223811061395822,10000.0,0.0,259989.0,
D00053,2015,frontier_same_model_capacity_only,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,10,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,1371.0828476821193,
D00054,2015,frontier_same_model_economic,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,10,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,1371.0828476821193,
D00055,2015,frontier_all_candidates_capacity_only,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,10,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,1371.0828476821193,
D00056,2015,frontier_all_candidates_economic,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,10,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,1371.0828476821193,
D00057,2015,frontier_same_model_capacity_only,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,25,fixed_training_mean,0.06,36.0,132.0,17.0,86478.0,86663.0,168.0,0.6792452830188679,0.21428571428571427,0.3257918552036199,19.38543553765736,1442.179999999999,1572.2449116997793,
D00058,2015,frontier_same_model_economic,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,25,fixed_training_mean,0.06,36.0,132.0,17.0,86478.0,86663.0,168.0,0.6792452830188679,0.21428571428571427,0.3257918552036199,19.38543553765736,1442.179999999999,1572.2449116997793,
D00059,2015,frontier_all_candidates_capacity_only,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,25,fixed_training_mean,0.06,36.0,132.0,17.0,86478.0,86663.0,168.0,0.6792452830188679,0.21428571428571427,0.3257918552036199,19.38543553765736,1442.179999999999,1572.2449116997793,
D00060,2015,frontier_all_candidates_economic,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,25,fixed_training_mean,0.06,36.0,132.0,17.0,86478.0,86663.0,168.0,0.6792452830188679,0.21428571428571427,0.3257918552036199,19.38543553765736,1442.179999999999,1572.2449116997793,
D00061,2015,frontier_same_model_capacity_only,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,50,fixed_training_mean,0.035,39.0,350.0,14.0,86260.0,86663.0,389.0,0.7358490566037735,0.10025706940874037,0.17647058823529413,44.88651442945663,1103.4699999999984,2046.7311037527593,
D00062,2015,frontier_same_model_economic,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,50,fixed_training_mean,0.035,39.0,350.0,14.0,86260.0,86663.0,389.0,0.7358490566037735,0.10025706940874037,0.17647058823529413,44.88651442945663,1103.4699999999984,2046.7311037527593,
D00063,2015,frontier_all_candidates_capacity_only,r1_sin_balanceo,30,3.0,0.5,62.83793598233996,125.67587196467991,50,fixed_training_mean,0.016519726771066157,40.0,371.0,13.0,86239.0,86663.0,411.0,0.7547169811320755,0.09732360097323602,0.1724137931034483,47.425083368911764,1148.7699999999977,2049.8931677704195,
D00064,2015,frontier_all_candidates_economic,r1_sin_balanceo,30,3.0,0.5,62.83793598233996,125.67587196467991,50,fixed_training_mean,0.016519726771066157,40.0,371.0,13.0,86239.0,86663.0,411.0,0.7547169811320755,0.09732360097323602,0.1724137931034483,47.425083368911764,1148.7699999999977,2049.8931677704195,
D00065,2015,frontier_same_model_capacity_only,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,100,fixed_training_mean,0.025,42.0,621.0,11.0,85989.0,86663.0,663.0,0.7924528301886793,0.06334841628959276,0.11731843575418995,76.5032366753978,844.7199999999984,2680.2172958057395,
D00066,2015,frontier_same_model_economic,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,100,fixed_training_mean,0.025,42.0,621.0,11.0,85989.0,86663.0,663.0,0.7924528301886793,0.06334841628959276,0.11731843575418995,76.5032366753978,844.7199999999984,2680.2172958057395,
D00067,2015,frontier_all_candidates_capacity_only,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,100,fixed_training_mean,0.025,42.0,621.0,11.0,85989.0,86663.0,663.0,0.7924528301886793,0.06334841628959276,0.11731843575418995,76.5032366753978,844.7199999999984,2680.2172958057395,
D00068,2015,frontier_all_candidates_economic,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,100,fixed_training_mean,0.025,42.0,621.0,11.0,85989.0,86663.0,663.0,0.7924528301886793,0.06334841628959276,0.11731843575418995,76.5032366753978,844.7199999999984,2680.2172958057395,
D00069,2015,frontier_same_model_capacity_only,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,250,fixed_training_mean,0.02,43.0,860.0,10.0,85750.0,86663.0,903.0,0.8113207547169812,0.047619047619047616,0.0899581589958159,104.19671601490832,838.699999999998,3337.3793598233997,
D00070,2015,frontier_same_model_economic,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,250,fixed_training_mean,0.025,42.0,621.0,11.0,85989.0,86663.0,663.0,0.7924528301886793,0.06334841628959276,0.11731843575418995,76.5032366753978,844.7199999999984,2680.2172958057395,
D00071,2015,frontier_all_candidates_capacity_only,r1_sin_balanceo,30,3.0,0.5,62.83793598233996,125.67587196467991,250,fixed_training_mean,0.008892138596922438,46.0,1793.0,7.0,84817.0,86663.0,1839.0,0.8679245283018868,0.025013594344752584,0.048625792811839326,212.20128543899935,396.0799999999981,5956.86555187638,
D00072,2015,frontier_all_candidates_economic,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,250,fixed_training_mean,0.025,42.0,621.0,11.0,85989.0,86663.0,663.0,0.7924528301886793,0.06334841628959276,0.11731843575418995,76.5032366753978,844.7199999999984,2680.2172958057395,
D00073,2015,variable_amount_sensitivity,rf_profundo,30,3.0,0.25,31.41896799116998,125.67587196467991,50,variable_positive_amount,0.185,32.0,13.0,21.0,86597.0,86663.0,45.0,0.6037735849056604,0.7111111111111111,0.6530612244897959,5.192527376158222,1784.619999999999,581.1549999999997,
D00074,2015,variable_amount_sensitivity,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,50,variable_positive_amount,0.125,33.0,29.0,20.0,86581.0,86663.0,62.0,0.6226415094339622,0.532258064516129,0.5739130434782609,7.1541488293735505,1620.0899999999988,996.0449999999994,
D00075,2015,variable_amount_sensitivity,rf_profundo,30,3.0,1.0,125.67587196467991,125.67587196467991,50,variable_positive_amount,0.105,34.0,40.0,19.0,86570.0,86663.0,74.0,0.6415094339622641,0.4594594594594595,0.5354330708661418,8.538822796349077,1574.9599999999987,1796.9599999999987,
D00076,2016,cost_sensitivity,rf_actualizado,15,1.5,0.25,31.23172735346359,124.92690941385436,10,fixed_training_mean,0.23388382358654777,44.0,0.0,89.0,44286.0,44419.0,44.0,0.3308270676691729,1.0,0.4971751412429379,9.90567099664558,11440.71,2845.6237344582596,False
D00077,2016,cost_sensitivity,rf_variables_revisadas,15,1.5,0.25,31.23172735346359,124.92690941385436,25,fixed_training_mean,0.048107791790953695,82.0,21.0,51.0,44265.0,44419.0,103.0,0.6165413533834586,0.7961165048543689,0.6949152542372882,23.188275287602153,6236.040000000003,1747.318095026643,False
D00078,2016,cost_sensitivity,rf_variables_revisadas,15,1.5,0.25,31.23172735346359,124.92690941385436,50,fixed_training_mean,0.017444595171504994,93.0,123.0,40.0,44163.0,44419.0,216.0,0.6992481203007519,0.4305555555555556,0.5329512893982808,48.6278394380783,4294.710000000005,1573.2690941385436,False
D00079,2016,cost_sensitivity,rf_variables_revisadas,15,1.5,0.25,31.23172735346359,124.92690941385436,100,fixed_training_mean,0.015953432179601556,95.0,147.0,38.0,44139.0,44419.0,242.0,0.7142857142857143,0.3925619834710744,0.5066666666666667,54.48119048155069,4039.7100000000046,1549.8056394316163,False
D00080,2016,cost_sensitivity,rf_variables_revisadas,15,1.5,0.25,31.23172735346359,124.92690941385436,250,fixed_training_mean,0.015953432179601556,95.0,147.0,38.0,44139.0,44419.0,242.0,0.7142857142857143,0.3925619834710744,0.5066666666666667,54.48119048155069,4039.7100000000046,1549.8056394316163,False
D00081,2016,cost_sensitivity,rf_actualizado,15,1.5,0.5,62.46345470692718,124.92690941385436,10,fixed_training_mean,0.23388382358654777,44.0,0.0,89.0,44286.0,44419.0,44.0,0.3308270676691729,1.0,0.4971751412429379,9.90567099664558,11440.71,5625.247468916519,False
D00082,2016,cost_sensitivity,rf_variables_revisadas,15,1.5,0.5,62.46345470692718,124.92690941385436,25,fixed_training_mean,0.048107791790953695,82.0,21.0,51.0,44265.0,44419.0,103.0,0.6165413533834586,0.7961165048543689,0.6949152542372882,23.188275287602153,6236.040000000003,3340.136190053286,False
D00083,2016,cost_sensitivity,rf_variables_revisadas,15,1.5,0.5,62.46345470692718,124.92690941385436,50,fixed_training_mean,0.017444595171504994,93.0,123.0,40.0,44163.0,44419.0,216.0,0.6992481203007519,0.4305555555555556,0.5329512893982808,48.6278394380783,4294.710000000005,2822.538188277087,False
D00084,2016,cost_sensitivity,rf_variables_revisadas,15,1.5,0.5,62.46345470692718,124.92690941385436,100,fixed_training_mean,0.01171670941011998,102.0,314.0,31.0,43972.0,44419.0,416.0,0.7669172932330827,0.24519230769230768,0.37158469945355194,93.65361669555821,2848.8300000000054,2560.3670959147425,False
D00085,2016,cost_sensitivity,rf_variables_revisadas,15,1.5,0.5,62.46345470692718,124.92690941385436,250,fixed_training_mean,0.010110126824953327,106.0,461.0,27.0,43825.0,44419.0,567.0,0.7969924812030075,0.18694885361552027,0.3028571428571429,127.64807852495554,2511.0100000000057,2537.013277087034,False
D00086,2016,cost_sensitivity,rf_actualizado,15,1.5,1.0,124.92690941385436,124.92690941385436,10,fixed_training_mean,0.23388382358654777,44.0,0.0,89.0,44286.0,44419.0,44.0,0.3308270676691729,1.0,0.4971751412429379,9.90567099664558,11440.71,11184.494937833038,False
D00087,2016,cost_sensitivity,rf_variables_revisadas,15,1.5,1.0,124.92690941385436,124.92690941385436,25,fixed_training_mean,0.048107791790953695,82.0,21.0,51.0,44265.0,44419.0,103.0,0.6165413533834586,0.7961165048543689,0.6949152542372882,23.188275287602153,6236.040000000003,6525.772380106572,False
D00088,2016,cost_sensitivity,rf_variables_revisadas,15,1.5,1.0,124.92690941385436,124.92690941385436,50,fixed_training_mean,0.017444595171504994,93.0,123.0,40.0,44163.0,44419.0,216.0,0.6992481203007519,0.4305555555555556,0.5329512893982808,48.6278394380783,4294.710000000005,5321.076376554174,False
D00089,2016,cost_sensitivity,rf_variables_revisadas,15,1.5,1.0,124.92690941385436,124.92690941385436,100,fixed_training_mean,0.01171670941011998,102.0,314.0,31.0,43972.0,44419.0,416.0,0.7669172932330827,0.24519230769230768,0.37158469945355194,93.65361669555821,2848.8300000000054,4496.734191829485,False
D00090,2016,cost_sensitivity,rf_variables_revisadas,15,1.5,1.0,124.92690941385436,124.92690941385436,250,fixed_training_mean,0.008048879805686738,112.0,873.0,21.0,43413.0,44419.0,985.0,0.8421052631578947,0.11370558375634518,0.2003577817531306,221.75195299308854,1904.8600000000042,4100.965097690942,False
D00091,2016,cost_sensitivity,rf_actualizado,30,3.0,0.25,31.23172735346359,124.92690941385436,10,fixed_training_mean,0.23388382358654777,44.0,0.0,89.0,44286.0,44419.0,44.0,0.3308270676691729,1.0,0.4971751412429379,9.90567099664558,11440.71,2911.6237344582596,False
D00092,2016,cost_sensitivity,rf_variables_revisadas,30,3.0,0.25,31.23172735346359,124.92690941385436,25,fixed_training_mean,0.048107791790953695,82.0,21.0,51.0,44265.0,44419.0,103.0,0.6165413533834586,0.7961165048543689,0.6949152542372882,23.188275287602153,6236.040000000003,1901.818095026643,False
D00093,2016,cost_sensitivity,rf_variables_revisadas,30,3.0,0.25,31.23172735346359,124.92690941385436,50,fixed_training_mean,0.025249642946088904,89.0,63.0,44.0,44223.0,44419.0,152.0,0.6691729323308271,0.5855263157894737,0.624561403508772,34.21959071568473,4713.670000000004,1830.196003552398,False
D00094,2016,cost_sensitivity,rf_variables_revisadas,30,3.0,0.25,31.23172735346359,124.92690941385436,100,fixed_training_mean,0.025249642946088904,89.0,63.0,44.0,44223.0,44419.0,152.0,0.6691729323308271,0.5855263157894737,0.624561403508772,34.21959071568473,4713.670000000004,1830.196003552398,False
