decision_id,evaluation_year,policy,candidate,hourly_review_cost,review_cost,avoidable_fraction,fn_cost,training_fraud_positive_exposure_mean,capacity_per_10000,cost_method,threshold,validation_tp,validation_fp,validation_fn,validation_tn,validation_rows,validation_alerts,validation_recall,validation_precision,validation_f1,validation_alerts_per_10000,validation_fn_positive_exposure,validation_cost,is_base
D00095,2016,cost_sensitivity,rf_variables_revisadas,30,3.0,0.25,31.23172735346359,124.92690941385436,250,fixed_training_mean,0.025249642946088904,89.0,63.0,44.0,44223.0,44419.0,152.0,0.6691729323308271,0.5855263157894737,0.624561403508772,34.21959071568473,4713.670000000004,1830.196003552398,False
D00096,2016,cost_sensitivity,rf_actualizado,30,3.0,0.5,62.46345470692718,124.92690941385436,10,fixed_training_mean,0.23388382358654777,44.0,0.0,89.0,44286.0,44419.0,44.0,0.3308270676691729,1.0,0.4971751412429379,9.90567099664558,11440.71,5691.247468916519,False
D00097,2016,cost_sensitivity,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,25,fixed_training_mean,0.048107791790953695,82.0,21.0,51.0,44265.0,44419.0,103.0,0.6165413533834586,0.7961165048543689,0.6949152542372882,23.188275287602153,6236.040000000003,3494.636190053286,False
D00098,2016,cost_sensitivity,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,50,fixed_training_mean,0.017444595171504994,93.0,123.0,40.0,44163.0,44419.0,216.0,0.6992481203007519,0.4305555555555556,0.5329512893982808,48.6278394380783,4294.710000000005,3146.538188277087,True
D00099,2016,cost_sensitivity,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,100,fixed_training_mean,0.015953432179601556,95.0,147.0,38.0,44139.0,44419.0,242.0,0.7142857142857143,0.3925619834710744,0.5066666666666667,54.48119048155069,4039.7100000000046,3099.6112788632327,False
D00100,2016,cost_sensitivity,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,250,fixed_training_mean,0.015953432179601556,95.0,147.0,38.0,44139.0,44419.0,242.0,0.7142857142857143,0.3925619834710744,0.5066666666666667,54.48119048155069,4039.7100000000046,3099.6112788632327,False
D00101,2016,cost_sensitivity,rf_actualizado,30,3.0,1.0,124.92690941385436,124.92690941385436,10,fixed_training_mean,0.23388382358654777,44.0,0.0,89.0,44286.0,44419.0,44.0,0.3308270676691729,1.0,0.4971751412429379,9.90567099664558,11440.71,11250.494937833038,False
D00102,2016,cost_sensitivity,rf_variables_revisadas,30,3.0,1.0,124.92690941385436,124.92690941385436,25,fixed_training_mean,0.048107791790953695,82.0,21.0,51.0,44265.0,44419.0,103.0,0.6165413533834586,0.7961165048543689,0.6949152542372882,23.188275287602153,6236.040000000003,6680.272380106572,False
D00103,2016,cost_sensitivity,rf_variables_revisadas,30,3.0,1.0,124.92690941385436,124.92690941385436,50,fixed_training_mean,0.017444595171504994,93.0,123.0,40.0,44163.0,44419.0,216.0,0.6992481203007519,0.4305555555555556,0.5329512893982808,48.6278394380783,4294.710000000005,5645.076376554174,False
D00104,2016,cost_sensitivity,rf_variables_revisadas,30,3.0,1.0,124.92690941385436,124.92690941385436,100,fixed_training_mean,0.01171670941011998,102.0,314.0,31.0,43972.0,44419.0,416.0,0.7669172932330827,0.24519230769230768,0.37158469945355194,93.65361669555821,2848.8300000000054,5120.734191829485,False
D00105,2016,cost_sensitivity,rf_variables_revisadas,30,3.0,1.0,124.92690941385436,124.92690941385436,250,fixed_training_mean,0.010110126824953327,106.0,461.0,27.0,43825.0,44419.0,567.0,0.7969924812030075,0.18694885361552027,0.3028571428571429,127.64807852495554,2511.0100000000057,5074.026554174068,False
D00106,2016,cost_sensitivity,rf_actualizado,60,6.0,0.25,31.23172735346359,124.92690941385436,10,fixed_training_mean,0.23388382358654777,44.0,0.0,89.0,44286.0,44419.0,44.0,0.3308270676691729,1.0,0.4971751412429379,9.90567099664558,11440.71,3043.6237344582596,False
D00107,2016,cost_sensitivity,rf_profundo,60,6.0,0.25,31.23172735346359,124.92690941385436,25,fixed_training_mean,0.2,79.0,5.0,54.0,44281.0,44419.0,84.0,0.5939849624060151,0.9404761904761905,0.728110599078341,18.91082644814156,6500.070000000005,2190.513277087034,False
D00108,2016,cost_sensitivity,rf_profundo,60,6.0,0.25,31.23172735346359,124.92690941385436,50,fixed_training_mean,0.2,79.0,5.0,54.0,44281.0,44419.0,84.0,0.5939849624060151,0.9404761904761905,0.728110599078341,18.91082644814156,6500.070000000005,2190.513277087034,False
D00109,2016,cost_sensitivity,rf_profundo,60,6.0,0.25,31.23172735346359,124.92690941385436,100,fixed_training_mean,0.2,79.0,5.0,54.0,44281.0,44419.0,84.0,0.5939849624060151,0.9404761904761905,0.728110599078341,18.91082644814156,6500.070000000005,2190.513277087034,False
D00110,2016,cost_sensitivity,rf_profundo,60,6.0,0.25,31.23172735346359,124.92690941385436,250,fixed_training_mean,0.2,79.0,5.0,54.0,44281.0,44419.0,84.0,0.5939849624060151,0.9404761904761905,0.728110599078341,18.91082644814156,6500.070000000005,2190.513277087034,False
D00111,2016,cost_sensitivity,rf_actualizado,60,6.0,0.5,62.46345470692718,124.92690941385436,10,fixed_training_mean,0.23388382358654777,44.0,0.0,89.0,44286.0,44419.0,44.0,0.3308270676691729,1.0,0.4971751412429379,9.90567099664558,11440.71,5823.247468916519,False
D00112,2016,cost_sensitivity,rf_variables_revisadas,60,6.0,0.5,62.46345470692718,124.92690941385436,25,fixed_training_mean,0.048107791790953695,82.0,21.0,51.0,44265.0,44419.0,103.0,0.6165413533834586,0.7961165048543689,0.6949152542372882,23.188275287602153,6236.040000000003,3803.636190053286,False
D00113,2016,cost_sensitivity,rf_variables_revisadas,60,6.0,0.5,62.46345470692718,124.92690941385436,50,fixed_training_mean,0.025249642946088904,89.0,63.0,44.0,44223.0,44419.0,152.0,0.6691729323308271,0.5855263157894737,0.624561403508772,34.21959071568473,4713.670000000004,3660.392007104796,False
D00114,2016,cost_sensitivity,rf_variables_revisadas,60,6.0,0.5,62.46345470692718,124.92690941385436,100,fixed_training_mean,0.025249642946088904,89.0,63.0,44.0,44223.0,44419.0,152.0,0.6691729323308271,0.5855263157894737,0.624561403508772,34.21959071568473,4713.670000000004,3660.392007104796,False
D00115,2016,cost_sensitivity,rf_variables_revisadas,60,6.0,0.5,62.46345470692718,124.92690941385436,250,fixed_training_mean,0.025249642946088904,89.0,63.0,44.0,44223.0,44419.0,152.0,0.6691729323308271,0.5855263157894737,0.624561403508772,34.21959071568473,4713.670000000004,3660.392007104796,False
D00116,2016,cost_sensitivity,rf_actualizado,60,6.0,1.0,124.92690941385436,124.92690941385436,10,fixed_training_mean,0.23388382358654777,44.0,0.0,89.0,44286.0,44419.0,44.0,0.3308270676691729,1.0,0.4971751412429379,9.90567099664558,11440.71,11382.494937833038,False
D00117,2016,cost_sensitivity,rf_variables_revisadas,60,6.0,1.0,124.92690941385436,124.92690941385436,25,fixed_training_mean,0.048107791790953695,82.0,21.0,51.0,44265.0,44419.0,103.0,0.6165413533834586,0.7961165048543689,0.6949152542372882,23.188275287602153,6236.040000000003,6989.272380106572,False
D00118,2016,cost_sensitivity,rf_variables_revisadas,60,6.0,1.0,124.92690941385436,124.92690941385436,50,fixed_training_mean,0.017444595171504994,93.0,123.0,40.0,44163.0,44419.0,216.0,0.6992481203007519,0.4305555555555556,0.5329512893982808,48.6278394380783,4294.710000000005,6293.076376554174,False
D00119,2016,cost_sensitivity,rf_variables_revisadas,60,6.0,1.0,124.92690941385436,124.92690941385436,100,fixed_training_mean,0.015953432179601556,95.0,147.0,38.0,44139.0,44419.0,242.0,0.7142857142857143,0.3925619834710744,0.5066666666666667,54.48119048155069,4039.7100000000046,6199.222557726465,False
D00120,2016,cost_sensitivity,rf_variables_revisadas,60,6.0,1.0,124.92690941385436,124.92690941385436,250,fixed_training_mean,0.015953432179601556,95.0,147.0,38.0,44139.0,44419.0,242.0,0.7142857142857143,0.3925619834710744,0.5066666666666667,54.48119048155069,4039.7100000000046,6199.222557726465,False
D00121,2016,base_min_cost_capacity,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,50,fixed_training_mean,0.017444595171504994,93.0,123.0,40.0,44163.0,44419.0,216.0,0.6992481203007519,0.4305555555555556,0.5329512893982808,48.6278394380783,4294.710000000005,3146.538188277087,
D00122,2016,base_min_cost_unconstrained,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,10000,fixed_training_mean,0.015953432179601556,95.0,147.0,38.0,44139.0,44419.0,242.0,0.7142857142857143,0.3925619834710744,0.5066666666666667,54.48119048155069,4039.7100000000046,3099.6112788632327,
D00123,2016,f1_pool_reference,rf_profundo,30,3.0,0.5,62.46345470692718,124.92690941385436,50,fixed_training_mean,0.24,78.0,3.0,55.0,44283.0,44419.0,81.0,0.5864661654135338,0.9629629629629629,0.7289719626168224,18.23543978927936,6614.900000000005,3678.490008880995,
D00124,2016,f1_same_model_reference,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,50,fixed_training_mean,0.06426266520673769,80.0,14.0,53.0,44272.0,44419.0,94.0,0.6015037593984962,0.851063829787234,0.7048458149779736,21.162115311015555,6291.990000000003,3592.5630994671405,
D00125,2016,threshold_0_5_same_model,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,50,fixed_training_mean,0.5,1.0,0.0,132.0,44286.0,44419.0,1.0,0.007518796992481203,1.0,0.014925373134328358,0.22512888628739955,19961.440000000002,8248.176021314388,
D00126,2016,no_alert_reference,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,50,fixed_training_mean,1.0000000000000002,0.0,0.0,133.0,44286.0,44419.0,0.0,0.0,0.0,0.0,0.0,20089.88,8307.639476021315,
D00127,2016,all_alert_reference,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,50,fixed_training_mean,0.0,133.0,44286.0,0.0,0.0,44419.0,44419.0,1.0,0.002994214187622414,0.005970551265936434,10000.0,0.0,133257.0,
D00128,2016,frontier_same_model_capacity_only,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,10,fixed_training_mean,0.3204328088640677,44.0,0.0,89.0,44286.0,44419.0,44.0,0.3308270676691729,1.0,0.4971751412429379,9.90567099664558,15988.670000000002,5691.247468916519,
D00129,2016,frontier_same_model_economic,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,10,fixed_training_mean,0.3204328088640677,44.0,0.0,89.0,44286.0,44419.0,44.0,0.3308270676691729,1.0,0.4971751412429379,9.90567099664558,15988.670000000002,5691.247468916519,
D00130,2016,frontier_all_candidates_capacity_only,rf_actualizado,30,3.0,0.5,62.46345470692718,124.92690941385436,10,fixed_training_mean,0.23388382358654777,44.0,0.0,89.0,44286.0,44419.0,44.0,0.3308270676691729,1.0,0.4971751412429379,9.90567099664558,11440.71,5691.247468916519,
D00131,2016,frontier_all_candidates_economic,rf_actualizado,30,3.0,0.5,62.46345470692718,124.92690941385436,10,fixed_training_mean,0.23388382358654777,44.0,0.0,89.0,44286.0,44419.0,44.0,0.3308270676691729,1.0,0.4971751412429379,9.90567099664558,11440.71,5691.247468916519,
D00132,2016,frontier_same_model_capacity_only,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,25,fixed_training_mean,0.048107791790953695,82.0,21.0,51.0,44265.0,44419.0,103.0,0.6165413533834586,0.7961165048543689,0.6949152542372882,23.188275287602153,6236.040000000003,3494.636190053286,
D00133,2016,frontier_same_model_economic,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,25,fixed_training_mean,0.048107791790953695,82.0,21.0,51.0,44265.0,44419.0,103.0,0.6165413533834586,0.7961165048543689,0.6949152542372882,23.188275287602153,6236.040000000003,3494.636190053286,
D00134,2016,frontier_all_candidates_capacity_only,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,25,fixed_training_mean,0.048107791790953695,82.0,21.0,51.0,44265.0,44419.0,103.0,0.6165413533834586,0.7961165048543689,0.6949152542372882,23.188275287602153,6236.040000000003,3494.636190053286,
D00135,2016,frontier_all_candidates_economic,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,25,fixed_training_mean,0.048107791790953695,82.0,21.0,51.0,44265.0,44419.0,103.0,0.6165413533834586,0.7961165048543689,0.6949152542372882,23.188275287602153,6236.040000000003,3494.636190053286,
D00136,2016,frontier_same_model_capacity_only,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,50,fixed_training_mean,0.017444595171504994,93.0,123.0,40.0,44163.0,44419.0,216.0,0.6992481203007519,0.4305555555555556,0.5329512893982808,48.6278394380783,4294.710000000005,3146.538188277087,
D00137,2016,frontier_same_model_economic,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,50,fixed_training_mean,0.017444595171504994,93.0,123.0,40.0,44163.0,44419.0,216.0,0.6992481203007519,0.4305555555555556,0.5329512893982808,48.6278394380783,4294.710000000005,3146.538188277087,
D00138,2016,frontier_all_candidates_capacity_only,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,50,fixed_training_mean,0.017444595171504994,93.0,123.0,40.0,44163.0,44419.0,216.0,0.6992481203007519,0.4305555555555556,0.5329512893982808,48.6278394380783,4294.710000000005,3146.538188277087,
D00139,2016,frontier_all_candidates_economic,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,50,fixed_training_mean,0.017444595171504994,93.0,123.0,40.0,44163.0,44419.0,216.0,0.6992481203007519,0.4305555555555556,0.5329512893982808,48.6278394380783,4294.710000000005,3146.538188277087,
D00140,2016,frontier_same_model_capacity_only,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,100,fixed_training_mean,0.01171670941011998,102.0,314.0,31.0,43972.0,44419.0,416.0,0.7669172932330827,0.24519230769230768,0.37158469945355194,93.65361669555821,2848.8300000000054,3184.3670959147425,
D00141,2016,frontier_same_model_economic,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,100,fixed_training_mean,0.01171670941011998,102.0,314.0,31.0,43972.0,44419.0,416.0,0.7669172932330827,0.24519230769230768,0.37158469945355194,93.65361669555821,2848.8300000000054,3184.3670959147425,
D00142,2016,frontier_all_candidates_capacity_only,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,100,fixed_training_mean,0.01171670941011998,102.0,314.0,31.0,43972.0,44419.0,416.0,0.7669172932330827,0.24519230769230768,0.37158469945355194,93.65361669555821,2848.8300000000054,3184.3670959147425,
D00143,2016,frontier_all_candidates_economic,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,100,fixed_training_mean,0.01171670941011998,102.0,314.0,31.0,43972.0,44419.0,416.0,0.7669172932330827,0.24519230769230768,0.37158469945355194,93.65361669555821,2848.8300000000054,3184.3670959147425,
D00144,2016,frontier_same_model_capacity_only,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,250,fixed_training_mean,0.008048879805686738,112.0,873.0,21.0,43413.0,44419.0,985.0,0.8421052631578947,0.11370558375634518,0.2003577817531306,221.75195299308854,1904.8600000000042,4266.732548845471,
D00145,2016,frontier_same_model_economic,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,250,fixed_training_mean,0.008048879805686738,112.0,873.0,21.0,43413.0,44419.0,985.0,0.8421052631578947,0.11370558375634518,0.2003577817531306,221.75195299308854,1904.8600000000042,4266.732548845471,
D00146,2016,frontier_all_candidates_capacity_only,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,250,fixed_training_mean,0.008048879805686738,112.0,873.0,21.0,43413.0,44419.0,985.0,0.8421052631578947,0.11370558375634518,0.2003577817531306,221.75195299308854,1904.8600000000042,4266.732548845471,
D00147,2016,frontier_all_candidates_economic,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,250,fixed_training_mean,0.008048879805686738,112.0,873.0,21.0,43413.0,44419.0,985.0,0.8421052631578947,0.11370558375634518,0.2003577817531306,221.75195299308854,1904.8600000000042,4266.732548845471,
D00148,2016,variable_amount_sensitivity,rf_variables_revisadas,30,3.0,0.25,31.23172735346359,124.92690941385436,50,variable_positive_amount,0.025249642946088904,89.0,63.0,44.0,44223.0,44419.0,152.0,0.6691729323308271,0.5855263157894737,0.624561403508772,34.21959071568473,4713.670000000004,1634.417500000001,
D00149,2016,variable_amount_sensitivity,rf_variables_revisadas,30,3.0,0.5,62.46345470692718,124.92690941385436,50,variable_positive_amount,0.017444595171504994,93.0,123.0,40.0,44163.0,44419.0,216.0,0.6992481203007519,0.4305555555555556,0.5329512893982808,48.6278394380783,4294.710000000005,2795.3550000000023,
D00150,2016,variable_amount_sensitivity,rf_variables_revisadas,30,3.0,1.0,124.92690941385436,124.92690941385436,50,variable_positive_amount,0.017444595171504994,93.0,123.0,40.0,44163.0,44419.0,216.0,0.6992481203007519,0.4305555555555556,0.5329512893982808,48.6278394380783,4294.710000000005,4942.710000000005,
D00151,2019,cost_sensitivity,rf_variables_revisadas,15,1.5,0.25,32.17847869177403,128.71391476709613,10,fixed_training_mean,0.04583877685873359,9.0,21.0,60.0,44266.0,44356.0,30.0,0.13043478260869565,0.3,0.18181818181818182,6.76345928397511,4496.58,1975.7087215064419,False
D00152,2019,cost_sensitivity,rf_actualizado,15,1.5,0.25,32.17847869177403,128.71391476709613,25,fixed_training_mean,0.02046171411871807,14.0,93.0,55.0,44194.0,44356.0,107.0,0.2028985507246377,0.1308411214953271,0.1590909090909091,24.123004779511227,3780.2000000000003,1930.3163280475717,False
D00153,2019,cost_sensitivity,rf_actualizado,15,1.5,0.25,32.17847869177403,128.71391476709613,50,fixed_training_mean,0.02046171411871807,14.0,93.0,55.0,44194.0,44356.0,107.0,0.2028985507246377,0.1308411214953271,0.1590909090909091,24.123004779511227,3780.2000000000003,1930.3163280475717,False
D00154,2019,cost_sensitivity,rf_actualizado,15,1.5,0.25,32.17847869177403,128.71391476709613,100,fixed_training_mean,0.02046171411871807,14.0,93.0,55.0,44194.0,44356.0,107.0,0.2028985507246377,0.1308411214953271,0.1590909090909091,24.123004779511227,3780.2000000000003,1930.3163280475717,False
D00155,2019,cost_sensitivity,rf_actualizado,15,1.5,0.25,32.17847869177403,128.71391476709613,250,fixed_training_mean,0.02046171411871807,14.0,93.0,55.0,44194.0,44356.0,107.0,0.2028985507246377,0.1308411214953271,0.1590909090909091,24.123004779511227,3780.2000000000003,1930.3163280475717,False
D00156,2019,cost_sensitivity,rf_variables_revisadas,15,1.5,0.5,64.35695738354806,128.71391476709613,10,fixed_training_mean,0.04583877685873359,9.0,21.0,60.0,44266.0,44356.0,30.0,0.13043478260869565,0.3,0.18181818181818182,6.76345928397511,4496.58,3906.4174430128837,False
D00157,2019,cost_sensitivity,rf_actualizado,15,1.5,0.5,64.35695738354806,128.71391476709613,25,fixed_training_mean,0.02046171411871807,14.0,93.0,55.0,44194.0,44356.0,107.0,0.2028985507246377,0.1308411214953271,0.1590909090909091,24.123004779511227,3780.2000000000003,3700.1326560951434,False
D00158,2019,cost_sensitivity,rf_actualizado,15,1.5,0.5,64.35695738354806,128.71391476709613,50,fixed_training_mean,0.014357903872303419,17.0,202.0,52.0,44085.0,44356.0,219.0,0.2463768115942029,0.0776255707762557,0.11805555555555555,49.37325277301831,2651.4300000000003,3675.0617839444994,False
D00159,2019,cost_sensitivity,rf_actualizado,15,1.5,0.5,64.35695738354806,128.71391476709613,100,fixed_training_mean,0.014357903872303419,17.0,202.0,52.0,44085.0,44356.0,219.0,0.2463768115942029,0.0776255707762557,0.11805555555555555,49.37325277301831,2651.4300000000003,3675.0617839444994,False
D00160,2019,cost_sensitivity,rf_actualizado,15,1.5,0.5,64.35695738354806,128.71391476709613,250,fixed_training_mean,0.014357903872303419,17.0,202.0,52.0,44085.0,44356.0,219.0,0.2463768115942029,0.0776255707762557,0.11805555555555555,49.37325277301831,2651.4300000000003,3675.0617839444994,False
D00161,2019,cost_sensitivity,rf_variables_revisadas,15,1.5,1.0,128.71391476709613,128.71391476709613,10,fixed_training_mean,0.04583877685873359,9.0,21.0,60.0,44266.0,44356.0,30.0,0.13043478260869565,0.3,0.18181818181818182,6.76345928397511,4496.58,7767.834886025767,False
D00162,2019,cost_sensitivity,rf_actualizado,15,1.5,1.0,128.71391476709613,128.71391476709613,25,fixed_training_mean,0.02046171411871807,14.0,93.0,55.0,44194.0,44356.0,107.0,0.2028985507246377,0.1308411214953271,0.1590909090909091,24.123004779511227,3780.2000000000003,7239.765312190287,False
D00163,2019,cost_sensitivity,rf_actualizado,15,1.5,1.0,128.71391476709613,128.71391476709613,50,fixed_training_mean,0.014357903872303419,17.0,202.0,52.0,44085.0,44356.0,219.0,0.2463768115942029,0.0776255707762557,0.11805555555555555,49.37325277301831,2651.4300000000003,7021.623567888999,False
D00164,2019,cost_sensitivity,rf_actualizado,15,1.5,1.0,128.71391476709613,128.71391476709613,100,fixed_training_mean,0.014357903872303419,17.0,202.0,52.0,44085.0,44356.0,219.0,0.2463768115942029,0.0776255707762557,0.11805555555555555,49.37325277301831,2651.4300000000003,7021.623567888999,False
D00165,2019,cost_sensitivity,rf_actualizado,15,1.5,1.0,128.71391476709613,128.71391476709613,250,fixed_training_mean,0.014357903872303419,17.0,202.0,52.0,44085.0,44356.0,219.0,0.2463768115942029,0.0776255707762557,0.11805555555555555,49.37325277301831,2651.4300000000003,7021.623567888999,False
D00166,2019,cost_sensitivity,rf_variables_revisadas,30,3.0,0.25,32.17847869177403,128.71391476709613,10,fixed_training_mean,0.04583877685873359,9.0,21.0,60.0,44266.0,44356.0,30.0,0.13043478260869565,0.3,0.18181818181818182,6.76345928397511,4496.58,2020.7087215064419,False
D00167,2019,cost_sensitivity,rf_variables_revisadas,30,3.0,0.25,32.17847869177403,128.71391476709613,25,fixed_training_mean,0.04583877685873359,9.0,21.0,60.0,44266.0,44356.0,30.0,0.13043478260869565,0.3,0.18181818181818182,6.76345928397511,4496.58,2020.7087215064419,False
D00168,2019,cost_sensitivity,rf_variables_revisadas,30,3.0,0.25,32.17847869177403,128.71391476709613,50,fixed_training_mean,0.04583877685873359,9.0,21.0,60.0,44266.0,44356.0,30.0,0.13043478260869565,0.3,0.18181818181818182,6.76345928397511,4496.58,2020.7087215064419,False
D00169,2019,cost_sensitivity,rf_variables_revisadas,30,3.0,0.25,32.17847869177403,128.71391476709613,100,fixed_training_mean,0.04583877685873359,9.0,21.0,60.0,44266.0,44356.0,30.0,0.13043478260869565,0.3,0.18181818181818182,6.76345928397511,4496.58,2020.7087215064419,False
D00170,2019,cost_sensitivity,rf_variables_revisadas,30,3.0,0.25,32.17847869177403,128.71391476709613,250,fixed_training_mean,0.04583877685873359,9.0,21.0,60.0,44266.0,44356.0,30.0,0.13043478260869565,0.3,0.18181818181818182,6.76345928397511,4496.58,2020.7087215064419,False
D00171,2019,cost_sensitivity,rf_variables_revisadas,30,3.0,0.5,64.35695738354806,128.71391476709613,10,fixed_training_mean,0.04583877685873359,9.0,21.0,60.0,44266.0,44356.0,30.0,0.13043478260869565,0.3,0.18181818181818182,6.76345928397511,4496.58,3951.4174430128837,False
D00172,2019,cost_sensitivity,rf_actualizado,30,3.0,0.5,64.35695738354806,128.71391476709613,25,fixed_training_mean,0.02046171411871807,14.0,93.0,55.0,44194.0,44356.0,107.0,0.2028985507246377,0.1308411214953271,0.1590909090909091,24.123004779511227,3780.2000000000003,3860.6326560951434,False
D00173,2019,cost_sensitivity,rf_actualizado,30,3.0,0.5,64.35695738354806,128.71391476709613,50,fixed_training_mean,0.02046171411871807,14.0,93.0,55.0,44194.0,44356.0,107.0,0.2028985507246377,0.1308411214953271,0.1590909090909091,24.123004779511227,3780.2000000000003,3860.6326560951434,True
D00174,2019,cost_sensitivity,rf_actualizado,30,3.0,0.5,64.35695738354806,128.71391476709613,100,fixed_training_mean,0.02046171411871807,14.0,93.0,55.0,44194.0,44356.0,107.0,0.2028985507246377,0.1308411214953271,0.1590909090909091,24.123004779511227,3780.2000000000003,3860.6326560951434,False
D00175,2019,cost_sensitivity,rf_actualizado,30,3.0,0.5,64.35695738354806,128.71391476709613,250,fixed_training_mean,0.02046171411871807,14.0,93.0,55.0,44194.0,44356.0,107.0,0.2028985507246377,0.1308411214953271,0.1590909090909091,24.123004779511227,3780.2000000000003,3860.6326560951434,False
D00176,2019,cost_sensitivity,rf_variables_revisadas,30,3.0,1.0,128.71391476709613,128.71391476709613,10,fixed_training_mean,0.04583877685873359,9.0,21.0,60.0,44266.0,44356.0,30.0,0.13043478260869565,0.3,0.18181818181818182,6.76345928397511,4496.58,7812.834886025767,False
D00177,2019,cost_sensitivity,rf_actualizado,30,3.0,1.0,128.71391476709613,128.71391476709613,25,fixed_training_mean,0.02046171411871807,14.0,93.0,55.0,44194.0,44356.0,107.0,0.2028985507246377,0.1308411214953271,0.1590909090909091,24.123004779511227,3780.2000000000003,7400.265312190287,False
D00178,2019,cost_sensitivity,rf_actualizado,30,3.0,1.0,128.71391476709613,128.71391476709613,50,fixed_training_mean,0.014357903872303419,17.0,202.0,52.0,44085.0,44356.0,219.0,0.2463768115942029,0.0776255707762557,0.11805555555555555,49.37325277301831,2651.4300000000003,7350.123567888999,False
D00179,2019,cost_sensitivity,rf_actualizado,30,3.0,1.0,128.71391476709613,128.71391476709613,100,fixed_training_mean,0.014357903872303419,17.0,202.0,52.0,44085.0,44356.0,219.0,0.2463768115942029,0.0776255707762557,0.11805555555555555,49.37325277301831,2651.4300000000003,7350.123567888999,False
D00180,2019,cost_sensitivity,rf_actualizado,30,3.0,1.0,128.71391476709613,128.71391476709613,250,fixed_training_mean,0.014357903872303419,17.0,202.0,52.0,44085.0,44356.0,219.0,0.2463768115942029,0.0776255707762557,0.11805555555555555,49.37325277301831,2651.4300000000003,7350.123567888999,False
D00181,2019,cost_sensitivity,rf_variables_revisadas,60,6.0,0.25,32.17847869177403,128.71391476709613,10,fixed_training_mean,0.05518371506744926,8.0,16.0,61.0,44271.0,44356.0,24.0,0.11594202898550725,0.3333333333333333,0.17204301075268819,5.4107674271800885,4517.83,2106.887200198216,False
D00182,2019,cost_sensitivity,rf_variables_revisadas,60,6.0,0.25,32.17847869177403,128.71391476709613,25,fixed_training_mean,0.05518371506744926,8.0,16.0,61.0,44271.0,44356.0,24.0,0.11594202898550725,0.3333333333333333,0.17204301075268819,5.4107674271800885,4517.83,2106.887200198216,False
D00183,2019,cost_sensitivity,rf_variables_revisadas,60,6.0,0.25,32.17847869177403,128.71391476709613,50,fixed_training_mean,0.05518371506744926,8.0,16.0,61.0,44271.0,44356.0,24.0,0.11594202898550725,0.3333333333333333,0.17204301075268819,5.4107674271800885,4517.83,2106.887200198216,False
D00184,2019,cost_sensitivity,rf_variables_revisadas,60,6.0,0.25,32.17847869177403,128.71391476709613,100,fixed_training_mean,0.05518371506744926,8.0,16.0,61.0,44271.0,44356.0,24.0,0.11594202898550725,0.3333333333333333,0.17204301075268819,5.4107674271800885,4517.83,2106.887200198216,False
D00185,2019,cost_sensitivity,rf_variables_revisadas,60,6.0,0.25,32.17847869177403,128.71391476709613,250,fixed_training_mean,0.05518371506744926,8.0,16.0,61.0,44271.0,44356.0,24.0,0.11594202898550725,0.3333333333333333,0.17204301075268819,5.4107674271800885,4517.83,2106.887200198216,False
D00186,2019,cost_sensitivity,rf_variables_revisadas,60,6.0,0.5,64.35695738354806,128.71391476709613,10,fixed_training_mean,0.04583877685873359,9.0,21.0,60.0,44266.0,44356.0,30.0,0.13043478260869565,0.3,0.18181818181818182,6.76345928397511,4496.58,4041.4174430128837,False
