decision_id,evaluation_year,policy,candidate,hourly_review_cost,review_cost,avoidable_fraction,fn_cost,training_fraud_positive_exposure_mean,capacity_per_10000,cost_method,threshold,validation_tp,validation_fp,validation_fn,validation_tn,validation_rows,validation_alerts,validation_recall,validation_precision,validation_f1,validation_alerts_per_10000,validation_fn_positive_exposure,validation_cost,is_base,evaluation_tp,evaluation_fp,evaluation_fn,evaluation_tn,evaluation_rows,evaluation_alerts,evaluation_recall,evaluation_precision,evaluation_f1,evaluation_alerts_per_10000,evaluation_fp_per_10000,evaluation_review_hours_per_10000,evaluation_review_hours_total,evaluation_cost,evaluation_no_alert_cost,evaluation_saving_vs_no_alert,evaluation_saving_fraction,evaluation_capacity_exceeded,evaluation_more_costly_than_no_alert,evaluation_fn_positive_exposure
D00034,2015,cost_sensitivity,rf_profundo,60,6.0,0.25,31.41896799116998,125.67587196467991,100,fixed_training_mean,0.185,32.0,13.0,21.0,86597.0,86663.0,45.0,0.6037735849056604,0.7111111111111111,0.6530612244897959,5.192527376158222,1784.619999999999,929.7983278145696,False,107,18278,83,69602,88070,18385,0.5631578947368421,0.005819961925482731,0.011520861372812921,2087.5439990916316,2075.3945724991486,208.75439990916317,1838.5,112917.77434326711,5969.603918322296,-106948.17042494482,-17.91545500978592,True,True,13741.63
D00035,2015,cost_sensitivity,rf_profundo,60,6.0,0.25,31.41896799116998,125.67587196467991,250,fixed_training_mean,0.185,32.0,13.0,21.0,86597.0,86663.0,45.0,0.6037735849056604,0.7111111111111111,0.6530612244897959,5.192527376158222,1784.619999999999,929.7983278145696,False,107,18278,83,69602,88070,18385,0.5631578947368421,0.005819961925482731,0.011520861372812921,2087.5439990916316,2075.3945724991486,208.75439990916317,1838.5,112917.77434326711,5969.603918322296,-106948.17042494482,-17.91545500978592,True,True,13741.63
D00036,2015,cost_sensitivity,rf_profundo,60,6.0,0.5,62.83793598233996,125.67587196467991,10,fixed_training_mean,0.185,32.0,13.0,21.0,86597.0,86663.0,45.0,0.6037735849056604,0.7111111111111111,0.6530612244897959,5.192527376158222,1784.619999999999,1589.5966556291391,False,107,18278,83,69602,88070,18385,0.5631578947368421,0.005819961925482731,0.011520861372812921,2087.5439990916316,2075.3945724991486,208.75439990916317,1838.5,115525.54868653421,11939.207836644591,-103586.34084988962,-8.676148557524536,True,True,13741.63
D00037,2015,cost_sensitivity,rf_profundo,60,6.0,0.5,62.83793598233996,125.67587196467991,25,fixed_training_mean,0.185,32.0,13.0,21.0,86597.0,86663.0,45.0,0.6037735849056604,0.7111111111111111,0.6530612244897959,5.192527376158222,1784.619999999999,1589.5966556291391,False,107,18278,83,69602,88070,18385,0.5631578947368421,0.005819961925482731,0.011520861372812921,2087.5439990916316,2075.3945724991486,208.75439990916317,1838.5,115525.54868653421,11939.207836644591,-103586.34084988962,-8.676148557524536,True,True,13741.63
D00038,2015,cost_sensitivity,rf_profundo,60,6.0,0.5,62.83793598233996,125.67587196467991,50,fixed_training_mean,0.185,32.0,13.0,21.0,86597.0,86663.0,45.0,0.6037735849056604,0.7111111111111111,0.6530612244897959,5.192527376158222,1784.619999999999,1589.5966556291391,False,107,18278,83,69602,88070,18385,0.5631578947368421,0.005819961925482731,0.011520861372812921,2087.5439990916316,2075.3945724991486,208.75439990916317,1838.5,115525.54868653421,11939.207836644591,-103586.34084988962,-8.676148557524536,True,True,13741.63
D00039,2015,cost_sensitivity,rf_profundo,60,6.0,0.5,62.83793598233996,125.67587196467991,100,fixed_training_mean,0.185,32.0,13.0,21.0,86597.0,86663.0,45.0,0.6037735849056604,0.7111111111111111,0.6530612244897959,5.192527376158222,1784.619999999999,1589.5966556291391,False,107,18278,83,69602,88070,18385,0.5631578947368421,0.005819961925482731,0.011520861372812921,2087.5439990916316,2075.3945724991486,208.75439990916317,1838.5,115525.54868653421,11939.207836644591,-103586.34084988962,-8.676148557524536,True,True,13741.63
D00040,2015,cost_sensitivity,rf_profundo,60,6.0,0.5,62.83793598233996,125.67587196467991,250,fixed_training_mean,0.185,32.0,13.0,21.0,86597.0,86663.0,45.0,0.6037735849056604,0.7111111111111111,0.6530612244897959,5.192527376158222,1784.619999999999,1589.5966556291391,False,107,18278,83,69602,88070,18385,0.5631578947368421,0.005819961925482731,0.011520861372812921,2087.5439990916316,2075.3945724991486,208.75439990916317,1838.5,115525.54868653421,11939.207836644591,-103586.34084988962,-8.676148557524536,True,True,13741.63
D00041,2015,cost_sensitivity,rf_profundo,60,6.0,1.0,125.67587196467991,125.67587196467991,10,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,2742.1656953642387,False,119,22882,71,64998,88070,23001,0.6263157894736842,0.005173688100517369,0.010262601871415635,2611.6725332122173,2598.1605541046893,261.1672533212217,2300.1,146928.98690949226,23878.415673289182,-123050.57123620308,-5.153213383995556,True,True,8331.5
D00042,2015,cost_sensitivity,rf_profundo,60,6.0,1.0,125.67587196467991,125.67587196467991,25,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,2742.1656953642387,False,119,22882,71,64998,88070,23001,0.6263157894736842,0.005173688100517369,0.010262601871415635,2611.6725332122173,2598.1605541046893,261.1672533212217,2300.1,146928.98690949226,23878.415673289182,-123050.57123620308,-5.153213383995556,True,True,8331.5
D00043,2015,cost_sensitivity,rf_profundo,60,6.0,1.0,125.67587196467991,125.67587196467991,50,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,2742.1656953642387,False,119,22882,71,64998,88070,23001,0.6263157894736842,0.005173688100517369,0.010262601871415635,2611.6725332122173,2598.1605541046893,261.1672533212217,2300.1,146928.98690949226,23878.415673289182,-123050.57123620308,-5.153213383995556,True,True,8331.5
D00044,2015,cost_sensitivity,rf_profundo,60,6.0,1.0,125.67587196467991,125.67587196467991,100,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,2742.1656953642387,False,119,22882,71,64998,88070,23001,0.6263157894736842,0.005173688100517369,0.010262601871415635,2611.6725332122173,2598.1605541046893,261.1672533212217,2300.1,146928.98690949226,23878.415673289182,-123050.57123620308,-5.153213383995556,True,True,8331.5
D00045,2015,cost_sensitivity,rf_profundo,60,6.0,1.0,125.67587196467991,125.67587196467991,250,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,2742.1656953642387,False,119,22882,71,64998,88070,23001,0.6263157894736842,0.005173688100517369,0.010262601871415635,2611.6725332122173,2598.1605541046893,261.1672533212217,2300.1,146928.98690949226,23878.415673289182,-123050.57123620308,-5.153213383995556,True,True,8331.5
D00046,2015,base_min_cost_capacity,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,50,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,1371.0828476821193,,119,22882,71,64998,88070,23001,0.6263157894736842,0.005173688100517369,0.010262601871415635,2611.6725332122173,2598.1605541046893,261.1672533212217,2300.1,73464.49345474613,11939.207836644591,-61525.28561810154,-5.153213383995556,True,True,8331.5
D00047,2015,base_min_cost_unconstrained,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,10000,fixed_training_mean,0.1,35.0,45.0,18.0,86565.0,86663.0,80.0,0.660377358490566,0.4375,0.5263157894736842,9.231159779836839,1574.3399999999988,1371.0828476821193,,119,22882,71,64998,88070,23001,0.6263157894736842,0.005173688100517369,0.010262601871415635,2611.6725332122173,2598.1605541046893,261.1672533212217,2300.1,73464.49345474613,11939.207836644591,-61525.28561810154,-5.153213383995556,False,True,8331.5
D00048,2015,f1_pool_reference,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,50,fixed_training_mean,0.325,28.0,1.0,25.0,86609.0,86663.0,29.0,0.5283018867924528,0.9655172413793104,0.6829268292682927,3.346295420190854,2383.039999999999,1657.948399558499,,91,12594,99,75286,88070,12685,0.4789473684210526,0.007173827355143871,0.014135922330097087,1440.3315544453276,1429.9988645395708,144.03315544453278,1268.5,44275.955662251654,11939.207836644591,-32336.74782560706,-2.7084500301901953,True,True,18487.829999999998
D00049,2015,f1_same_model_reference,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,50,fixed_training_mean,0.325,28.0,1.0,25.0,86609.0,86663.0,29.0,0.5283018867924528,0.9655172413793104,0.6829268292682927,3.346295420190854,2383.039999999999,1657.948399558499,,91,12594,99,75286,88070,12685,0.4789473684210526,0.007173827355143871,0.014135922330097087,1440.3315544453276,1429.9988645395708,144.03315544453278,1268.5,44275.955662251654,11939.207836644591,-32336.74782560706,-2.7084500301901953,True,True,18487.829999999998
D00050,2015,threshold_0_5_same_model,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,50,fixed_training_mean,0.5,24.0,0.0,29.0,86610.0,86663.0,24.0,0.4528301886792453,1.0,0.6233766233766234,2.769347933951052,3414.1899999999987,1894.3001434878588,,71,0,119,87880,88070,71,0.3736842105263158,1.0,0.5440613026819924,8.0617690473487,0.0,0.80617690473487,7.1,7690.714381898455,11939.207836644591,4248.493454746136,0.3558438309203718,False,False,20979.34
D00051,2015,no_alert_reference,rf_profundo,30,3.0,0.5,62.83793598233996,125.67587196467991,50,fixed_training_mean,1.0000000000000002,0.0,0.0,53.0,86610.0,86663.0,0.0,0.0,0.0,0.0,0.0,5480.449999999999,3330.4106070640178,,0,0,190,87880,88070,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11939.207836644591,11939.207836644591,0.0,0.0,False,False,28012.11
