evaluation_year,strategy,policy,cost_fn,cost_fp,threshold,tp,fp,fn,tn,rows,precision,recall,f1,alerts,alerts_per_10000,fp_per_10000,cost,cost_per_10000,average_precision,roc_auc
2015,sin_balanceo,costo,5,1,0.164467250955841,82,7748,108,80132,88070,0.010472541507024266,0.43157894736842106,0.020448877805486283,7830,889.0655160667651,879.7547405472919,8288,941.0696037243102,0.3758950793807244,0.8022092326857198
2015,sin_balanceo,f1_validacion,5,1,0.164467250955841,82,7748,108,80132,88070,0.010472541507024266,0.43157894736842106,0.020448877805486283,7830,889.0655160667651,879.7547405472919,8288,941.0696037243102,0.3758950793807244,0.8022092326857198
2015,sin_balanceo,referencia_007217143,5,1,0.07217143,102,17196,88,70684,88070,0.005896635449184877,0.5368421052631579,0.011665141811527904,17298,1964.1194504371522,1952.537754059271,17636,2002.4980129442488,0.3758950793807244,0.8022092326857198
2015,sin_balanceo,costo,10,1,0.04657407529033146,111,20848,79,67032,88070,0.005296054201059211,0.5842105263157895,0.01049695021041184,20959,2379.811513568752,2367.2079028045873,21638,2456.9092767117063,0.3758950793807244,0.8022092326857198
2015,sin_balanceo,f1_validacion,10,1,0.164467250955841,82,7748,108,80132,88070,0.010472541507024266,0.43157894736842106,0.020448877805486283,7830,889.0655160667651,879.7547405472919,8828,1002.3844669013284,0.3758950793807244,0.8022092326857198
2015,sin_balanceo,referencia_007217143,10,1,0.07217143,102,17196,88,70684,88070,0.005896635449184877,0.5368421052631579,0.011665141811527904,17298,1964.1194504371522,1952.537754059271,18076,2052.4582718292268,0.3758950793807244,0.8022092326857198
2015,sin_balanceo,costo,25,1,0.04657407529033146,111,20848,79,67032,88070,0.005296054201059211,0.5842105263157895,0.01049695021041184,20959,2379.811513568752,2367.2079028045873,22823,2591.4613375723857,0.3758950793807244,0.8022092326857198
2015,sin_balanceo,f1_validacion,25,1,0.164467250955841,82,7748,108,80132,88070,0.010472541507024266,0.43157894736842106,0.020448877805486283,7830,889.0655160667651,879.7547405472919,10448,1186.3290564323834,0.3758950793807244,0.8022092326857198
2015,sin_balanceo,referencia_007217143,25,1,0.07217143,102,17196,88,70684,88070,0.005896635449184877,0.5368421052631579,0.011665141811527904,17298,1964.1194504371522,1952.537754059271,19396,2202.3390484841602,0.3758950793807244,0.8022092326857198
2015,sin_balanceo,costo,50,1,0.03486747089269901,118,22432,72,65448,88070,0.005232815964523282,0.6210526315789474,0.010378188214599824,22550,2560.463267855115,2547.0648347905076,26032,2955.830589303963,0.3758950793807244,0.8022092326857198
2015,sin_balanceo,f1_validacion,50,1,0.164467250955841,82,7748,108,80132,88070,0.010472541507024266,0.43157894736842106,0.020448877805486283,7830,889.0655160667651,879.7547405472919,13148,1492.9033723174748,0.3758950793807244,0.8022092326857198
2015,sin_balanceo,referencia_007217143,50,1,0.07217143,102,17196,88,70684,88070,0.005896635449184877,0.5368421052631579,0.011665141811527904,17298,1964.1194504371522,1952.537754059271,21596,2452.1403429090497,0.3758950793807244,0.8022092326857198
2015,sin_balanceo,costo,100,1,0.016519726771066157,126,24658,64,63222,88070,0.005083925112976113,0.6631578947368421,0.010090494113878433,24784,2814.1251277392985,2799.818326331327,31058,3526.513001021914,0.3758950793807244,0.8022092326857198
2015,sin_balanceo,f1_validacion,100,1,0.164467250955841,82,7748,108,80132,88070,0.010472541507024266,0.43157894736842106,0.020448877805486283,7830,889.0655160667651,879.7547405472919,18548,2106.0520040876577,0.3758950793807244,0.8022092326857198
2015,sin_balanceo,referencia_007217143,100,1,0.07217143,102,17196,88,70684,88070,0.005896635449184877,0.5368421052631579,0.011665141811527904,17298,1964.1194504371522,1952.537754059271,25996,2951.7429317588285,0.3758950793807244,0.8022092326857198
2015,submuestreo,costo,5,1,0.7609461698786175,14,11,176,87869,88070,0.56,0.07368421052631578,0.13023255813953488,25,2.8386510730101056,1.2490064721244465,891,101.16952424208016,0.22737454612535676,0.9064959993292289
2015,submuestreo,f1_validacion,5,1,0.7609461698786175,14,11,176,87869,88070,0.56,0.07368421052631578,0.13023255813953488,25,2.8386510730101056,1.2490064721244465,891,101.16952424208016,0.22737454612535676,0.9064959993292289
2015,submuestreo,referencia_007217143,5,1,0.07217143,177,73291,13,14589,88070,0.0024092121740077314,0.9315789473684211,0.0048059952754622715,73468,8342.000681276257,8321.903031679345,73356,8329.283524469172,0.22737454612535676,0.9064959993292289
2015,submuestreo,costo,10,1,0.7609461698786175,14,11,176,87869,88070,0.56,0.07368421052631578,0.13023255813953488,25,2.8386510730101056,1.2490064721244465,1771,201.0900420120359,0.22737454612535676,0.9064959993292289
2015,submuestreo,f1_validacion,10,1,0.7609461698786175,14,11,176,87869,88070,0.56,0.07368421052631578,0.13023255813953488,25,2.8386510730101056,1.2490064721244465,1771,201.0900420120359,0.22737454612535676,0.9064959993292289
2015,submuestreo,referencia_007217143,10,1,0.07217143,177,73291,13,14589,88070,0.0024092121740077314,0.9315789473684211,0.0048059952754622715,73468,8342.000681276257,8321.903031679345,73421,8336.664017259,0.22737454612535676,0.9064959993292289
2015,submuestreo,costo,25,1,0.6227897826602833,73,247,117,87633,88070,0.228125,0.38421052631578945,0.28627450980392155,320,36.33473373452935,28.045872601339845,3172,360.1680481435222,0.22737454612535676,0.9064959993292289
2015,submuestreo,f1_validacion,25,1,0.7609461698786175,14,11,176,87869,88070,0.56,0.07368421052631578,0.13023255813953488,25,2.8386510730101056,1.2490064721244465,4411,500.851595321903,0.22737454612535676,0.9064959993292289
2015,submuestreo,referencia_007217143,25,1,0.07217143,177,73291,13,14589,88070,0.0024092121740077314,0.9315789473684211,0.0048059952754622715,73468,8342.000681276257,8321.903031679345,73616,8358.805495628478,0.22737454612535676,0.9064959993292289
2015,submuestreo,costo,50,1,0.6227897826602833,73,247,117,87633,88070,0.228125,0.38421052631578945,0.28627450980392155,320,36.33473373452935,28.045872601339845,6097,692.2902236857045,0.22737454612535676,0.9064959993292289
2015,submuestreo,f1_validacion,50,1,0.7609461698786175,14,11,176,87869,88070,0.56,0.07368421052631578,0.13023255813953488,25,2.8386510730101056,1.2490064721244465,8811,1000.4541841716816,0.22737454612535676,0.9064959993292289
2015,submuestreo,referencia_007217143,50,1,0.07217143,177,73291,13,14589,88070,0.0024092121740077314,0.9315789473684211,0.0048059952754622715,73468,8342.000681276257,8321.903031679345,73941,8395.707959577609,0.22737454612535676,0.9064959993292289
2015,submuestreo,costo,100,1,0.4045232249940877,139,3212,51,84668,88070,0.04148015517755894,0.7315789473684211,0.0785088957921491,3351,380.49278982627453,364.70988986033836,8312,943.7947087544,0.22737454612535676,0.9064959993292289
2015,submuestreo,f1_validacion,100,1,0.7609461698786175,14,11,176,87869,88070,0.56,0.07368421052631578,0.13023255813953488,25,2.8386510730101056,1.2490064721244465,17611,1999.6593618712388,0.22737454612535676,0.9064959993292289
2015,submuestreo,referencia_007217143,100,1,0.07217143,177,73291,13,14589,88070,0.0024092121740077314,0.9315789473684211,0.0048059952754622715,73468,8342.000681276257,8321.903031679345,74591,8469.512887475872,0.22737454612535676,0.9064959993292289
2015,smotenc,costo,5,1,0.724887642176321,14,14,176,87866,88070,0.5,0.07368421052631578,0.12844036697247707,28,3.179289201771318,1.589644600885659,894,101.51016237084137,0.2103776303506985,0.8862914141293151
2015,smotenc,f1_validacion,5,1,0.5768130043177482,56,153,134,87727,88070,0.2679425837320574,0.29473684210526313,0.2807017543859649,209,23.73112297036448,17.372544566821848,823,93.44839332349267,0.2103776303506985,0.8862914141293151
2015,smotenc,referencia_007217143,5,1,0.07217143,175,69529,15,18351,88070,0.0025106163204407206,0.9210526315789473,0.005007582911265631,69704,7914.613375723856,7894.742818212785,69604,7903.258771431816,0.2103776303506985,0.8862914141293151
2015,smotenc,costo,10,1,0.724887642176321,14,14,176,87866,88070,0.5,0.07368421052631578,0.12844036697247707,28,3.179289201771318,1.589644600885659,1774,201.4306801407971,0.2103776303506985,0.8862914141293151
2015,smotenc,f1_validacion,10,1,0.5768130043177482,56,153,134,87727,88070,0.2679425837320574,0.29473684210526313,0.2807017543859649,209,23.73112297036448,17.372544566821848,1493,169.5242420801635,0.2103776303506985,0.8862914141293151
2015,smotenc,referencia_007217143,10,1,0.07217143,175,69529,15,18351,88070,0.0025106163204407206,0.9210526315789473,0.005007582911265631,69704,7914.613375723856,7894.742818212785,69679,7911.774724650846,0.2103776303506985,0.8862914141293151
2015,smotenc,costo,25,1,0.4891252344088401,87,364,103,87516,88070,0.19290465631929046,0.45789473684210524,0.2714508580343214,451,51.2092653571023,41.330759623027134,2939,333.711820143068,0.2103776303506985,0.8862914141293151
2015,smotenc,f1_validacion,25,1,0.5768130043177482,56,153,134,87727,88070,0.2679425837320574,0.29473684210526313,0.2807017543859649,209,23.73112297036448,17.372544566821848,3503,397.75178835017596,0.2103776303506985,0.8862914141293151
2015,smotenc,referencia_007217143,25,1,0.07217143,175,69529,15,18351,88070,0.0025106163204407206,0.9210526315789473,0.005007582911265631,69704,7914.613375723856,7894.742818212785,69904,7937.322584307936,0.2103776303506985,0.8862914141293151
2015,smotenc,costo,50,1,0.45323293308445506,102,511,88,87369,88070,0.16639477977161501,0.5368421052631579,0.25404732254047324,613,69.6037243102078,58.02202793232656,4911,557.6246167821051,0.2103776303506985,0.8862914141293151
