evaluation_year,strategy,cost_fn,hypothetical_alert_budget_per_10000,threshold,tp,fp,fn,tn,alerts,rows,precision,recall,f1,alerts_per_10000,cost
2015,submuestreo,5,100,0.7609461698786175,5.0,9.0,48.0,86601.0,14.0,86663.0,0.35714285714285715,0.09433962264150944,0.14925373134328357,1.6154529614714468,249.0
2015,submuestreo,5,250,0.7609461698786175,5.0,9.0,48.0,86601.0,14.0,86663.0,0.35714285714285715,0.09433962264150944,0.14925373134328357,1.6154529614714468,249.0
2015,submuestreo,10,10,0.7609461698786175,5.0,9.0,48.0,86601.0,14.0,86663.0,0.35714285714285715,0.09433962264150944,0.14925373134328357,1.6154529614714468,489.0
2015,submuestreo,10,25,0.7609461698786175,5.0,9.0,48.0,86601.0,14.0,86663.0,0.35714285714285715,0.09433962264150944,0.14925373134328357,1.6154529614714468,489.0
2015,submuestreo,10,50,0.7609461698786175,5.0,9.0,48.0,86601.0,14.0,86663.0,0.35714285714285715,0.09433962264150944,0.14925373134328357,1.6154529614714468,489.0
2015,submuestreo,10,100,0.7609461698786175,5.0,9.0,48.0,86601.0,14.0,86663.0,0.35714285714285715,0.09433962264150944,0.14925373134328357,1.6154529614714468,489.0
2015,submuestreo,10,250,0.7609461698786175,5.0,9.0,48.0,86601.0,14.0,86663.0,0.35714285714285715,0.09433962264150944,0.14925373134328357,1.6154529614714468,489.0
2015,submuestreo,25,10,0.7025445412388028,9.0,66.0,44.0,86544.0,75.0,86663.0,0.12,0.16981132075471697,0.140625,8.654212293597036,1166.0
2015,submuestreo,25,25,0.6520989047438102,17.0,184.0,36.0,86426.0,201.0,86663.0,0.0845771144278607,0.32075471698113206,0.13385826771653545,23.19328894684006,1084.0
2015,submuestreo,25,50,0.6227897826602833,21.0,281.0,32.0,86329.0,302.0,86663.0,0.0695364238410596,0.39622641509433965,0.11830985915492957,34.84762816888407,1081.0
2015,submuestreo,25,100,0.6227897826602833,21.0,281.0,32.0,86329.0,302.0,86663.0,0.0695364238410596,0.39622641509433965,0.11830985915492957,34.84762816888407,1081.0
2015,submuestreo,25,250,0.6227897826602833,21.0,281.0,32.0,86329.0,302.0,86663.0,0.0695364238410596,0.39622641509433965,0.11830985915492957,34.84762816888407,1081.0
2015,submuestreo,50,10,0.7025445412388028,9.0,66.0,44.0,86544.0,75.0,86663.0,0.12,0.16981132075471697,0.140625,8.654212293597036,2266.0
2015,submuestreo,50,25,0.6520989047438102,17.0,184.0,36.0,86426.0,201.0,86663.0,0.0845771144278607,0.32075471698113206,0.13385826771653545,23.19328894684006,1984.0
2015,submuestreo,50,50,0.6227897826602833,21.0,281.0,32.0,86329.0,302.0,86663.0,0.0695364238410596,0.39622641509433965,0.11830985915492957,34.84762816888407,1881.0
2015,submuestreo,50,100,0.6227897826602833,21.0,281.0,32.0,86329.0,302.0,86663.0,0.0695364238410596,0.39622641509433965,0.11830985915492957,34.84762816888407,1881.0
2015,submuestreo,50,250,0.6227897826602833,21.0,281.0,32.0,86329.0,302.0,86663.0,0.0695364238410596,0.39622641509433965,0.11830985915492957,34.84762816888407,1881.0
2015,submuestreo,100,10,0.7025445412388028,9.0,66.0,44.0,86544.0,75.0,86663.0,0.12,0.16981132075471697,0.140625,8.654212293597036,4466.0
2015,submuestreo,100,25,0.6520989047438102,17.0,184.0,36.0,86426.0,201.0,86663.0,0.0845771144278607,0.32075471698113206,0.13385826771653545,23.19328894684006,3784.0
2015,submuestreo,100,50,0.6227897826602833,21.0,281.0,32.0,86329.0,302.0,86663.0,0.0695364238410596,0.39622641509433965,0.11830985915492957,34.84762816888407,3481.0
2015,submuestreo,100,100,0.6227897826602833,21.0,281.0,32.0,86329.0,302.0,86663.0,0.0695364238410596,0.39622641509433965,0.11830985915492957,34.84762816888407,3481.0
2015,submuestreo,100,250,0.509024072453496,29.0,1043.0,24.0,85567.0,1072.0,86663.0,0.027052238805970148,0.5471698113207547,0.051555555555555556,123.69754104981364,3443.0
2015,smotenc,5,10,0.724887642176321,5.0,16.0,48.0,86594.0,21.0,86663.0,0.23809523809523808,0.09433962264150944,0.13513513513513514,2.42317944220717,256.0
2015,smotenc,5,25,0.724887642176321,5.0,16.0,48.0,86594.0,21.0,86663.0,0.23809523809523808,0.09433962264150944,0.13513513513513514,2.42317944220717,256.0
2015,smotenc,5,50,0.724887642176321,5.0,16.0,48.0,86594.0,21.0,86663.0,0.23809523809523808,0.09433962264150944,0.13513513513513514,2.42317944220717,256.0
2015,smotenc,5,100,0.724887642176321,5.0,16.0,48.0,86594.0,21.0,86663.0,0.23809523809523808,0.09433962264150944,0.13513513513513514,2.42317944220717,256.0
2015,smotenc,5,250,0.724887642176321,5.0,16.0,48.0,86594.0,21.0,86663.0,0.23809523809523808,0.09433962264150944,0.13513513513513514,2.42317944220717,256.0
2015,smotenc,10,10,0.724887642176321,5.0,16.0,48.0,86594.0,21.0,86663.0,0.23809523809523808,0.09433962264150944,0.13513513513513514,2.42317944220717,496.0
2015,smotenc,10,25,0.724887642176321,5.0,16.0,48.0,86594.0,21.0,86663.0,0.23809523809523808,0.09433962264150944,0.13513513513513514,2.42317944220717,496.0
2015,smotenc,10,50,0.724887642176321,5.0,16.0,48.0,86594.0,21.0,86663.0,0.23809523809523808,0.09433962264150944,0.13513513513513514,2.42317944220717,496.0
2015,smotenc,10,100,0.724887642176321,5.0,16.0,48.0,86594.0,21.0,86663.0,0.23809523809523808,0.09433962264150944,0.13513513513513514,2.42317944220717,496.0
2015,smotenc,10,250,0.724887642176321,5.0,16.0,48.0,86594.0,21.0,86663.0,0.23809523809523808,0.09433962264150944,0.13513513513513514,2.42317944220717,496.0
2015,smotenc,25,10,0.6588691626989197,8.0,57.0,45.0,86553.0,65.0,86663.0,0.12307692307692308,0.1509433962264151,0.13559322033898305,7.500317321117431,1182.0
2015,smotenc,25,25,0.5768130043177482,18.0,150.0,35.0,86460.0,168.0,86663.0,0.10714285714285714,0.33962264150943394,0.16289592760180996,19.38543553765736,1025.0
2015,smotenc,25,50,0.4891252344088401,28.0,371.0,25.0,86239.0,399.0,86663.0,0.07017543859649122,0.5283018867924528,0.12389380530973451,46.04040940193624,996.0
2015,smotenc,25,100,0.4891252344088401,28.0,371.0,25.0,86239.0,399.0,86663.0,0.07017543859649122,0.5283018867924528,0.12389380530973451,46.04040940193624,996.0
2015,smotenc,25,250,0.4891252344088401,28.0,371.0,25.0,86239.0,399.0,86663.0,0.07017543859649122,0.5283018867924528,0.12389380530973451,46.04040940193624,996.0
