evaluation_year,candidate,capacity_validation_per_10000,threshold,validation_tp,validation_fp,validation_recall,validation_alerts_per_10000,tp,fp,fn,tn,recall,precision,alerts,alerts_per_10000,cost_fn10,cost_fn100
2019,rf_revisado_reciente,10,0.18704450628259484,6,29,0.08695652173913043,7.890702497970962,2,39,121,73286,0.016260162601626018,0.04878048780487805,41,5.582180590349635,1249,12139
2019,rf_revisado_reciente,25,0.13937367878103324,7,88,0.10144927536231885,21.417621065921182,4,112,119,73213,0.032520325203252036,0.034482758620689655,116,15.793486548306285,1302,12012
2019,rf_revisado_reciente,50,0.10048459715211161,9,204,0.13043478260869565,48.02056091622328,6,289,117,73036,0.04878048780487805,0.020338983050847456,295,40.16447010129615,1459,11989
2019,rf_revisado_reciente,100,0.07329089597695711,14,417,0.2028985507246377,97.16836504644243,10,583,113,72742,0.08130081300813008,0.016863406408094434,593,80.73739244091058,1713,11883
2019,rf_revisado_reciente,250,0.045808185909846255,16,1011,0.2318840579710145,231.53575615474796,15,1516,108,71809,0.12195121951219512,0.009797517962116264,1531,208.44679228842173,2596,12316
2019,rf_variables_revisadas,10,0.04583877685873359,9,21,0.13043478260869565,6.763459283975111,4,37,119,73288,0.032520325203252036,0.0975609756097561,41,5.582180590349635,1227,11937
2019,rf_variables_revisadas,25,0.019119950371937422,11,87,0.15942028985507245,22.093966994318695,11,145,112,73180,0.08943089430894309,0.07051282051282051,156,21.23951639254983,1265,11345
2019,rf_variables_revisadas,50,0.016299916471322028,12,117,0.17391304347826086,29.082874921092976,11,191,112,73134,0.08943089430894309,0.054455445544554455,202,27.50245071342991,1311,11391
2019,rf_variables_revisadas,100,0.01143784137545792,15,263,0.21739130434782608,62.674722698169354,15,387,108,72938,0.12195121951219512,0.03731343283582089,402,54.732599934647645,1467,11187
2019,rf_variables_revisadas,250,0.007573432672505934,19,888,0.2753623188405797,204.48191901884752,20,1470,103,71855,0.16260162601626016,0.013422818791946308,1490,202.8646116980721,2500,11770
