evaluation_year,candidate,round,cost_fn,capacity_per_10000,threshold,validation_tp,validation_fp,validation_fn,validation_cost,validation_alerts_per_10000,tp,fp,fn,tn,rows,precision,recall,f1,alerts,alerts_per_10000,fp_per_10000,cost
2015,r1_sin_balanceo,R1_rethresholded_common_validation,100,250,0.016519726771066157,40.0,371.0,13.0,1671,47.42508336891176,126,24658,64,63222,88070,0.005083925112976113,0.6631578947368421,0.010090494113878433,24784,2814.1251277392985,2799.818326331327,31058
2015,r1_submuestreo,R1_rethresholded_common_validation,5,10,0.7609461698786175,5.0,9.0,48.0,249,1.6154529614714468,14,11,176,87869,88070,0.56,0.07368421052631578,0.13023255813953488,25,2.8386510730101056,1.2490064721244465,891
2015,r1_submuestreo,R1_rethresholded_common_validation,5,25,0.7609461698786175,5.0,9.0,48.0,249,1.6154529614714468,14,11,176,87869,88070,0.56,0.07368421052631578,0.13023255813953488,25,2.8386510730101056,1.2490064721244465,891
2015,r1_submuestreo,R1_rethresholded_common_validation,5,50,0.7609461698786175,5.0,9.0,48.0,249,1.6154529614714468,14,11,176,87869,88070,0.56,0.07368421052631578,0.13023255813953488,25,2.8386510730101056,1.2490064721244465,891
2015,r1_submuestreo,R1_rethresholded_common_validation,5,100,0.7609461698786175,5.0,9.0,48.0,249,1.6154529614714468,14,11,176,87869,88070,0.56,0.07368421052631578,0.13023255813953488,25,2.8386510730101056,1.2490064721244465,891
2015,r1_submuestreo,R1_rethresholded_common_validation,5,250,0.7609461698786175,5.0,9.0,48.0,249,1.6154529614714468,14,11,176,87869,88070,0.56,0.07368421052631578,0.13023255813953488,25,2.8386510730101056,1.2490064721244465,891
2015,r1_submuestreo,R1_rethresholded_common_validation,10,10,0.7609461698786175,5.0,9.0,48.0,489,1.6154529614714468,14,11,176,87869,88070,0.56,0.07368421052631578,0.13023255813953488,25,2.8386510730101056,1.2490064721244465,1771
2015,r1_submuestreo,R1_rethresholded_common_validation,10,25,0.7609461698786175,5.0,9.0,48.0,489,1.6154529614714468,14,11,176,87869,88070,0.56,0.07368421052631578,0.13023255813953488,25,2.8386510730101056,1.2490064721244465,1771
2015,r1_submuestreo,R1_rethresholded_common_validation,10,50,0.7609461698786175,5.0,9.0,48.0,489,1.6154529614714468,14,11,176,87869,88070,0.56,0.07368421052631578,0.13023255813953488,25,2.8386510730101056,1.2490064721244465,1771
2015,r1_submuestreo,R1_rethresholded_common_validation,10,100,0.7609461698786175,5.0,9.0,48.0,489,1.6154529614714468,14,11,176,87869,88070,0.56,0.07368421052631578,0.13023255813953488,25,2.8386510730101056,1.2490064721244465,1771
2015,r1_submuestreo,R1_rethresholded_common_validation,10,250,0.7609461698786175,5.0,9.0,48.0,489,1.6154529614714468,14,11,176,87869,88070,0.56,0.07368421052631578,0.13023255813953488,25,2.8386510730101056,1.2490064721244465,1771
2015,r1_submuestreo,R1_rethresholded_common_validation,25,10,0.7025445412388028,9.0,66.0,44.0,1166,8.654212293597036,35,44,155,87836,88070,0.4430379746835443,0.18421052631578946,0.26022304832713755,79,8.970137390711933,4.996025888497786,3919
2015,r1_submuestreo,R1_rethresholded_common_validation,25,25,0.6520989047438102,17.0,184.0,36.0,1084,23.19328894684006,60,140,130,87740,88070,0.3,0.3157894736842105,0.3076923076923077,200,22.709208584080844,15.896446008856591,3390
2015,r1_submuestreo,R1_rethresholded_common_validation,25,50,0.6227897826602833,21.0,281.0,32.0,1081,34.84762816888407,73,247,117,87633,88070,0.228125,0.38421052631578945,0.28627450980392155,320,36.33473373452935,28.045872601339845,3172
2015,r1_submuestreo,R1_rethresholded_common_validation,25,100,0.6227897826602833,21.0,281.0,32.0,1081,34.84762816888407,73,247,117,87633,88070,0.228125,0.38421052631578945,0.28627450980392155,320,36.33473373452935,28.045872601339845,3172
2015,r1_submuestreo,R1_rethresholded_common_validation,25,250,0.6227897826602833,21.0,281.0,32.0,1081,34.84762816888407,73,247,117,87633,88070,0.228125,0.38421052631578945,0.28627450980392155,320,36.33473373452935,28.045872601339845,3172
2015,r1_submuestreo,R1_rethresholded_common_validation,50,10,0.7025445412388028,9.0,66.0,44.0,2266,8.654212293597036,35,44,155,87836,88070,0.4430379746835443,0.18421052631578946,0.26022304832713755,79,8.970137390711933,4.996025888497786,7794
2015,r1_submuestreo,R1_rethresholded_common_validation,50,25,0.6520989047438102,17.0,184.0,36.0,1984,23.19328894684006,60,140,130,87740,88070,0.3,0.3157894736842105,0.3076923076923077,200,22.709208584080844,15.896446008856591,6640
2015,r1_submuestreo,R1_rethresholded_common_validation,50,50,0.6227897826602833,21.0,281.0,32.0,1881,34.84762816888407,73,247,117,87633,88070,0.228125,0.38421052631578945,0.28627450980392155,320,36.33473373452935,28.045872601339845,6097
2015,r1_submuestreo,R1_rethresholded_common_validation,50,100,0.6227897826602833,21.0,281.0,32.0,1881,34.84762816888407,73,247,117,87633,88070,0.228125,0.38421052631578945,0.28627450980392155,320,36.33473373452935,28.045872601339845,6097
2015,r1_submuestreo,R1_rethresholded_common_validation,50,250,0.6227897826602833,21.0,281.0,32.0,1881,34.84762816888407,73,247,117,87633,88070,0.228125,0.38421052631578945,0.28627450980392155,320,36.33473373452935,28.045872601339845,6097
2015,r1_submuestreo,R1_rethresholded_common_validation,100,10,0.7025445412388028,9.0,66.0,44.0,4466,8.654212293597036,35,44,155,87836,88070,0.4430379746835443,0.18421052631578946,0.26022304832713755,79,8.970137390711933,4.996025888497786,15544
2015,r1_submuestreo,R1_rethresholded_common_validation,100,25,0.6520989047438102,17.0,184.0,36.0,3784,23.19328894684006,60,140,130,87740,88070,0.3,0.3157894736842105,0.3076923076923077,200,22.709208584080844,15.896446008856591,13140
2015,r1_submuestreo,R1_rethresholded_common_validation,100,50,0.6227897826602833,21.0,281.0,32.0,3481,34.84762816888407,73,247,117,87633,88070,0.228125,0.38421052631578945,0.28627450980392155,320,36.33473373452935,28.045872601339845,11947
2015,r1_submuestreo,R1_rethresholded_common_validation,100,100,0.6227897826602833,21.0,281.0,32.0,3481,34.84762816888407,73,247,117,87633,88070,0.228125,0.38421052631578945,0.28627450980392155,320,36.33473373452935,28.045872601339845,11947
2015,r1_submuestreo,R1_rethresholded_common_validation,100,250,0.509024072453496,29.0,1043.0,24.0,3443,123.69754104981364,117,1055,73,86825,88070,0.09982935153583618,0.6157894736842106,0.17180616740088106,1172,133.07596230271375,119.79107528102645,8355
2015,r1_smotenc,R1_rethresholded_common_validation,5,10,0.724887642176321,5.0,16.0,48.0,256,2.42317944220717,14,14,176,87866,88070,0.5,0.07368421052631578,0.12844036697247707,28,3.179289201771318,1.589644600885659,894
2015,r1_smotenc,R1_rethresholded_common_validation,5,25,0.724887642176321,5.0,16.0,48.0,256,2.42317944220717,14,14,176,87866,88070,0.5,0.07368421052631578,0.12844036697247707,28,3.179289201771318,1.589644600885659,894
2015,r1_smotenc,R1_rethresholded_common_validation,5,50,0.724887642176321,5.0,16.0,48.0,256,2.42317944220717,14,14,176,87866,88070,0.5,0.07368421052631578,0.12844036697247707,28,3.179289201771318,1.589644600885659,894
2015,r1_smotenc,R1_rethresholded_common_validation,5,100,0.724887642176321,5.0,16.0,48.0,256,2.42317944220717,14,14,176,87866,88070,0.5,0.07368421052631578,0.12844036697247707,28,3.179289201771318,1.589644600885659,894
2015,r1_smotenc,R1_rethresholded_common_validation,5,250,0.724887642176321,5.0,16.0,48.0,256,2.42317944220717,14,14,176,87866,88070,0.5,0.07368421052631578,0.12844036697247707,28,3.179289201771318,1.589644600885659,894
2015,r1_smotenc,R1_rethresholded_common_validation,10,10,0.724887642176321,5.0,16.0,48.0,496,2.42317944220717,14,14,176,87866,88070,0.5,0.07368421052631578,0.12844036697247707,28,3.179289201771318,1.589644600885659,1774
2015,r1_smotenc,R1_rethresholded_common_validation,10,25,0.724887642176321,5.0,16.0,48.0,496,2.42317944220717,14,14,176,87866,88070,0.5,0.07368421052631578,0.12844036697247707,28,3.179289201771318,1.589644600885659,1774
2015,r1_smotenc,R1_rethresholded_common_validation,10,50,0.724887642176321,5.0,16.0,48.0,496,2.42317944220717,14,14,176,87866,88070,0.5,0.07368421052631578,0.12844036697247707,28,3.179289201771318,1.589644600885659,1774
2015,r1_smotenc,R1_rethresholded_common_validation,10,100,0.724887642176321,5.0,16.0,48.0,496,2.42317944220717,14,14,176,87866,88070,0.5,0.07368421052631578,0.12844036697247707,28,3.179289201771318,1.589644600885659,1774
2015,r1_smotenc,R1_rethresholded_common_validation,10,250,0.724887642176321,5.0,16.0,48.0,496,2.42317944220717,14,14,176,87866,88070,0.5,0.07368421052631578,0.12844036697247707,28,3.179289201771318,1.589644600885659,1774
2015,r1_smotenc,R1_rethresholded_common_validation,25,10,0.6588691626989197,8.0,57.0,45.0,1182,7.500317321117431,29,51,161,87829,88070,0.3625,0.15263157894736842,0.21481481481481482,80,9.083683433632338,5.790848188940616,4076
2015,r1_smotenc,R1_rethresholded_common_validation,25,25,0.5768130043177482,18.0,150.0,35.0,1025,19.38543553765736,56,153,134,87727,88070,0.2679425837320574,0.29473684210526313,0.2807017543859649,209,23.73112297036448,17.372544566821848,3503
2015,r1_smotenc,R1_rethresholded_common_validation,25,50,0.4891252344088401,28.0,371.0,25.0,996,46.04040940193624,87,364,103,87516,88070,0.19290465631929046,0.45789473684210524,0.2714508580343214,451,51.2092653571023,41.330759623027134,2939
2015,r1_smotenc,R1_rethresholded_common_validation,25,100,0.4891252344088401,28.0,371.0,25.0,996,46.04040940193624,87,364,103,87516,88070,0.19290465631929046,0.45789473684210524,0.2714508580343214,451,51.2092653571023,41.330759623027134,2939
2015,r1_smotenc,R1_rethresholded_common_validation,25,250,0.4891252344088401,28.0,371.0,25.0,996,46.04040940193624,87,364,103,87516,88070,0.19290465631929046,0.45789473684210524,0.2714508580343214,451,51.2092653571023,41.330759623027134,2939
2015,r1_smotenc,R1_rethresholded_common_validation,50,10,0.6588691626989197,8.0,57.0,45.0,2307,7.500317321117431,29,51,161,87829,88070,0.3625,0.15263157894736842,0.21481481481481482,80,9.083683433632338,5.790848188940616,8101
2015,r1_smotenc,R1_rethresholded_common_validation,50,25,0.5768130043177482,18.0,150.0,35.0,1900,19.38543553765736,56,153,134,87727,88070,0.2679425837320574,0.29473684210526313,0.2807017543859649,209,23.73112297036448,17.372544566821848,6853
2015,r1_smotenc,R1_rethresholded_common_validation,50,50,0.4891252344088401,28.0,371.0,25.0,1621,46.04040940193624,87,364,103,87516,88070,0.19290465631929046,0.45789473684210524,0.2714508580343214,451,51.2092653571023,41.330759623027134,5514
2015,r1_smotenc,R1_rethresholded_common_validation,50,100,0.45323293308445506,31.0,505.0,22.0,1605,61.84877052490682,102,511,88,87369,88070,0.16639477977161501,0.5368421052631579,0.25404732254047324,613,69.6037243102078,58.02202793232656,4911
2015,r1_smotenc,R1_rethresholded_common_validation,50,250,0.45323293308445506,31.0,505.0,22.0,1605,61.84877052490682,102,511,88,87369,88070,0.16639477977161501,0.5368421052631579,0.25404732254047324,613,69.6037243102078,58.02202793232656,4911
2015,r1_smotenc,R1_rethresholded_common_validation,100,10,0.6588691626989197,8.0,57.0,45.0,4557,7.500317321117431,29,51,161,87829,88070,0.3625,0.15263157894736842,0.21481481481481482,80,9.083683433632338,5.790848188940616,16151
2015,r1_smotenc,R1_rethresholded_common_validation,100,25,0.5768130043177482,18.0,150.0,35.0,3650,19.38543553765736,56,153,134,87727,88070,0.2679425837320574,0.29473684210526313,0.2807017543859649,209,23.73112297036448,17.372544566821848,13553
2015,r1_smotenc,R1_rethresholded_common_validation,100,50,0.4891252344088401,28.0,371.0,25.0,2871,46.04040940193624,87,364,103,87516,88070,0.19290465631929046,0.45789473684210524,0.2714508580343214,451,51.2092653571023,41.330759623027134,10664
2015,r1_smotenc,R1_rethresholded_common_validation,100,100,0.40176406530730474,34.0,800.0,19.0,2700,96.23484070479904,120,812,70,87068,88070,0.12875536480686695,0.631578947368421,0.21390374331550802,932,105.82491200181674,92.19938685136823,7812
2015,r1_smotenc,R1_rethresholded_common_validation,100,250,0.3854012022840137,36.0,925.0,17.0,2625,110.88930685529003,123,944,67,86936,88070,0.11527647610121837,0.6473684210526316,0.1957040572792363,1067,121.1536277960713,107.18746451686158,7644
2015,r1_pesos_clase,R1_rethresholded_common_validation,5,10,0.8187729943545314,3.0,10.0,50.0,260,1.5000634642234862,20,7,170,87873,88070,0.7407407407407407,0.10526315789473684,0.18433179723502305,27,3.065743158850914,0.7948223004428295,857
2015,r1_pesos_clase,R1_rethresholded_common_validation,5,25,0.8187729943545314,3.0,10.0,50.0,260,1.5000634642234862,20,7,170,87873,88070,0.7407407407407407,0.10526315789473684,0.18433179723502305,27,3.065743158850914,0.7948223004428295,857
2015,r1_pesos_clase,R1_rethresholded_common_validation,5,50,0.8187729943545314,3.0,10.0,50.0,260,1.5000634642234862,20,7,170,87873,88070,0.7407407407407407,0.10526315789473684,0.18433179723502305,27,3.065743158850914,0.7948223004428295,857
2015,r1_pesos_clase,R1_rethresholded_common_validation,5,100,0.8187729943545314,3.0,10.0,50.0,260,1.5000634642234862,20,7,170,87873,88070,0.7407407407407407,0.10526315789473684,0.18433179723502305,27,3.065743158850914,0.7948223004428295,857
2015,r1_pesos_clase,R1_rethresholded_common_validation,5,250,0.8187729943545314,3.0,10.0,50.0,260,1.5000634642234862,20,7,170,87873,88070,0.7407407407407407,0.10526315789473684,0.18433179723502305,27,3.065743158850914,0.7948223004428295,857
2015,r1_pesos_clase,R1_rethresholded_common_validation,10,10,0.7397769367966599,10.0,72.0,43.0,502,9.46193877433276,43,66,147,87814,88070,0.3944954128440367,0.22631578947368422,0.28762541806020064,109,12.37651867832406,7.4940388327466785,1536
2015,r1_pesos_clase,R1_rethresholded_common_validation,10,25,0.7159845724600464,14.0,108.0,39.0,498,14.07751866425118,52,102,138,87778,88070,0.33766233766233766,0.2736842105263158,0.3023255813953488,154,17.486090609742252,11.581696377881231,1482
2015,r1_pesos_clase,R1_rethresholded_common_validation,10,50,0.7159845724600464,14.0,108.0,39.0,498,14.07751866425118,52,102,138,87778,88070,0.33766233766233766,0.2736842105263158,0.3023255813953488,154,17.486090609742252,11.581696377881231,1482
2015,r1_pesos_clase,R1_rethresholded_common_validation,10,100,0.7159845724600464,14.0,108.0,39.0,498,14.07751866425118,52,102,138,87778,88070,0.33766233766233766,0.2736842105263158,0.3023255813953488,154,17.486090609742252,11.581696377881231,1482
2015,r1_pesos_clase,R1_rethresholded_common_validation,10,250,0.7159845724600464,14.0,108.0,39.0,498,14.07751866425118,52,102,138,87778,88070,0.33766233766233766,0.2736842105263158,0.3023255813953488,154,17.486090609742252,11.581696377881231,1482
2015,r1_pesos_clase,R1_rethresholded_common_validation,25,10,0.7397769367966599,10.0,72.0,43.0,1147,9.46193877433276,43,66,147,87814,88070,0.3944954128440367,0.22631578947368422,0.28762541806020064,109,12.37651867832406,7.4940388327466785,3741
2015,r1_pesos_clase,R1_rethresholded_common_validation,25,25,0.7159845724600464,14.0,108.0,39.0,1083,14.07751866425118,52,102,138,87778,88070,0.33766233766233766,0.2736842105263158,0.3023255813953488,154,17.486090609742252,11.581696377881231,3552
2015,r1_pesos_clase,R1_rethresholded_common_validation,25,50,0.6051404501238555,27.0,392.0,26.0,1042,48.34819934689544,95,361,95,87519,88070,0.20833333333333334,0.5,0.29411764705882354,456,51.776995571704326,40.99012149426593,2736
2015,r1_pesos_clase,R1_rethresholded_common_validation,25,100,0.5580218253084854,36.0,613.0,17.0,1038,74.88778371392635,115,561,75,87319,88070,0.17011834319526628,0.6052631578947368,0.26558891454965355,676,76.75712501419325,63.69933007834677,2436
2015,r1_pesos_clase,R1_rethresholded_common_validation,25,250,0.5580218253084854,36.0,613.0,17.0,1038,74.88778371392635,115,561,75,87319,88070,0.17011834319526628,0.6052631578947368,0.26558891454965355,676,76.75712501419325,63.69933007834677,2436
2015,r1_pesos_clase,R1_rethresholded_common_validation,50,10,0.7397769367966599,10.0,72.0,43.0,2222,9.46193877433276,43,66,147,87814,88070,0.3944954128440367,0.22631578947368422,0.28762541806020064,109,12.37651867832406,7.4940388327466785,7416
2015,r1_pesos_clase,R1_rethresholded_common_validation,50,25,0.6790446621621683,16.0,174.0,37.0,2024,21.924004477112494,65,163,125,87717,88070,0.2850877192982456,0.34210526315789475,0.31100478468899523,228,25.888497785852163,18.50800499602589,6413
2015,r1_pesos_clase,R1_rethresholded_common_validation,50,50,0.6051404501238555,27.0,392.0,26.0,1692,48.34819934689544,95,361,95,87519,88070,0.20833333333333334,0.5,0.29411764705882354,456,51.776995571704326,40.99012149426593,5111
2015,r1_pesos_clase,R1_rethresholded_common_validation,50,100,0.5580218253084854,36.0,613.0,17.0,1463,74.88778371392635,115,561,75,87319,88070,0.17011834319526628,0.6052631578947368,0.26558891454965355,676,76.75712501419325,63.69933007834677,4311
2015,r1_pesos_clase,R1_rethresholded_common_validation,50,250,0.5580218253084854,36.0,613.0,17.0,1463,74.88778371392635,115,561,75,87319,88070,0.17011834319526628,0.6052631578947368,0.26558891454965355,676,76.75712501419325,63.69933007834677,4311
2015,r1_pesos_clase,R1_rethresholded_common_validation,100,10,0.7397769367966599,10.0,72.0,43.0,4372,9.46193877433276,43,66,147,87814,88070,0.3944954128440367,0.22631578947368422,0.28762541806020064,109,12.37651867832406,7.4940388327466785,14766
2015,r1_pesos_clase,R1_rethresholded_common_validation,100,25,0.6790446621621683,16.0,174.0,37.0,3874,21.924004477112494,65,163,125,87717,88070,0.2850877192982456,0.34210526315789475,0.31100478468899523,228,25.888497785852163,18.50800499602589,12663
2015,r1_pesos_clase,R1_rethresholded_common_validation,100,50,0.6051404501238555,27.0,392.0,26.0,2992,48.34819934689544,95,361,95,87519,88070,0.20833333333333334,0.5,0.29411764705882354,456,51.776995571704326,40.99012149426593,9861
2015,r1_pesos_clase,R1_rethresholded_common_validation,100,100,0.5580218253084854,36.0,613.0,17.0,2313,74.88778371392635,115,561,75,87319,88070,0.17011834319526628,0.6052631578947368,0.26558891454965355,676,76.75712501419325,63.69933007834677,8061
2015,r1_pesos_clase,R1_rethresholded_common_validation,100,250,0.5580218253084854,36.0,613.0,17.0,2313,74.88778371392635,115,561,75,87319,88070,0.17011834319526628,0.6052631578947368,0.26558891454965355,676,76.75712501419325,63.69933007834677,8061
2015,rf_actualizado,R2_new_fit,5,10,0.164467250955841,26.0,2.0,27.0,137,3.2309059229428936,82,7748,108,80132,88070,0.010472541507024266,0.43157894736842106,0.020448877805486283,7830,889.0655160667651,879.7547405472919,8288
2015,rf_actualizado,R2_new_fit,5,25,0.164467250955841,26.0,2.0,27.0,137,3.2309059229428936,82,7748,108,80132,88070,0.010472541507024266,0.43157894736842106,0.020448877805486283,7830,889.0655160667651,879.7547405472919,8288
2015,rf_actualizado,R2_new_fit,5,50,0.164467250955841,26.0,2.0,27.0,137,3.2309059229428936,82,7748,108,80132,88070,0.010472541507024266,0.43157894736842106,0.020448877805486283,7830,889.0655160667651,879.7547405472919,8288
2015,rf_actualizado,R2_new_fit,5,100,0.164467250955841,26.0,2.0,27.0,137,3.2309059229428936,82,7748,108,80132,88070,0.010472541507024266,0.43157894736842106,0.020448877805486283,7830,889.0655160667651,879.7547405472919,8288
2015,rf_actualizado,R2_new_fit,5,250,0.164467250955841,26.0,2.0,27.0,137,3.2309059229428936,82,7748,108,80132,88070,0.010472541507024266,0.43157894736842106,0.020448877805486283,7830,889.0655160667651,879.7547405472919,8288
2015,rf_actualizado,R2_new_fit,10,10,0.056664524516358575,32.0,36.0,21.0,246,7.846485812861313,102,20103,88,67777,88070,0.005048255382331106,0.5368421052631579,0.010002451581269918,20205,2294.1977972067675,2282.616100828886,20983
2015,rf_actualizado,R2_new_fit,10,25,0.04657407529033145,34.0,54.0,19.0,244,10.154275757820525,111,20848,79,67032,88070,0.005296054201059211,0.5842105263157895,0.01049695021041184,20959,2379.811513568752,2367.2079028045873,21638
2015,rf_actualizado,R2_new_fit,10,50,0.04657407529033145,34.0,54.0,19.0,244,10.154275757820525,111,20848,79,67032,88070,0.005296054201059211,0.5842105263157895,0.01049695021041184,20959,2379.811513568752,2367.2079028045873,21638
2015,rf_actualizado,R2_new_fit,10,100,0.04657407529033145,34.0,54.0,19.0,244,10.154275757820525,111,20848,79,67032,88070,0.005296054201059211,0.5842105263157895,0.01049695021041184,20959,2379.811513568752,2367.2079028045873,21638
2015,rf_actualizado,R2_new_fit,10,250,0.04657407529033145,34.0,54.0,19.0,244,10.154275757820525,111,20848,79,67032,88070,0.005296054201059211,0.5842105263157895,0.01049695021041184,20959,2379.811513568752,2367.2079028045873,21638
2015,rf_actualizado,R2_new_fit,25,10,0.05199335280409059,33.0,46.0,20.0,546,9.115770282588878,104,20494,86,67386,88070,0.005049033886785125,0.5473684210526316,0.010005772561092939,20598,2338.821392074486,2327.012603610764,22644
2015,rf_actualizado,R2_new_fit,25,25,0.04657407529033145,34.0,54.0,19.0,529,10.154275757820525,111,20848,79,67032,88070,0.005296054201059211,0.5842105263157895,0.01049695021041184,20959,2379.811513568752,2367.2079028045873,22823
2015,rf_actualizado,R2_new_fit,25,50,0.04657407529033145,34.0,54.0,19.0,529,10.154275757820525,111,20848,79,67032,88070,0.005296054201059211,0.5842105263157895,0.01049695021041184,20959,2379.811513568752,2367.2079028045873,22823
