evaluation_year,candidate,round,cost_fn,threshold,tp,fp,fn,tn,alerts,rows,precision,recall,f1,alerts_per_10000,cost
2016,rf_profundo,previous,100,0.04,98.0,256.0,35.0,44030.0,354.0,44419.0,0.2768361581920904,0.7368421052631579,0.4024640657084189,79.69562574573943,3756
2016,rf_reciente_3a,previous,5,0.048851334059980885,72.0,37.0,61.0,44249.0,109.0,44419.0,0.6605504587155964,0.5413533834586466,0.5950413223140496,24.53904860532655,342
2016,rf_reciente_3a,previous,10,0.03785462832551298,76.0,69.0,57.0,44217.0,145.0,44419.0,0.5241379310344828,0.5714285714285714,0.5467625899280576,32.643688511672934,639
2016,rf_reciente_3a,previous,25,0.03129941427052935,78.0,100.0,55.0,44186.0,178.0,44419.0,0.43820224719101125,0.5864661654135338,0.5016077170418006,40.07294175915712,1475
2016,rf_reciente_3a,previous,50,0.03129941427052935,78.0,100.0,55.0,44186.0,178.0,44419.0,0.43820224719101125,0.5864661654135338,0.5016077170418006,40.07294175915712,2850
2016,rf_reciente_3a,previous,100,0.011145625470026631,94.0,1118.0,39.0,43168.0,1212.0,44419.0,0.07755775577557755,0.706766917293233,0.13977695167286244,272.8562101803282,5018
2016,rf_reciente_profundo,previous,5,0.12,74.0,7.0,59.0,44279.0,81.0,44419.0,0.9135802469135802,0.556390977443609,0.6915887850467289,18.23543978927936,302
2016,rf_reciente_profundo,previous,10,0.065,80.0,55.0,53.0,44231.0,135.0,44419.0,0.5925925925925926,0.6015037593984962,0.5970149253731343,30.39239964879894,585
2016,rf_reciente_profundo,previous,25,0.065,80.0,55.0,53.0,44231.0,135.0,44419.0,0.5925925925925926,0.6015037593984962,0.5970149253731343,30.39239964879894,1380
2016,rf_reciente_profundo,previous,50,0.045,85.0,238.0,48.0,44048.0,323.0,44419.0,0.2631578947368421,0.6390977443609023,0.37280701754385964,72.71663027083005,2638
2016,rf_reciente_profundo,previous,100,0.045,85.0,238.0,48.0,44048.0,323.0,44419.0,0.2631578947368421,0.6390977443609023,0.37280701754385964,72.71663027083005,5038
2016,rf_revisado_reciente,previous,5,0.09243139700443562,80.0,71.0,53.0,44215.0,151.0,44419.0,0.5298013245033113,0.6015037593984962,0.5633802816901409,33.99446182939733,336
2016,rf_revisado_reciente,previous,10,0.09243139700443562,80.0,71.0,53.0,44215.0,151.0,44419.0,0.5298013245033113,0.6015037593984962,0.5633802816901409,33.99446182939733,601
2016,rf_revisado_reciente,previous,25,0.04168359661867958,101.0,421.0,32.0,43865.0,522.0,44419.0,0.19348659003831417,0.7593984962406015,0.3083969465648855,117.51727864202256,1221
2016,rf_revisado_reciente,previous,50,0.04168359661867958,101.0,421.0,32.0,43865.0,522.0,44419.0,0.19348659003831417,0.7593984962406015,0.3083969465648855,117.51727864202256,2021
2016,rf_revisado_reciente,previous,100,0.024844476861955598,111.0,1005.0,22.0,43281.0,1116.0,44419.0,0.09946236559139784,0.8345864661654135,0.177742193755004,251.24383709673788,3205
2016,rf_variables_revisadas,previous,5,0.048107791790953695,82.0,21.0,51.0,44265.0,103.0,44419.0,0.7961165048543689,0.6165413533834586,0.6949152542372882,23.188275287602153,276
2016,rf_variables_revisadas,previous,10,0.025249642946088904,89.0,63.0,44.0,44223.0,152.0,44419.0,0.5855263157894737,0.6691729323308271,0.624561403508772,34.21959071568473,503
