evaluation_year,candidate,round,capacity_validation_per_10000,threshold,validation_tp,validation_fp,validation_recall,validation_alerts_per_10000,tp,fp,fn,tn,rows,precision,recall,f1,alerts,alerts_per_10000,fp_per_10000
2015,rf_actualizado,previous,25,0.03486747089269901,35.0,94.0,0.660377358490566,14.885245144986904,118,22432,72,65448,88070,0.005232815964523282,0.6210526315789474,0.010378188214599824,22550,2560.463267855115,2547.0648347905076
2015,rf_actualizado,previous,50,0.016519726771066157,40.0,371.0,0.7547169811320755,47.42508336891176,126,24658,64,63222,88070,0.005083925112976113,0.6631578947368421,0.010090494113878433,24784,2814.1251277392985,2799.818326331327
2015,rf_actualizado,previous,100,0.014666496250101906,41.0,484.0,0.7735849056603774,60.57948605517925,128,24909,62,62971,88070,0.005112433598274554,0.6736842105263158,0.010147857454314822,25037,2842.8522765981606,2828.318383104349
2015,rf_actualizado,previous,250,0.008892138596922438,46.0,1793.0,0.8679245283018868,212.20128543899932,153,26936,37,60944,88070,0.005648049023588911,0.8052631578947368,0.011217419993401518,27089,3075.84875667083,3058.476212104008
2015,rf_peso10_reciente,previous,10,0.13736302291125613,23.0,42.0,0.4339622641509434,7.500317321117431,70,9325,120,78555,88070,0.007450771687067589,0.3684210526315789,0.014606155451225874,9395,1066.7650732371976,1058.8168502327694
2015,rf_peso10_reciente,previous,25,0.07732997574740966,30.0,178.0,0.5660377358490566,24.00101542757578,106,12432,84,75448,88070,0.008454298931249002,0.5578947368421052,0.016656191074795726,12538,1423.6402861360282,1411.6044055864654
2015,rf_peso10_reciente,previous,50,0.05841691969814418,33.0,384.0,0.6226415094339622,48.11742035239952,114,13967,76,73913,88070,0.008096015907961083,0.6,0.015976455749421904,14081,1598.8418303622118,1585.8975814692858
2015,rf_peso10_reciente,previous,100,0.04241522351803682,37.0,767.0,0.6981132075471698,92.77315578736024,132,17920,58,69960,88070,0.007312209173498781,0.6947368421052632,0.01447209735774586,18052,2049.733166799137,2034.7450891336437
2015,rf_peso10_reciente,previous,250,0.0262049565323113,44.0,1986.0,0.8301886792452831,234.2406794133598,154,25483,36,62397,88070,0.00600694309006514,0.8105263157894737,0.01192550431718744,25637,2910.979902350403,2893.493811740661
2015,rf_profundo,previous,10,0.1,35.0,45.0,0.660377358490566,9.231159779836839,119,22882,71,64998,88070,0.005173688100517369,0.6263157894736842,0.010262601871415635,23001,2611.6725332122173,2598.1605541046893
2015,rf_profundo,previous,25,0.06,36.0,132.0,0.6792452830188679,19.38543553765736,127,23885,63,63995,88070,0.0052890221555888725,0.6684210526315789,0.010495000413188993,24012,2726.4675826047464,2712.0472351538547
2015,rf_profundo,previous,50,0.035,39.0,350.0,0.7358490566037735,44.88651442945663,130,24910,60,62970,88070,0.005191693290734824,0.6842105263157895,0.010305192231470472,25040,2843.1929147269216,2828.4319291472693
2015,rf_profundo,previous,100,0.025,42.0,621.0,0.7924528301886793,76.50323667539782,142,26077,48,61803,88070,0.005415919752850986,0.7473684210526316,0.010753909652012571,26219,2977.063699330078,2960.940161235381
2015,rf_profundo,previous,250,0.02,43.0,860.0,0.8113207547169812,104.19671601490833,147,27332,43,60548,88070,0.0053495396484588235,0.7736842105263158,0.010625609888322672,27479,3120.1317134097876,3103.4404451004884
2015,rf_reciente_3a,previous,10,0.05141784671162139,29.0,51.0,0.5471698113207547,9.231159779836839,99,11056,91,76824,88070,0.008874943971313312,0.5210526315789473,0.01745262230057294,11155,1266.606108777109,1255.365050527989
2015,rf_reciente_3a,previous,25,0.03047828423539894,30.0,123.0,0.5660377358490566,17.654593078937957,111,16179,79,71701,88070,0.006813996316758748,0.5842105263157895,0.013470873786407767,16290,1849.665039173385,1837.0614284092198
2015,rf_reciente_3a,previous,50,0.018910813197842633,32.0,288.0,0.6037735849056604,36.924639119347354,120,17155,70,70725,88070,0.006946454413892909,0.631578947368421,0.013741769252791297,17275,1961.507891449983,1947.8823662995344
2015,rf_reciente_3a,previous,100,0.012645703946291244,36.0,697.0,0.6792452830188679,84.58050148275505,129,18996,61,68884,88070,0.006745098039215686,0.6789473684210526,0.013357494175511261,19125,2171.5680708527307,2156.9206313159984
2015,rf_reciente_3a,previous,250,0.007580035662684511,39.0,1744.0,0.7358490566037735,205.73947359311356,144,23412,46,64468,88070,0.006113092205807438,0.7578947368421053,0.012128358460372274,23556,2674.690587033042,2658.3399568525037
2015,rf_reciente_profundo,previous,10,0.08,31.0,33.0,0.5849056603773585,7.384927823869471,108,15895,82,71985,88070,0.006748734612260201,0.5684210526315789,0.013339097140739825,16003,1817.0773248552289,1804.8143522198252
2015,rf_reciente_profundo,previous,25,0.045,33.0,128.0,0.6226415094339622,18.57770905692164,122,20181,68,67699,88070,0.0060089641924838694,0.6421052631578947,0.011906504660127848,20303,2305.325309412967,2291.472692176678
2015,rf_reciente_profundo,previous,50,0.03,34.0,281.0,0.6415094339622641,36.34769163310755,125,24010,65,63870,88070,0.005179200331468821,0.6578947368421053,0.010277492291880781,24135,2740.433745883956,2726.2404905189055
2015,rf_reciente_profundo,previous,100,0.02,36.0,659.0,0.6792452830188679,80.19570058733254,134,25925,56,61955,88070,0.005142177366744695,0.7052631578947368,0.01020991275858128,26059,2958.8963324628135,2943.6811627114794
2015,rf_reciente_profundo,previous,250,0.01,42.0,2083.0,0.7924528301886793,245.20268165191604,147,32703,43,55177,88070,0.004474885844748858,0.7736842105263158,0.008898305084745763,32850,3729.987509935279,3713.2962416259793
2015,rf_revisado_reciente,previous,10,0.10959287276851322,24.0,59.0,0.4528301886792453,9.57732827158072,86,44,104,87836,88070,0.6615384615384615,0.45263157894736844,0.5375,130,14.76098557965255,4.996025888497786
2015,rf_revisado_reciente,previous,25,0.07425113977966928,31.0,167.0,0.5849056603773585,22.847120455096178,103,144,87,87736,88070,0.41700404858299595,0.5421052631578948,0.47139588100686497,247,28.045872601339845,16.350630180538207
2015,rf_revisado_reciente,previous,50,0.05579256167442777,34.0,335.0,0.6415094339622641,42.57872448449742,116,328,74,87552,88070,0.26126126126126126,0.6105263157894737,0.3659305993690852,444,50.41444305665947,37.24310207789259
2015,rf_revisado_reciente,previous,100,0.039509490529279837,37.0,743.0,0.6981132075471698,90.00380785340919,127,744,63,87136,88070,0.14580941446613088,0.6684210526315789,0.23939679547596607,871,98.89860338367208,84.47825593278074
2015,rf_revisado_reciente,previous,250,0.023155904221106444,44.0,1977.0,0.8301886792452831,233.20217393812817,145,1989,45,85891,88070,0.06794751640112465,0.7631578947368421,0.12478485370051635,2134,242.3072555921426,225.843079368684
2015,rf_variables_revisadas,previous,10,0.05487809827309114,33.0,44.0,0.6226415094339622,8.884991288092957,106,46,84,87834,88070,0.6973684210526315,0.5578947368421052,0.6198830409356725,152,17.258998523901443,5.223117974338594
2015,rf_variables_revisadas,previous,25,0.027789541607644824,36.0,159.0,0.6792452830188679,22.500951963352296,115,148,75,87732,88070,0.4372623574144487,0.6052631578947368,0.5077262693156733,263,29.86260928806631,16.804814352219825
2015,rf_variables_revisadas,previous,50,0.022685844002530667,37.0,216.0,0.6981132075471698,29.193542803734005,115,220,75,87660,88070,0.34328358208955223,0.6052631578947368,0.4380952380952381,335,38.03792437833542,24.98012944248893
2015,rf_variables_revisadas,previous,100,0.013141766355352467,41.0,684.0,0.7735849056603774,83.65738550477136,132,704,58,87176,88070,0.15789473684210525,0.6947368421052632,0.2573099415204678,836,94.92449188145793,79.93641421596458
2015,rf_variables_revisadas,previous,250,0.00895210265303463,46.0,1878.0,0.8679245283018868,222.00939270507598,152,1956,38,85924,88070,0.07210626185958255,0.8,0.13228894691035684,2108,239.3550584762121,222.09605995231067
2015,rf_actualizado_contexto,new_context,10,0.205788967497016,25.0,54.0,0.4716981132075472,9.115770282588878,62,3304,128,84576,88070,0.0184194890077243,0.3263157894736842,0.03487064116985377,3366,382.1959804700806,375.1561258090156
2015,rf_actualizado_contexto,new_context,25,0.205788967497016,25.0,54.0,0.4716981132075472,9.115770282588878,62,3304,128,84576,88070,0.0184194890077243,0.3263157894736842,0.03487064116985377,3366,382.1959804700806,375.1561258090156
2015,rf_actualizado_contexto,new_context,50,0.205788967497016,25.0,54.0,0.4716981132075472,9.115770282588878,62,3304,128,84576,88070,0.0184194890077243,0.3263157894736842,0.03487064116985377,3366,382.1959804700806,375.1561258090156
2015,rf_actualizado_contexto,new_context,100,0.205788967497016,25.0,54.0,0.4716981132075472,9.115770282588878,62,3304,128,84576,88070,0.0184194890077243,0.3263157894736842,0.03487064116985377,3366,382.1959804700806,375.1561258090156
2015,rf_actualizado_contexto,new_context,250,0.02188067607405339,40.0,1822.0,0.7547169811320755,214.85524387570243,139,37192,51,50688,88070,0.0037234470011518576,0.7315789473684211,0.007409184190186829,37331,4238.78732826161,4223.004428295674
2015,rf_revisado_contexto,new_context,10,0.24297583520944419,21.0,34.0,0.39622641509433965,6.346422348637827,54,234,136,87646,88070,0.1875,0.28421052631578947,0.22594142259414227,288,32.701260361076415,26.56977404337459
2015,rf_revisado_contexto,new_context,25,0.24297583520944419,21.0,34.0,0.39622641509433965,6.346422348637827,54,234,136,87646,88070,0.1875,0.28421052631578947,0.22594142259414227,288,32.701260361076415,26.56977404337459
2015,rf_revisado_contexto,new_context,50,0.24297583520944419,21.0,34.0,0.39622641509433965,6.346422348637827,54,234,136,87646,88070,0.1875,0.28421052631578947,0.22594142259414227,288,32.701260361076415,26.56977404337459
2015,rf_revisado_contexto,new_context,100,0.2212318057938975,23.0,705.0,0.4339622641509434,84.00355399651524,59,2795,131,85085,88070,0.020672740014015416,0.3105263157894737,0.03876478318002628,2854,324.06040649483367,317.3611899625298
2015,rf_revisado_contexto,new_context,250,0.017843750976752015,39.0,2112.0,0.7358490566037735,248.202808580363,139,4572,51,83308,88070,0.02950541286351093,0.7315789473684211,0.056723117731075294,4711,534.9154081980244,519.1325082320881
2016,r1_pesos_clase,previous,10,0.7854871126509785,23.0,20.0,0.17293233082706766,9.68054211035818,35,39,191,87520,87785,0.47297297297297297,0.15486725663716813,0.23333333333333334,74,8.429686165062368,4.44267243834368
2016,r1_pesos_clase,previous,25,0.7262802749262246,39.0,66.0,0.2932330827067669,23.63853306017695,54,108,172,87451,87785,0.3333333333333333,0.23893805309734514,0.27835051546391754,162,18.454177820812212,12.302785213874808
2016,r1_pesos_clase,previous,50,0.671278730465911,58.0,144.0,0.43609022556390975,45.4760350300547,79,205,147,87354,87785,0.27816901408450706,0.3495575221238938,0.30980392156862746,284,32.351768525374496,23.352508970780885
2016,r1_pesos_clase,previous,100,0.5641377709163292,83.0,354.0,0.6240601503759399,98.3813233075936,143,551,83,87008,87785,0.20605187319884727,0.6327433628318584,0.3108695652173913,694,79.05678646693626,62.76698752634277
2016,r1_pesos_clase,previous,250,0.4951074610887753,102.0,801.0,0.7669172932330827,203.2913843175218,167,1297,59,86262,87785,0.11407103825136612,0.7389380530973452,0.19763313609467456,1464,166.7710884547474,147.74733724440395
2016,r1_sin_balanceo,previous,10,0.29884679655198515,42.0,0.0,0.3157894736842105,9.455413224070782,73,3,153,87556,87785,0.9605263157894737,0.3230088495575221,0.48344370860927155,76,8.657515520874865,0.3417440337187447
2016,r1_sin_balanceo,previous,25,0.2712917453310925,45.0,64.0,0.3383458646616541,24.53904860532655,73,153,153,87406,87785,0.3230088495575221,0.3230088495575221,0.3230088495575221,226,25.744717206812098,17.428945719655978
2016,r1_sin_balanceo,previous,50,0.26697187989342924,47.0,82.0,0.3533834586466165,29.041626331074543,73,193,153,87366,87785,0.2744360902255639,0.3230088495575221,0.2967479674796748,266,30.301304323062027,21.985532835905907
2016,r1_sin_balanceo,previous,100,0.26697187989342924,47.0,82.0,0.3533834586466165,29.041626331074543,73,193,153,87366,87785,0.2744360902255639,0.3230088495575221,0.2967479674796748,266,30.301304323062027,21.985532835905907
2016,r1_sin_balanceo,previous,250,0.25600339978649556,48.0,1024.0,0.3609022556390977,241.3381661000923,78,2297,148,85262,87785,0.032842105263157895,0.34513274336283184,0.05997693194925029,2375,270.54736002733955,261.66201515065217
2016,r1_smotenc,previous,10,0.6630529029992553,20.0,20.0,0.15037593984962405,9.005155451495982,22,26,204,87533,87785,0.4583333333333333,0.09734513274336283,0.16058394160583941,48,5.467904539499915,2.9617816255624536
2016,r1_smotenc,previous,25,0.5865951823463126,37.0,74.0,0.2781954887218045,24.989306377901347,58,100,168,87459,87785,0.3670886075949367,0.25663716814159293,0.3020833333333333,158,17.998519109187217,11.391467790624821
2016,r1_smotenc,previous,50,0.5271774704782441,60.0,148.0,0.45112781954887216,46.82680834777911,89,241,137,87318,87785,0.2696969696969697,0.3938053097345133,0.32014388489208634,330,37.59184370906191,27.45343737540582
2016,r1_smotenc,previous,100,0.42540097215041145,80.0,359.0,0.6015037593984962,98.83158108016839,121,638,105,86921,87785,0.15942028985507245,0.5353982300884956,0.24568527918781727,759,86.4612405308424,72.67756450418636
2016,r1_smotenc,previous,250,0.3295481946937383,95.0,836.0,0.7142857142857143,209.59499313356895,161,1563,65,85996,87785,0.09338747099767981,0.7123893805309734,0.16512820512820514,1724,196.38890471037192,178.04864156746598
2016,r1_submuestreo,previous,10,0.6648568965559097,21.0,23.0,0.15789473684210525,9.90567099664558,37,43,189,87516,87785,0.4625,0.16371681415929204,0.24183006535947713,80,9.113174232499858,4.898331149968674
2016,r1_submuestreo,previous,25,0.6082247787236276,47.0,61.0,0.3533834586466165,24.313919719039152,76,136,150,87423,87785,0.3584905660377358,0.336283185840708,0.3470319634703196,212,24.149911716124624,15.492396195249757
2016,r1_submuestreo,previous,50,0.5672976146647215,64.0,142.0,0.48120300751879697,46.376550575204305,100,258,126,87301,87785,0.27932960893854747,0.4424778761061947,0.3424657534246575,358,40.78145469043686,29.38998689981204
2016,r1_submuestreo,previous,100,0.5000716310567028,79.0,330.0,0.5939849624060151,92.0777144915464,129,616,97,86943,87785,0.17315436241610738,0.5707964601769911,0.26570545829042225,745,84.86643504015493,70.1714415902489
2016,r1_submuestreo,previous,250,0.39968613205337383,98.0,1003.0,0.7368421052631579,247.8669038024269,163,1957,63,85602,87785,0.07688679245283019,0.7212389380530974,0.13895993179880647,2120,241.49911716124623,222.93102466252776
2016,rf_actualizado,previous,10,0.23388382358654777,44.0,0.0,0.3308270676691729,9.90567099664558,62,4,164,87555,87785,0.9393939393939394,0.2743362831858407,0.4246575342465753,66,7.518368741812383,0.4556587116249929
2016,rf_actualizado,previous,25,0.05822997213404287,76.0,35.0,0.5714285714285714,24.989306377901347,119,87,107,87472,87785,0.5776699029126213,0.5265486725663717,0.5509259259259259,206,23.466423648687133,9.910576977843595
2016,rf_actualizado,previous,50,0.03005134307834322,84.0,136.0,0.631578947368421,49.5283549832279,140,234,86,87325,87785,0.37433155080213903,0.6194690265486725,0.4666666666666667,374,42.60408953693683,26.656034630062084
2016,rf_actualizado,previous,100,0.01959065016050786,88.0,315.0,0.6616541353383458,90.72694117382203,148,557,78,87002,87785,0.2099290780141844,0.6548672566371682,0.317937701396348,705,80.309847923905,63.45047559378026
2016,rf_actualizado,previous,250,0.012900155925023471,97.0,925.0,0.7293233082706767,230.08172178572235,157,1421,69,86138,87785,0.09949302915082382,0.6946902654867256,0.17405764966740578,1578,179.7573617360597,161.87275730477873
2016,rf_peso10_reciente,previous,10,0.19711653497485873,42.0,2.0,0.3157894736842105,9.90567099664558,68,15,158,87544,87785,0.8192771084337349,0.3008849557522124,0.4401294498381877,83,9.454918266218602,1.7087201685937232
2016,rf_peso10_reciente,previous,25,0.10857690850978655,64.0,40.0,0.48120300751879697,23.413404173889553,100,90,126,87469,87785,0.5263157894736842,0.4424778761061947,0.4807692307692308,190,21.64378880218716,10.25232101156234
2016,rf_peso10_reciente,previous,50,0.07041850349415,81.0,130.0,0.6090225563909775,47.5021950066413,120,263,106,87296,87785,0.3133159268929504,0.5309734513274337,0.39408866995073893,383,43.62932163809307,29.959560289343283
2016,rf_peso10_reciente,previous,100,0.04843411355300705,89.0,343.0,0.6691729323308271,97.25567887615661,135,656,91,86903,87785,0.1706700379266751,0.5973451327433629,0.26548672566371684,791,90.10651022384233,74.72802870649883
2016,rf_peso10_reciente,previous,250,0.03501309281918662,103.0,684.0,0.7744360902255639,177.17643350818344,152,1334,74,86225,87785,0.10228802153432032,0.672566371681416,0.17757009345794392,1486,169.27721136868485,151.9621803269351
2016,rf_profundo,previous,10,0.61,43.0,0.0,0.3233082706766917,9.68054211035818,61,0,165,87559,87785,1.0,0.26991150442477874,0.4250871080139373,61,6.948795352281142,0.0
2016,rf_profundo,previous,25,0.115,80.0,28.0,0.6015037593984962,24.313919719039152,134,50,92,87509,87785,0.7282608695652174,0.5929203539823009,0.6536585365853659,184,20.960300734749673,5.695733895312411
2016,rf_profundo,previous,50,0.06,90.0,112.0,0.6766917293233082,45.4760350300547,150,192,76,87367,87785,0.43859649122807015,0.6637168141592921,0.528169014084507,342,38.958819843936894,21.87161815799966
2016,rf_profundo,previous,100,0.04,98.0,256.0,0.7368421052631579,79.69562574573943,152,437,74,87122,87785,0.25806451612903225,0.672566371681416,0.37300613496932516,589,67.0957452867802,49.780714245030474
2016,rf_profundo,previous,250,0.035,99.0,373.0,0.7443609022556391,106.26083432765257,155,609,71,86950,87785,0.20287958115183247,0.6858407079646017,0.31313131313131315,764,87.03081392037365,69.37403884490517
2016,rf_reciente_3a,previous,10,0.13933387157034846,44.0,0.0,0.3308270676691729,9.90567099664558,63,9,163,87550,87785,0.875,0.27876106194690264,0.4228187919463087,72,8.201856809249872,1.025232101156234
2016,rf_reciente_3a,previous,25,0.048851334059980885,72.0,37.0,0.5413533834586466,24.53904860532655,89,89,137,87470,87785,0.5,0.3938053097345133,0.4405940594059406,178,20.276812667312182,10.138406333656091
2016,rf_reciente_3a,previous,50,0.03129941427052935,78.0,100.0,0.5864661654135338,40.07294175915712,110,199,116,87360,87785,0.3559870550161812,0.48672566371681414,0.411214953271028,309,35.1996354730307,22.669020903343394
2016,rf_reciente_3a,previous,100,0.02024716335353092,81.0,281.0,0.6090225563909775,81.49665683603862,122,482,104,87077,87785,0.20198675496688742,0.5398230088495575,0.29397590361445786,604,68.80446545537393,54.90687475081164
2016,rf_reciente_3a,previous,250,0.011666859125245805,92.0,1018.0,0.6917293233082706,249.8930637790135,143,1613,83,85946,87785,0.08143507972665148,0.6327433628318584,0.1442986881937437,1756,200.03417440337188,183.74437546277838
2016,rf_reciente_profundo,previous,10,0.325,43.0,0.0,0.3233082706766917,9.68054211035818,61,0,165,87559,87785,1.0,0.26991150442477874,0.4250871080139373,61,6.948795352281142,0.0
2016,rf_reciente_profundo,previous,25,0.085,76.0,29.0,0.5714285714285714,23.63853306017695,113,49,113,87510,87785,0.6975308641975309,0.5,0.5824742268041238,162,18.454177820812212,5.581819217406163
2016,rf_reciente_profundo,previous,50,0.055,81.0,113.0,0.6090225563909775,43.675003939755506,123,148,103,87411,87785,0.45387453874538747,0.5442477876106194,0.4949698189134809,271,30.870877712593266,16.859372330124735
2016,rf_reciente_profundo,previous,100,0.045,85.0,238.0,0.6390977443609023,72.71663027083005,128,330,98,87229,87785,0.2794759825327511,0.5663716814159292,0.3742690058479532,458,52.17292248106168,37.59184370906191
2016,rf_reciente_profundo,previous,250,0.025,89.0,996.0,0.6691729323308271,244.26484162182848,148,1267,78,86292,87785,0.10459363957597173,0.6548672566371682,0.18037781840341255,1415,161.18926923734122,144.3298969072165
2016,rf_revisado_reciente,previous,10,0.23014910188820767,42.0,2.0,0.3157894736842105,9.90567099664558,68,13,158,87546,87785,0.8395061728395061,0.3008849557522124,0.44299674267100975,81,9.227088910406106,1.4808908127812268
2016,rf_revisado_reciente,previous,25,0.1136574265016612,70.0,40.0,0.5263157894736842,24.76417749161395,99,96,127,87463,87785,0.5076923076923077,0.43805309734513276,0.47030878859857483,195,22.213362191718403,10.93580907899983
2016,rf_revisado_reciente,previous,50,0.06999963778299285,84.0,138.0,0.631578947368421,49.97861275580269,122,279,104,87280,87785,0.30423940149625933,0.5398230088495575,0.38915470494417864,401,45.679785840405536,31.782195135843253
2016,rf_revisado_reciente,previous,100,0.0476406810382615,96.0,338.0,0.7218045112781954,97.7059366487314,141,647,85,86912,87785,0.17893401015228427,0.6238938053097345,0.2781065088757396,788,89.7647661901236,73.7027966053426
2016,rf_revisado_reciente,previous,250,0.0253539551675663,110.0,973.0,0.8270676691729323,243.81458384925372,172,1929,54,85630,87785,0.08186577820085673,0.7610619469026548,0.14782982380747745,2101,239.3347382810275,219.7414136811528
2016,rf_variables_revisadas,previous,10,0.3204328088640677,44.0,0.0,0.3308270676691729,9.90567099664558,68,0,158,87559,87785,1.0,0.3008849557522124,0.46258503401360546,68,7.7461980976248785,0.0
2016,rf_variables_revisadas,previous,25,0.048107791790953695,82.0,21.0,0.6165413533834586,23.188275287602153,130,51,96,87508,87785,0.7182320441988951,0.5752212389380531,0.6388206388206388,181,20.61855670103093,5.809648573218659
2016,rf_variables_revisadas,previous,50,0.017444595171504994,93.0,123.0,0.6992481203007519,48.627839438078304,155,231,71,87328,87785,0.4015544041450777,0.6858407079646017,0.5065359477124183,386,43.971065671811814,26.314290596343337
2016,rf_variables_revisadas,previous,100,0.01171670941011998,102.0,314.0,0.7669172932330827,93.65361669555821,167,566,59,86993,87785,0.22783083219645292,0.7389380530973452,0.3482794577685089,733,83.49945890527995,64.47570769493649
2016,rf_variables_revisadas,previous,250,0.008048879805686738,112.0,873.0,0.8421052631578947,221.75195299308854,182,1688,44,85871,87785,0.09732620320855614,0.8053097345132744,0.1736641221374046,1870,213.02044768468417,192.287976305747
2016,rf_actualizado_contexto,new_context,10,0.2118937511361991,44.0,0.0,0.3308270676691729,9.90567099664558,53,4,173,87555,87785,0.9298245614035088,0.2345132743362832,0.3745583038869258,57,6.493136640656148,0.4556587116249929
2016,rf_actualizado_contexto,new_context,25,0.15623026834278422,53.0,37.0,0.39849624060150374,20.26159976586596,70,70,156,87489,87785,0.5,0.30973451327433627,0.3825136612021858,140,15.94805490687475,7.974027453437375
2016,rf_actualizado_contexto,new_context,50,0.148630435884961,56.0,156.0,0.42105263157894735,47.7273238929287,74,284,152,87275,87785,0.20670391061452514,0.3274336283185841,0.2534246575342466,358,40.78145469043686,32.351768525374496
2016,rf_actualizado_contexto,new_context,100,0.1429951835027853,58.0,364.0,0.43609022556390975,95.0043900132826,78,659,148,86900,87785,0.10583446404341927,0.34513274336283184,0.16199376947040497,737,83.95511761690494,75.06977274021757
2016,rf_actualizado_contexto,new_context,250,0.1429951835027853,58.0,364.0,0.43609022556390975,95.0043900132826,78,659,148,86900,87785,0.10583446404341927,0.34513274336283184,0.16199376947040497,737,83.95511761690494,75.06977274021757
2016,rf_revisado_contexto,new_context,10,0.2783823226253917,43.0,0.0,0.3233082706766917,9.68054211035818,61,3,165,87556,87785,0.953125,0.26991150442477874,0.4206896551724138,64,7.290539385999886,0.3417440337187447
