evaluation_year,candidate,round,cost_fn,threshold,tp,fp,fn,tn,rows,precision,recall,f1,alerts,alerts_per_10000,fp_per_10000,cost,average_precision
2016,rf_revisado_reciente,previous,50,0.04168359661867958,148,853,78,86706,87785,0.14785214785214784,0.6548672566371682,0.24123879380603097,1001,114.02859258415447,97.16922025402974,4753,0.48227656863828444
2016,rf_revisado_reciente,previous,100,0.024844476861955598,172,1989,54,85570,87785,0.07959278111985192,0.7610619469026548,0.14411395056556348,2161,246.1696189554024,226.57629435552772,7389,0.48227656863828444
2016,rf_variables_revisadas,previous,5,0.048107791790953695,130,51,96,87508,87785,0.7182320441988951,0.5752212389380531,0.6388206388206388,181,20.61855670103093,5.809648573218659,531,0.6445929816402455
2016,rf_variables_revisadas,previous,10,0.025249642946088904,146,130,80,87429,87785,0.5289855072463768,0.6460176991150443,0.5816733067729084,276,31.44045110212451,14.808908127812268,930,0.6445929816402455
2016,rf_variables_revisadas,previous,25,0.01171670941011998,167,566,59,86993,87785,0.22783083219645292,0.7389380530973452,0.3482794577685089,733,83.49945890527995,64.47570769493649,2041,0.6445929816402455
2016,rf_variables_revisadas,previous,50,0.010110126824953327,173,851,53,86708,87785,0.1689453125,0.7654867256637168,0.2768,1024,116.64863017599818,96.94139089821724,3501,0.6445929816402455
2016,rf_variables_revisadas,previous,100,0.008048879805686738,182,1688,44,85871,87785,0.09732620320855614,0.8053097345132744,0.1736641221374046,1870,213.02044768468417,192.287976305747,6088,0.6445929816402455
2016,rf_actualizado_contexto,new_context,5,0.1686088121683541,69,11,157,87548,87785,0.8625,0.3053097345132743,0.45098039215686275,80,9.113174232499858,1.2530614569687304,796,0.32522504151413795
2016,rf_actualizado_contexto,new_context,10,0.1686088121683541,69,11,157,87548,87785,0.8625,0.3053097345132743,0.45098039215686275,80,9.113174232499858,1.2530614569687304,1581,0.32522504151413795
2016,rf_actualizado_contexto,new_context,25,0.1686088121683541,69,11,157,87548,87785,0.8625,0.3053097345132743,0.45098039215686275,80,9.113174232499858,1.2530614569687304,3936,0.32522504151413795
2016,rf_actualizado_contexto,new_context,50,0.02154778165621764,160,3945,66,83614,87785,0.0389768574908648,0.7079646017699115,0.07388593858231356,4105,467.61975280514895,449.39340434014923,7245,0.32522504151413795
2016,rf_actualizado_contexto,new_context,100,0.012241945604043054,174,6130,52,81429,87785,0.027601522842639593,0.7699115044247787,0.05329249617151608,6304,718.1181295209888,698.2969755653016,11330,0.32522504151413795
2016,rf_revisado_contexto,new_context,5,0.2783823226253917,61,3,165,87556,87785,0.953125,0.26991150442477874,0.4206896551724138,64,7.290539385999886,0.3417440337187447,828,0.30105044667130404
2016,rf_revisado_contexto,new_context,10,0.2783823226253917,61,3,165,87556,87785,0.953125,0.26991150442477874,0.4206896551724138,64,7.290539385999886,0.3417440337187447,1653,0.30105044667130404
2016,rf_revisado_contexto,new_context,25,0.26931538683661244,62,35,164,87524,87785,0.6391752577319587,0.2743362831858407,0.38390092879256965,97,11.049723756906078,3.9870137267186876,4135,0.30105044667130404
2016,rf_revisado_contexto,new_context,50,0.009009059411499484,189,5851,37,81708,87785,0.03129139072847682,0.8362831858407079,0.06032556654963294,6040,688.0446545537393,666.5147804294584,7701,0.30105044667130404
2016,rf_revisado_contexto,new_context,100,0.007491371199675679,199,6716,27,80843,87785,0.028778018799710772,0.8805309734513275,0.05573449096765159,6915,787.7199977217065,765.0509768183631,9416,0.30105044667130404
2019,r1_pesos_clase,previous,5,1.0000000000000002,0,0,123,73325,73448,0.0,0.0,0.0,0,0.0,0.0,615,0.0023716183888952947
2019,r1_pesos_clase,previous,10,1.0000000000000002,0,0,123,73325,73448,0.0,0.0,0.0,0,0.0,0.0,1230,0.0023716183888952947
2019,r1_pesos_clase,previous,25,0.8284292233933526,0,31,123,73294,73448,0.0,0.0,0.0,31,4.220673129288748,4.220673129288748,3106,0.0023716183888952947
2019,r1_pesos_clase,previous,50,0.8284292233933526,0,31,123,73294,73448,0.0,0.0,0.0,31,4.220673129288748,4.220673129288748,6181,0.0023716183888952947
2019,r1_pesos_clase,previous,100,0.8284292233933526,0,31,123,73294,73448,0.0,0.0,0.0,31,4.220673129288748,4.220673129288748,12331,0.0023716183888952947
2019,r1_sin_balanceo,previous,5,0.12882591455025527,1,9,122,73316,73448,0.1,0.008130081300813009,0.015037593984962405,10,1.3615074610608866,1.225356714954798,619,0.0120375294427629
2019,r1_sin_balanceo,previous,10,0.12882591455025527,1,9,122,73316,73448,0.1,0.008130081300813009,0.015037593984962405,10,1.3615074610608866,1.225356714954798,1229,0.0120375294427629
2019,r1_sin_balanceo,previous,25,0.01809906690438387,11,215,112,73110,73448,0.048672566371681415,0.08943089430894309,0.06303724928366762,226,30.770068619976037,29.272410412809062,3015,0.0120375294427629
2019,r1_sin_balanceo,previous,50,0.012661664476534901,13,452,110,72873,73448,0.02795698924731183,0.10569105691056911,0.04421768707482993,465,63.310096939331224,61.540137239952074,5952,0.0120375294427629
2019,r1_sin_balanceo,previous,100,0.012661664476534901,13,452,110,72873,73448,0.02795698924731183,0.10569105691056911,0.04421768707482993,465,63.310096939331224,61.540137239952074,11452,0.0120375294427629
2019,r1_smotenc,previous,5,1.0000000000000002,0,0,123,73325,73448,0.0,0.0,0.0,0,0.0,0.0,615,0.0024753978203382247
2019,r1_smotenc,previous,10,1.0000000000000002,0,0,123,73325,73448,0.0,0.0,0.0,0,0.0,0.0,1230,0.0024753978203382247
2019,r1_smotenc,previous,25,1.0000000000000002,0,0,123,73325,73448,0.0,0.0,0.0,0,0.0,0.0,3075,0.0024753978203382247
2019,r1_smotenc,previous,50,0.6058481464285894,0,44,123,73281,73448,0.0,0.0,0.0,44,5.990632828667901,5.990632828667901,6194,0.0024753978203382247
2019,r1_smotenc,previous,100,0.501051148614784,0,236,123,73089,73448,0.0,0.0,0.0,236,32.131576081036926,32.131576081036926,12536,0.0024753978203382247
2019,r1_submuestreo,previous,5,0.8549467147522368,0,0,123,73325,73448,0.0,0.0,0.0,0,0.0,0.0,615,0.002971356400877114
2019,r1_submuestreo,previous,10,0.8549467147522368,0,0,123,73325,73448,0.0,0.0,0.0,0,0.0,0.0,1230,0.002971356400877114
2019,r1_submuestreo,previous,25,0.8549467147522368,0,0,123,73325,73448,0.0,0.0,0.0,0,0.0,0.0,3075,0.002971356400877114
2019,r1_submuestreo,previous,50,0.6217115428311037,0,141,123,73184,73448,0.0,0.0,0.0,141,19.1972552009585,19.1972552009585,6291,0.002971356400877114
2019,r1_submuestreo,previous,100,0.6217115428311037,0,141,123,73184,73448,0.0,0.0,0.0,141,19.1972552009585,19.1972552009585,12441,0.002971356400877114
