evaluation_year,candidate,round,cost_fn,threshold,tp,fp,fn,tn,rows,precision,recall,f1,alerts,alerts_per_10000,fp_per_10000,cost,average_precision
2019,rf_actualizado,previous,5,0.032894580458510195,10,65,113,73260,73448,0.13333333333333333,0.08130081300813008,0.10101010101010101,75,10.21130595795665,8.849798496895763,630,0.02181822089145973
2019,rf_actualizado,previous,10,0.032894580458510195,10,65,113,73260,73448,0.13333333333333333,0.08130081300813008,0.10101010101010101,75,10.21130595795665,8.849798496895763,1195,0.02181822089145973
2019,rf_actualizado,previous,25,0.02046171411871807,12,160,111,73165,73448,0.06976744186046512,0.0975609756097561,0.08135593220338982,172,23.41792833024725,21.784119376974186,2935,0.02181822089145973
2019,rf_actualizado,previous,50,0.014357903872303419,17,347,106,72978,73448,0.046703296703296704,0.13821138211382114,0.06981519507186858,364,49.55887158261627,47.24430889881277,5647,0.02181822089145973
2019,rf_actualizado,previous,100,0.014357903872303419,17,347,106,72978,73448,0.046703296703296704,0.13821138211382114,0.06981519507186858,364,49.55887158261627,47.24430889881277,10947,0.02181822089145973
2019,rf_peso10_reciente,previous,5,0.19598059880755334,1,12,122,73313,73448,0.07692307692307693,0.008130081300813009,0.014705882352941176,13,1.7699596993791527,1.633808953273064,622,0.012209266436427575
2019,rf_peso10_reciente,previous,10,0.19598059880755334,1,12,122,73313,73448,0.07692307692307693,0.008130081300813009,0.014705882352941176,13,1.7699596993791527,1.633808953273064,1232,0.012209266436427575
2019,rf_peso10_reciente,previous,25,0.09892530854531893,5,138,118,73187,73448,0.03496503496503497,0.04065040650406504,0.03759398496240601,143,19.469556693170677,18.788802962640236,3088,0.012209266436427575
2019,rf_peso10_reciente,previous,50,0.08141111520460065,5,248,118,73077,73448,0.019762845849802372,0.04065040650406504,0.026595744680851064,253,34.446138764840434,33.765385034309986,6148,0.012209266436427575
2019,rf_peso10_reciente,previous,100,0.08141111520460065,5,248,118,73077,73448,0.019762845849802372,0.04065040650406504,0.026595744680851064,253,34.446138764840434,33.765385034309986,12048,0.012209266436427575
2019,rf_profundo,previous,5,0.155,1,15,122,73310,73448,0.0625,0.008130081300813009,0.014388489208633094,16,2.1784119376974185,2.04226119159133,625,0.012602750181369807
2019,rf_profundo,previous,10,0.155,1,15,122,73310,73448,0.0625,0.008130081300813009,0.014388489208633094,16,2.1784119376974185,2.04226119159133,1235,0.012602750181369807
2019,rf_profundo,previous,25,0.045,7,172,116,73153,73448,0.03910614525139665,0.056910569105691054,0.046357615894039736,179,24.37098355298987,23.41792833024725,3072,0.012602750181369807
2019,rf_profundo,previous,50,0.035,12,311,111,73014,73448,0.03715170278637771,0.0975609756097561,0.053811659192825115,323,43.97669099226664,42.34288203899357,5861,0.012602750181369807
2019,rf_profundo,previous,100,0.02,19,877,104,72448,73448,0.021205357142857144,0.15447154471544716,0.03729146221786065,896,121.99106851105545,119.40420433503975,11277,0.012602750181369807
2019,rf_reciente_3a,previous,5,0.08152844250038432,5,24,118,73301,73448,0.1724137931034483,0.04065040650406504,0.06578947368421052,29,3.9483716370765713,3.267617906546128,614,0.018254058062253796
2019,rf_reciente_3a,previous,10,0.053716959335302565,5,51,118,73274,73448,0.08928571428571429,0.04065040650406504,0.055865921787709494,56,7.624441781940965,6.943688051410522,1231,0.018254058062253796
2019,rf_reciente_3a,previous,25,0.044268915031408215,6,82,117,73243,73448,0.06818181818181818,0.04878048780487805,0.05687203791469194,88,11.981265657335802,11.16436118069927,3007,0.018254058062253796
2019,rf_reciente_3a,previous,50,0.02001933145510514,13,372,110,72953,73448,0.033766233766233764,0.10569105691056911,0.051181102362204724,385,52.41803725084414,50.64807755146498,5872,0.018254058062253796
2019,rf_reciente_3a,previous,100,0.02001933145510514,13,372,110,72953,73448,0.033766233766233764,0.10569105691056911,0.051181102362204724,385,52.41803725084414,50.64807755146498,11372,0.018254058062253796
2019,rf_reciente_profundo,previous,5,0.16,3,6,120,73319,73448,0.3333333333333333,0.024390243902439025,0.045454545454545456,9,1.225356714954798,0.816904476636532,606,0.01844114280057183
2019,rf_reciente_profundo,previous,10,0.09,6,42,117,73283,73448,0.125,0.04878048780487805,0.07017543859649122,48,6.535235813092256,5.718331336455724,1212,0.01844114280057183
2019,rf_reciente_profundo,previous,25,0.045,7,217,116,73108,73448,0.03125,0.056910569105691054,0.040345821325648415,224,30.49776712776386,29.544711905021238,3117,0.01844114280057183
2019,rf_reciente_profundo,previous,50,0.045,7,217,116,73108,73448,0.03125,0.056910569105691054,0.040345821325648415,224,30.49776712776386,29.544711905021238,6017,0.01844114280057183
2019,rf_reciente_profundo,previous,100,0.025,17,627,106,72698,73448,0.026397515527950312,0.13821138211382114,0.04432855280312908,644,87.6810804923211,85.36651780851759,11227,0.01844114280057183
2019,rf_revisado_reciente,previous,5,0.29611257618938913,1,8,122,73317,73448,0.1111111111111111,0.008130081300813009,0.015151515151515152,9,1.225356714954798,1.0892059688487092,618,0.00835977747804413
2019,rf_revisado_reciente,previous,10,0.18704450628259484,2,39,121,73286,73448,0.04878048780487805,0.016260162601626018,0.024390243902439025,41,5.582180590349635,5.309879098137458,1249,0.00835977747804413
2019,rf_revisado_reciente,previous,25,0.18704450628259484,2,39,121,73286,73448,0.04878048780487805,0.016260162601626018,0.024390243902439025,41,5.582180590349635,5.309879098137458,3064,0.00835977747804413
2019,rf_revisado_reciente,previous,50,0.07329089597695711,10,583,113,72742,73448,0.016863406408094434,0.08130081300813008,0.027932960893854747,593,80.73739244091058,79.37588497984969,6233,0.00835977747804413
2019,rf_revisado_reciente,previous,100,0.06620224158106369,10,711,113,72614,73448,0.013869625520110958,0.08130081300813008,0.023696682464454975,721,98.16468794248992,96.80318048142904,12011,0.00835977747804413
2019,rf_variables_revisadas,previous,5,0.05518371506744926,3,27,120,73298,73448,0.1,0.024390243902439025,0.0392156862745098,30,4.08452238318266,3.676070144864394,627,0.01564293241081788
2019,rf_variables_revisadas,previous,10,0.04583877685873359,4,37,119,73288,73448,0.0975609756097561,0.032520325203252036,0.04878048780487805,41,5.582180590349635,5.03757760592528,1227,0.01564293241081788
2019,rf_variables_revisadas,previous,25,0.04583877685873359,4,37,119,73288,73448,0.0975609756097561,0.032520325203252036,0.04878048780487805,41,5.582180590349635,5.03757760592528,3012,0.01564293241081788
2019,rf_variables_revisadas,previous,50,0.01143784137545792,15,387,108,72938,73448,0.03731343283582089,0.12195121951219512,0.05714285714285714,402,54.732599934647645,52.69033874305631,5787,0.01564293241081788
2019,rf_variables_revisadas,previous,100,0.009295631692922407,18,761,105,72564,73448,0.023106546854942234,0.14634146341463414,0.03991130820399113,779,106.06143121664307,103.61071778673347,11261,0.01564293241081788
2019,rf_actualizado_contexto,new_context,5,0.24184335899839163,0,1,123,73324,73448,0.0,0.0,0.0,1,0.13615074610608865,0.13615074610608865,616,0.014947581112401657
2019,rf_actualizado_contexto,new_context,10,0.24184335899839163,0,1,123,73324,73448,0.0,0.0,0.0,1,0.13615074610608865,0.13615074610608865,1231,0.014947581112401657
2019,rf_actualizado_contexto,new_context,25,0.24184335899839163,0,1,123,73324,73448,0.0,0.0,0.0,1,0.13615074610608865,0.13615074610608865,3076,0.014947581112401657
2019,rf_actualizado_contexto,new_context,50,0.24184335899839163,0,1,123,73324,73448,0.0,0.0,0.0,1,0.13615074610608865,0.13615074610608865,6151,0.014947581112401657
2019,rf_actualizado_contexto,new_context,100,0.24184335899839163,0,1,123,73324,73448,0.0,0.0,0.0,1,0.13615074610608865,0.13615074610608865,12301,0.014947581112401657
2019,rf_revisado_contexto,new_context,5,0.5866157685766069,0,0,123,73325,73448,0.0,0.0,0.0,0,0.0,0.0,615,0.006017574185802317
2019,rf_revisado_contexto,new_context,10,0.5866157685766069,0,0,123,73325,73448,0.0,0.0,0.0,0,0.0,0.0,1230,0.006017574185802317
2019,rf_revisado_contexto,new_context,25,0.5866157685766069,0,0,123,73325,73448,0.0,0.0,0.0,0,0.0,0.0,3075,0.006017574185802317
2019,rf_revisado_contexto,new_context,50,0.5866157685766069,0,0,123,73325,73448,0.0,0.0,0.0,0,0.0,0.0,6150,0.006017574185802317
2019,rf_revisado_contexto,new_context,100,0.016323970016141304,19,4471,104,68854,73448,0.004231625835189309,0.15447154471544716,0.008237589421200954,4490,611.3168500163381,608.7299858403225,14871,0.006017574185802317
