modo,semilla,modulo_muestra,filas_muestra,fraudes_muestra,porcentaje_fraude_muestra,monto_minimo,monto_mediana,monto_promedio,monto_maximo
completo,42,9,990261,1413,0.14269,-500.0,28.96,42.86,3854.44
